N	3gram	Tiupa_Disk_2	Istorich
1	в этом случае	2	5
2	в том что	6	5
3	по отношению к	4	3
4	подобно тому как	2	3
5	с одной стороны	4	3
6	в другом месте	1	2
7	и может быть	2	2
8	с другой стороны	1	2
9	не может быть	3	2
10	о том что	3	2
11	с самого начала	1	2
12	том что в	1	1
13	не в состоянии	1	1
14	другой стороны в	1	1
15	говорит об этом	1	1
16	и той же	1	1
17	друг от друга	1	1
18	ни одно из	2	1
19	в отличие от	12	1
20	но это не	1	1
21	в это время	1	1
22	в обоих случаях	2	1
23	в себя и	1	1
24	не может так	1	1
25	и то же	2	1
26	тем не менее	1	1
27	что в одном	1	1
28	при всей своей	3	1
29	все же остается	1	1
30	но все эти	1	1
31	и прежде всего	2	1
32	также может быть	1	1
33	одной и той	1	1
34	в силу своей	1	1
35	жизнью и смертью	2	1
36	не знаем более	1	1
