N	2gram	Losev_Vlad_1	Hudozhes
1	в качестве	6	19
2	то есть	3	18
3	и не	17	16
4	не только	24	15
5	и в	31	15
6	в том	11	15
7	тогда как	1	13
8	может быть	6	13
9	в частности	2	13
10	при этом	2	12
11	и его	7	12
12	а в	9	12
13	но не	3	11
14	в этом	14	11
15	в себе	4	11
16	я в	1	11
17	то же	6	10
18	по отношению	1	10
19	представляет собой	1	10
20	так и	6	10
21	а не	1	10
22	но и	19	10
23	такого рода	4	9
24	точки зрения	2	9
25	в его	12	9
26	сводится к	1	8
27	себя в	4	8
28	но в	12	7
29	в то	8	7
30	с другой	3	7
31	с его	11	6
32	отношение к	3	6
33	том что	14	6
34	не в	5	6
35	же время	4	6
36	по своей	4	6
37	не может	6	6
38	что в	14	6
39	в их	1	5
40	более или	3	5
41	в самом	2	5
42	то что	18	5
43	ни в	2	5
44	тем самым	2	5
45	с ее	1	5
46	можно сказать	6	5
47	а также	5	5
48	того что	2	5
49	и одновременно	1	5
50	только в	9	5
51	уже не	3	5
52	между ними	1	5
53	другой стороны	3	5
54	или менее	3	5
55	я с	1	5
56	в нем	4	5
57	отношения к	1	4
58	и то	10	4
59	мы имеем	1	4
60	место в	2	4
61	еще не	2	4
62	как к	2	4
63	хотя и	4	4
64	и как	4	4
65	он не	10	4
66	и тем	1	4
67	в этих	1	4
68	в своей	4	4
69	не столько	2	4
70	личности в	1	4
71	для него	7	4
72	со стороны	2	4
73	прежде всего	1	4
74	как это	7	4
75	к тому	3	4
76	особого рода	2	4
77	сказать что	7	4
78	того же	6	3
79	со своей	3	3
80	в целом	3	3
81	что можно	1	3
82	как уже	1	3
83	и к	6	3
84	в противоположность	1	3
85	в которой	4	3
86	не следует	1	3
87	одно и	1	3
88	лишь в	2	3
89	это не	1	3
90	этом смысле	4	3
91	как и	4	3
92	но он	5	3
93	тем не	2	3
94	их в	1	3
95	в отношении	3	3
96	не менее	2	3
97	всех без	1	3
98	как раз	7	3
99	потому что	11	3
100	в стихотворении	1	3
101	не будет	1	3
102	в произведении	1	3
103	так в	1	3
104	к его	3	3
105	если бы	1	3
106	произведения как	1	3
107	и что	6	3
108	что он	12	3
109	к нему	4	3
110	во всей	1	3
111	и того	1	3
112	человека с	1	3
113	в области	1	3
114	далеко не	1	3
115	человеческой жизни	1	3
116	по своему	3	3
117	о чем	1	3
118	в данном	1	3
119	и для	2	3
120	таким образом	3	3
121	личности и	1	3
122	в свою	1	3
123	в таком	1	3
124	и это	2	2
125	это и	2	2
126	субъект и	1	2
127	и больше	1	2
128	в году	30	2
129	но она	3	2
130	не вполне	1	2
131	на свою	3	2
132	я не	4	2
133	личности с	2	2
134	во мне	2	2
135	и на	3	2
136	в чем	2	2
137	но как	5	2
138	и весьма	2	2
139	свою жизнь	1	2
140	за пределы	3	2
141	в отсутствие	1	2
142	в своем	4	2
143	говорит что	4	2
144	все эти	3	2
145	в нашем	4	2
146	всей своей	1	2
147	в этой	4	2
148	но на	3	2
149	всей его	2	2
150	не как	1	2
151	в силу	1	2
152	на этом	2	2
153	об этом	7	2
154	времени в	2	2
155	в итоге	1	2
156	в них	2	2
157	несмотря на	4	2
158	жизни но	1	2
159	с другими	1	2
160	известной степени	1	2
161	к такой	1	2
162	и более	1	2
163	том и	1	2
164	вовсе не	5	2
165	даже в	2	2
166	тому что	1	2
167	дело не	2	2
168	одна из	1	2
169	и притом	3	2
170	не могло	1	2
171	имеем дело	1	2
172	этих двух	1	2
173	однако все	1	2
174	для себя	2	2
175	и о	2	2
176	того чтобы	2	2
177	свою очередь	1	2
178	здесь не	3	2
179	к жизни	2	2
180	роль в	1	2
181	и сам	6	2
182	что может	1	2
183	или в	1	2
184	с самим	1	2
185	в порядке	1	2
186	о том	11	2
187	всех подобных	1	2
188	в значительной	1	2
189	именно в	1	2
190	а именно	2	2
191	говорит в	1	2
192	в литературе	1	2
193	ни к	1	2
194	с одной	1	2
195	слова не	1	2
196	одно из	1	2
197	в одном	1	2
198	для меня	4	2
199	у него	15	2
200	случае не	1	2
201	автора как	1	2
202	для того	2	2
203	на почве	1	2
204	или иначе	1	2
205	а с	5	2
206	себя и	1	2
207	одной стороны	1	2
208	в сторону	1	2
209	начиная с	2	2
210	так же	1	2
211	и особенно	4	2
212	и потому	6	2
213	как в	3	2
214	из которых	1	2
215	к своему	3	2
216	так или	1	2
217	и по	8	2
218	жизни в	1	2
219	о его	2	2
220	во всех	1	2
221	для такого	1	2
222	собственно говоря	3	2
223	тем более	2	2
224	с ним	5	2
225	отношении к	1	2
226	одной из	2	2
227	из этого	2	2
228	книги в	1	1
229	также и	10	1
230	и через	3	1
231	и есть	1	1
232	то в	1	1
233	чего не	1	1
234	конечно с	1	1
235	можно говорить	1	1
236	из его	4	1
237	едва ли	3	1
238	той же	2	1
239	есть не	1	1
240	не во	1	1
241	наиболее глубокий	1	1
242	случае это	1	1
243	промежутке между	1	1
244	что иное	1	1
245	общем виде	1	1
246	в полной	2	1
247	никогда не	9	1
248	не что	1	1
249	на них	1	1
250	участвовать в	1	1
251	иное как	1	1
252	стороны не	1	1
253	столь же	1	1
254	бы то	1	1
255	что его	4	1
256	в различных	1	1
257	наличие у	1	1
258	для других	1	1
259	из окна	2	1
260	себе и	1	1
261	что они	3	1
262	на колени	1	1
263	отнюдь не	3	1
264	и я	2	1
265	в истории	4	1
266	с некоторыми	1	1
267	что касается	3	1
268	ей было	2	1
269	что по	1	1
270	только то	1	1
271	говорят о	1	1
272	из жизни	1	1
273	таковы например	1	1
274	за это	2	1
275	жизни так	1	1
276	то я	1	1
277	из этих	2	1
278	тоже не	1	1
279	раз в	1	1
280	нас на	1	1
281	на то	5	1
282	все человеческие	1	1
283	не могла	1	1
284	жизнью и	1	1
285	на его	3	1
286	что она	2	1
287	время и	2	1
288	все это	5	1
289	свою собственную	1	1
290	по душе	1	1
291	содержит в	1	1
292	наконец наиболее	1	1
293	свое время	6	1
294	чтобы в	1	1
295	именно это	1	1
296	по его	2	1
297	подход к	1	1
298	то ни	1	1
299	что все	2	1
300	а по	2	1
301	не с	1	1
302	это было	6	1
303	его личности	1	1
304	и непосредственное	1	1
305	платона и	3	1
306	толстого в	3	1
307	было бы	2	1
308	например с	1	1
309	по этому	2	1
310	в жизни	3	1
311	он и	6	1
312	духовной жизни	1	1
313	я этого	1	1
314	от своего	1	1
315	и без	1	1
316	в котором	6	1
317	от его	1	1
318	любовь и	1	1
319	значение для	2	1
320	есть его	1	1
321	но во	1	1
322	в конце	9	1
323	с такими	1	1
324	том же	1	1
325	в историческом	1	1
326	приводят к	1	1
327	таких случаях	1	1
328	жизни толстой	1	1
329	в таких	1	1
330	xviii века	1	1
331	с которой	1	1
332	некоторого рода	1	1
333	это проявилось	1	1
334	что такое	2	1
335	к изучению	2	1
336	которого он	2	1
337	когда они	1	1
338	мнения о	1	1
339	слухи о	2	1
340	но только	3	1
341	он мог	1	1
342	того и	2	1
343	эта сторона	1	1
344	с этих	1	1
345	же этот	1	1
346	и теперь	4	1
347	связи с	1	1
348	не по	2	1
349	в каком	2	1
350	ему не	1	1
351	настоящего времени	1	1
352	и здесь	3	1
353	этих позиций	1	1
354	деятельности и	1	1
355	в момент	2	1
356	все то	1	1
357	поэтому не	1	1
358	он еще	1	1
359	сравнении с	1	1
360	а можно	1	1
361	в каждом	1	1
362	на это	2	1
363	здесь мы	3	1
364	в настоящее	1	1
365	говорит о	1	1
366	некоторого основания	1	1
367	из всего	1	1
368	как мы	9	1
369	мысль о	1	1
370	в особенности	4	1
371	но мы	2	1
372	то время	2	1
373	как с	1	1
374	и совершенно	1	1
375	котором он	1	1
376	не содержит	1	1
377	как содержание	1	1
378	те же	1	1
379	он переживает	1	1
380	и религии	1	1
381	в строгой	1	1
382	можно только	1	1
383	разного рода	6	1
384	интересом к	1	1
385	строго говоря	1	1
386	о ней	1	1
387	искусства и	1	1
388	и поэтому	1	1
389	внимание на	1	1
390	настоящее время	1	1
391	и который	2	1
392	роль принадлежит	1	1
393	жизни если	1	1
394	это была	3	1
395	в которую	2	1
396	в другой	1	1
397	сойти с	1	1
398	если он	1	1
399	человека как	3	1
400	о своих	1	1
401	и мир	1	1
402	с той	1	1
403	в формах	1	1
404	на которой	1	1
405	один из	4	1
406	но с	1	1
407	тот же	3	1
408	дело с	1	1
409	на языке	1	1
410	что даже	1	1
411	самые разнообразные	1	1
412	никак нельзя	2	1
413	между этими	1	1
414	жить и	1	1
415	теперь в	1	1
416	а после	1	1
417	со всеми	1	1
418	одновременно он	1	1
419	так что	10	1
420	для всех	1	1
421	согласно характеристике	1	1
422	всем его	1	1
423	то и	2	1
424	свидетельствует о	3	1
425	из них	2	1
426	чего бы	1	1
427	до того	1	1
428	представлений о	1	1
429	и против	1	1
430	по одним	1	1
431	не для	1	1
432	у нее	1	1
433	с этими	3	1
434	так как	8	1
435	и от	5	1
436	тому же	2	1
437	бытия и	1	1
438	весьма различной	1	1
439	той самой	1	1
440	по тем	1	1
441	не просто	1	1
442	не было	5	1
443	в последние	1	1
444	и даже	15	1
445	это совмещение	1	1
446	но одно	1	1
447	как у	1	1
448	связаны с	1	1
449	по своим	3	1
450	еще и	7	1
451	что не	1	1
452	что для	4	1
453	и пр	1	1
454	всю жизнь	3	1
455	однако и	1	1
456	с которым	2	1
457	жизнь в	2	1
458	этим и	1	1
459	его как	1	1
460	в связи	3	1
461	как ни	1	1
462	нет никаких	1	1
463	только к	3	1
464	вместе с	3	1
465	в одной	1	1
466	не могут	1	1
467	и объект	1	1
468	он говорит	2	1
469	этого слова	1	1
470	одновременно с	1	1
471	вследствие его	1	1
472	и вполне	1	1
473	да и	4	1
474	в состоянии	1	1
475	никем не	1	1
476	быть не	1	1
477	него не	3	1
478	в это	2	1
479	с этой	1	1
480	действительность в	1	1
481	своей жизни	2	1
482	между прочим	11	1
483	этом и	2	1
484	все же	3	1
485	писал в	1	1
486	он уже	4	1
487	в более	1	1
488	не участвовать	1	1
489	за его	1	1
490	еще одна	1	1
491	жизни когда	1	1
492	если не	3	1
493	в результате	2	1
494	о котором	2	1
495	для нас	4	1
496	от него	2	1
497	из своего	3	1
498	бы в	1	1
499	не будучи	1	1
500	время ее	1	1
501	в современных	1	1
502	ни было	1	1
503	же в	1	1
504	но если	1	1
505	не есть	1	1
506	нами не	1	1
507	чем с	1	1
508	о своем	1	1
509	жизни а	1	1
510	одновременно и	1	1
511	в сравнении	1	1
512	в свое	5	1
513	который в	1	1
514	просто не	2	1
515	жизни и	5	1
516	ее в	1	1
517	и другие	1	1
518	в своих	5	1
519	по поводу	12	1
520	все что	2	1
