N	3gram	Bakhtin_Pr_4	Mirosoze
1	не может быть	8	8
2	и там и	1	6
3	есть прежде всего	1	5
4	же как и	1	3
5	до сих пор	8	3
6	к тому что	1	3
7	так же как	1	3
8	в высшей степени	1	3
9	потому что она	1	3
10	также и в	1	2
11	мышкина и рогожина	1	2
12	в свою противоположность	1	2
13	с самим собою	3	2
14	в братьях карамазовых	2	2
15	может быть и	1	2
16	все творчество достоевского	1	2
17	сне смешного человека	1	2
18	в отношении к	2	2
19	о том что	2	2
20	по отношению к	5	2
21	в этом он	1	2
22	как и в	3	2
23	в сне смешного	1	2
24	никогда не бывает	1	2
25	к настасье филипповне	2	2
26	может быть лишь	1	2
27	после того как	1	2
28	в том что	2	2
29	мы увидим что	2	2
30	а между тем	1	1
31	а следовательно и	2	1
32	по замыслу достоевского	1	1
33	прежде всего как	1	1
34	у достоевского почти	1	1
35	знать друг друга	1	1
36	и к нему	1	1
37	ивана карамазова в	1	1
38	том что он	1	1
39	с точки зрения	9	1
40	и во многих	1	1
41	действие романа начинается	1	1
42	а не к	1	1
43	не могли быть	1	1
44	он сам по	1	1
45	как и все	4	1
46	преступлении и наказании	2	1
47	сам по себе	3	1
48	друг на друга	2	1
49	иван карамазов не	1	1
50	с ним как	1	1
51	в романах достоевского	4	1
52	но и в	2	1
53	между тем как	1	1
54	а может быть	1	1
55	в себе и	1	1
56	у достоевского и	1	1
57	он остается в	1	1
58	до конца принять	1	1
59	в преступлении и	2	1
60	он никогда не	1	1
61	ибо и в	1	1
62	его жизнь в	1	1
63	в значительной степени	1	1
64	перейти в свою	1	1
65	его отношения к	1	1
66	преступления и наказания	3	1
67	в xx веке	1	1
68	по сравнению с	1	1
69	к одному знаменателю	3	1
70	в xix веке	1	1
71	ни на что	1	1
72	он уже не	1	1
73	что у достоевского	1	1
74	и во всем	1	1
75	он не принимает	1	1
76	и в словах	2	1
77	как бы не	1	1
78	сих пор не	2	1
79	и он сам	1	1
80	с самим собой	2	1
81	своей духовной жизни	1	1
82	жизни в этом	1	1
83	и не знает	1	1
84	природа человека и	1	1
85	той или иной	2	1
86	ставрогин иван карамазов	1	1
87	если бы не	1	1
88	у нее нет	1	1
89	как в сне	1	1
90	сама по себе	2	1
91	и в нем	1	1
92	берет на себя	1	1
93	творчестве достоевского но	1	1
94	в конце романа	2	1
95	во всех его	2	1
96	в письме к	1	1
97	в конце концов	1	1
98	том что все	1	1
99	в последний раз	2	1
100	по своей природе	2	1
