N	2gram	Tiupa_Lite_3	UchenyiS
1	и в	16	14
2	а не	12	10
3	не только	14	10
4	прежде всего	3	8
5	и не	22	8
6	не может	8	7
7	в этом	14	7
8	то что	12	7
9	эстетического объекта	6	6
10	может быть	12	6
11	в искусстве	1	6
12	то же	9	5
13	и только	2	5
14	художественное произведение	2	5
15	в художественном	1	5
16	все это	1	5
17	хотя бы	1	5
18	художественного творчества	2	5
19	с другой	6	4
20	но и	14	4
21	в.м жирмунского	1	4
22	что такое	1	4
23	в их	1	4
24	в конечном	1	4
25	в россии	1	4
26	конечном счете	1	4
27	в этой	8	4
28	конечно не	1	4
29	то ни	2	3
30	и то	1	3
31	это не	5	3
32	было бы	2	3
33	как и	5	3
34	для этого	1	3
35	в частности	11	3
36	в своей	7	3
37	и т.д	1	3
38	бы то	2	3
39	очевидно что	1	3
40	к сожалению	1	3
41	произведения искусства	1	3
42	в то	9	3
43	все же	2	3
44	но в	3	3
45	же время	7	3
46	в области	3	3
47	у нас	2	3
48	другой стороны	2	3
49	для него	2	3
50	не как	2	3
51	ни было	2	3
52	одним из	4	2
53	и с	2	2
54	художественного произведения	2	2
55	самом деле	3	2
56	в итоге	1	2
57	превращается в	1	2
58	о чем	3	2
59	если бы	2	2
60	не столько	1	2
61	если не	2	2
62	том что	8	2
63	на первый	1	2
64	материал для	1	2
65	мы и	2	2
66	словесного творчества	1	2
67	нас в	1	2
68	с его	6	2
69	но не	4	2
70	в сторону	3	2
71	в противовес	7	2
72	в его	6	2
73	по существу	4	2
74	что и	2	2
75	по себе	2	2
76	но это	1	2
77	могли бы	2	2
78	в том	12	2
79	это уже	1	2
80	и для	4	2
81	что он	5	2
82	в себе	6	2
83	искусства как	1	2
84	в самом	3	2
85	между тем	3	2
86	и у	1	2
87	только в	7	2
88	не в	10	2
89	для всех	1	2
90	и является	1	2
91	все они	2	2
92	не есть	1	2
93	этом отношении	5	2
94	бы и	3	2
95	в конце	2	2
96	же самое	2	2
97	не случайно	3	2
98	как раз	2	2
99	тем что	2	2
100	для себя	2	1
101	поэзии и	2	1
102	есть конечно	1	1
103	и характерную	1	1
104	искусство и	1	1
105	в этот	1	1
106	но по	1	1
107	даже не	1	1
108	то есть	5	1
109	в виду	1	1
110	входит в	4	1
111	первую очередь	1	1
112	данном случае	4	1
113	или иначе	2	1
114	в период	1	1
115	искусства в	1	1
116	сюда же	1	1
117	и быть	1	1
118	из самых	1	1
119	установка на	2	1
120	еще одно	1	1
121	свое место	3	1
122	из первых	1	1
123	к которой	1	1
124	что для	1	1
125	никогда не	4	1
126	литературного произведения	1	1
127	художественное творчество	2	1
128	так и	9	1
129	по его	1	1
130	одной стороны	4	1
131	той же	3	1
132	историю литературы	1	1
133	бы послужить	1	1
134	этого не	1	1
135	говорил в	1	1
136	до конца	4	1
137	исторической поэтики	1	1
138	с тем	1	1
139	место и	1	1
140	со своими	2	1
141	искусство как	2	1
142	и вне	1	1
143	хлебникова но	1	1
144	как целого	1	1
145	и всякого	1	1
146	об искусстве	4	1
147	в словах	3	1
148	и даже	2	1
149	должно быть	4	1
150	остается в	1	1
151	на слово	2	1
152	можно сказать	2	1
153	не вполне	2	1
154	или менее	1	1
155	стороны в	1	1
156	в г	3	1
157	о нем	2	1
158	этой же	1	1
159	вообще очень	1	1
160	искусства и	3	1
161	тех кто	1	1
162	как на	3	1
163	о том	6	1
164	в ней	1	1
165	и потому	2	1
166	в котором	1	1
167	только для	3	1
168	вспять к	1	1
169	он был	1	1
170	быть в	1	1
171	в значительной	1	1
172	несомненно и	1	1
173	слово как	1	1
174	в той	1	1
175	впадая в	1	1
176	а.н веселовского	2	1
177	отказ от	2	1
178	в данном	4	1
179	стихотворений и	1	1
180	бы в	1	1
181	переходит в	1	1
182	того что	9	1
183	и возможностей	1	1
184	друг другу	1	1
185	произведения в	3	1
186	художественного впечатления	1	1
187	литературной эпохи	1	1
188	на его	3	1
189	такое искусство?	1	1
190	это значит	1	1
191	искусства вообще	1	1
192	нет и	1	1
193	за пределы	1	1
194	на то	2	1
195	быть не	2	1
196	него не	2	1
197	определяется не	1	1
198	иначе в	1	1
199	еще один	2	1
200	и хлебникова	1	1
201	отнюдь не	3	1
202	она не	1	1
203	которые могли	1	1
204	его эстетической	1	1
205	еще раз	2	1
206	в преодолении	1	1
207	первый взгляд	1	1
208	нас самих	2	1
209	независимо от	1	1
210	в эстетический	1	1
211	поэтика и	1	1
212	в своем	1	1
213	что ему	2	1
214	широком и	1	1
215	и все	1	1
216	художественного восприятия	1	1
217	метода то	1	1
218	более или	1	1
219	как таковое	2	1
220	объекта и	2	1
221	и действительно	1	1
222	себя на	1	1
223	всего лишь	5	1
224	по мнению	1	1
225	о котором	1	1
226	не впадая	1	1
227	реальностью эстетического	1	1
228	не было	1	1
229	так или	2	1
230	он в	2	1
231	тогда когда	1	1
232	с одной	4	1
233	впрочем в	1	1
234	в качестве	5	1
235	вообще в	1	1
236	объекта в	2	1
237	слово поэта	1	1
238	что по	1	1
239	же остается	1	1
240	точно и	1	1
241	уже не	3	1
242	далеко не	2	1
243	тут мы	1	1
244	ее как	1	1
245	то и	1	1
246	же в	2	1
247	в процессе	1	1
248	не столь	1	1
249	что было	1	1
250	в нем	2	1
