N	3gram	Propp_Isto_4	VeschiIm
1	и т д	24	20
2	не может быть	4	18
3	что иное как	3	8
4	не что иное	3	8
5	т е в	3	7
6	может быть только	1	6
7	на то что	3	6
8	одно и то	1	5
9	содержит в себе	2	5
10	и то же	1	5
11	есть не что	1	5
12	тем не менее	2	5
13	и то что	5	4
14	не только в	2	4
15	подобно тому как	1	3
16	и не только	1	3
17	вместе с тем	1	3
18	указывает на то	1	3
19	можно сказать что	1	2
20	о том как	1	2
21	и относится к	1	2
22	в основе своей	1	2
23	в данном случае	3	2
24	не только это	1	2
25	к тому что	1	2
26	но в чем	1	2
27	что на нем	1	1
28	и может быть	1	1
29	имеется в виду	1	1
30	с полной ясностью	1	1
31	между прочим и	1	1
32	потому что я	1	1
33	в этом случае	3	1
34	он все же	1	1
35	но в свете	1	1
36	таким образом между	1	1
37	до сих пор	5	1
38	и не может	1	1
39	в зависимости от	1	1
40	что он не	1	1
41	что как бы	1	1
42	быть речи о	1	1
43	не имеет никакого	1	1
44	может быть речи	1	1
45	между ними существует	1	1
46	может быть и	1	1
47	потому что он	1	1
48	то время как	1	1
49	так же как	12	1
50	не потому что	1	1
51	то что есть	1	1
52	и пр также	1	1
53	таким образом и	1	1
54	когда он говорит	1	1
55	смысле этого слова	2	1
56	было то что	1	1
57	не в том	1	1
58	и по смыслу	1	1
59	то что как	1	1
60	с другой стороны	4	1
61	только указать на	1	1
62	не мог бы	1	1
63	она и не	1	1
64	т е к	2	1
65	не есть нечто	1	1
66	нельзя сказать что	1	1
67	тому как в	1	1
68	мы не можем	1	1
69	вовсе не есть	1	1
70	в то время	1	1
71	и вместе с	1	1
72	это и есть	1	1
73	о том что	2	1
74	но все же	4	1
75	с этой стороны	2	1
76	не говорит о	1	1
77	мы видим что	1	1
78	т д в	1	1
79	что и в	1	1
80	только тогда когда	1	1
81	все к чему	1	1
82	на связь между	1	1
