N	3gram	Berdyaev_M_2	Myshleni
1	в том что	2	31
2	с точки зрения	1	11
3	в этом отношении	1	7
4	смысле этого слова	1	7
5	друг на друга	1	5
6	так же как	3	5
7	для того чтобы	4	5
8	и той же	2	4
9	же как и	3	4
10	одной и той	2	4
11	на то что	1	4
12	по своему значению	1	3
13	между тем как	1	3
14	в себе и	1	3
15	по сравнению с	1	3
16	о том что	2	3
17	и те же	2	3
18	одни и те	1	3
19	но так как	1	2
20	было бы назвать	1	2
21	на высшую ступень	1	2
22	но и в	1	2
23	мы видим в	1	2
24	в высшей степени	3	2
25	должно привести к	2	2
26	и тогда когда	1	2
27	никогда не бывает	2	2
28	подобно тому как	2	2
29	на одной и	1	2
30	по своей природе	1	1
31	том что в	1	1
32	в тот момент	1	1
33	что иное как	3	1
34	сомневаться в том	1	1
35	потому что в	1	1
36	это означает что	2	1
37	идет дальше и	1	1
38	как бы не	1	1
39	на самом деле	1	1
40	как и во	2	1
41	есть прежде всего	5	1
42	том что это	1	1
43	и во многих	1	1
44	во многих других	1	1
45	и в нашем	1	1
46	и толстой и	1	1
47	что он не	1	1
48	и та же	2	1
49	друг друга как	1	1
50	до сих пор	3	1
51	у нас нет	1	1
52	не имеют своей	1	1
53	то в чем	1	1
54	так как он	2	1
55	к тому что	3	1
56	привести к тому	1	1
57	в противоречии с	1	1
58	лежит в основе	1	1
59	в конце концов	1	1
60	то же что	1	1
61	же о чем	1	1
62	и в основе	1	1
63	друг к другу	5	1
64	одна и та	2	1
65	не может быть	8	1
66	нельзя было бы	1	1
67	по отношению к	2	1
68	имеют своей собственной	1	1
69	означает что в	1	1
70	это приводит нас	1	1
71	к которому он	1	1
72	после того как	2	1
73	дальше и глубже	2	1
74	не что иное	3	1
75	приводит нас к	1	1
76	том что он	1	1
77	может не быть	1	1
78	как и в	2	1
79	что и в	4	1
80	только тогда когда	1	1
81	мы увидим что	2	1
82	для этого необходимо	3	1
