N	2gram	Tiupa_Anal_2	Hudozhes
1	том что	12	16
2	и в	16	14
3	так и	15	13
4	не только	16	12
5	при этом	10	12
6	о том	7	12
7	в том	12	12
8	а не	10	12
9	и т	1	11
10	в себе	7	11
11	в этом	18	11
12	прежде всего	3	11
13	в рассказе	1	11
14	в своей	2	10
15	для него	4	10
16	то же	4	9
17	как и	14	9
18	в качестве	11	9
19	у него	4	9
20	по отношению	4	8
21	в этой	9	8
22	как в	4	8
23	то что	7	8
24	же время	2	8
25	ничего не	9	8
26	в его	2	8
27	между тем	2	8
28	отношению к	4	8
29	в то	2	8
30	еще не	2	7
31	тогда как	19	7
32	это не	1	7
33	своего рода	12	7
34	не в	4	7
35	казалось бы	3	7
36	личности в	1	7
37	к тому	7	7
38	уже не	4	7
39	не случайно	8	7
40	именно в	3	7
41	не может	4	7
42	как бы	10	7
43	а в	3	7
44	как правило	4	6
45	в концовке	1	6
46	в первой	3	6
47	человека в	1	6
48	в глазах	1	6
49	было бы	3	6
50	читателя в	4	6
51	никогда не	3	6
52	что в	2	6
53	самом деле	1	5
54	с его	1	5
55	перед нами	1	5
56	но в	6	5
57	об этом	1	5
58	ни в	1	5
59	точки зрения	4	5
60	не менее	4	5
61	и его	4	5
62	потому что	1	5
63	и он	2	5
64	можно было	3	5
65	во второй	4	5
66	только в	4	5
67	может быть	6	5
68	концепции личности	1	5
69	но и	12	5
70	в частности	16	5
71	в аспекте	4	5
72	в этих	2	5
73	героя и	1	5
74	с с	1	4
75	художественного целого	7	4
76	к другому	1	4
77	мы уже	1	4
78	и о	1	4
79	столь же	4	4
80	в центре	3	4
81	в своем	4	4
82	и к	5	4
83	в действительности	3	4
84	в самом	6	4
85	всего лишь	8	4
86	на то	2	4
87	что она	2	4
88	он не	2	4
89	и читателя	3	4
90	картины мира	2	4
91	несмотря на	3	4
92	этой связи	1	4
93	тем не	3	4
94	тому что	1	4
95	с ним	2	4
96	человеческого я	1	4
97	она не	2	4
98	по своей	1	4
99	связи с	1	4
100	как будто	3	4
101	можно сказать	4	4
102	второй главы	1	4
103	того что	2	4
104	один из	2	4
105	уединенного сознания	8	4
106	себя в	2	4
107	из них	3	4
108	в конце	4	4
109	как раз	4	4
110	и все	3	4
111	мы узнаем	2	4
112	только что	1	4
113	т е	2	4
114	речь идет	2	3
115	по преимуществу	4	3
116	с точки	2	3
117	едва ли	3	3
118	говорить о	6	3
119	в мире	6	3
120	и на	6	3
121	видения жизни	1	3
122	в ее	1	3
123	отнюдь не	8	3
124	идет о	1	3
125	художественной реальности	20	3
126	в нем	1	3
127	в творческом	1	3
128	и по	1	3
129	на этом	4	3
130	лишь в	9	3
131	его в	2	3
132	даже в	2	3
133	и смерти	4	3
134	такой же	1	3
135	в ходе	4	3
136	рассказа о	1	3
137	все эти	1	3
138	в тексте	24	3
139	тем что	3	3
140	этом отношении	3	3
141	что при	1	3
142	для себя	1	3
143	как мы	3	3
144	в пределах	9	3
145	приводит к	3	3
146	еще в	2	3
147	если бы	3	3
148	о нем	1	3
149	а также	7	3
150	сна в	1	3
151	это в	1	3
152	романа в	3	3
153	же в	1	3
154	в литературе	1	3
155	в заключительной	1	3
156	но не	4	3
157	будто бы	1	3
158	как его	1	3
159	и даже	9	3
160	со стороны	3	3
161	если говорить	2	3
162	эстетический анализ	2	3
163	превращается в	2	3
164	то и	1	3
165	в связи	1	3
166	такого рода	2	3
167	встрече с	1	3
168	и для	2	3
169	но одновременно	1	3
170	от него	1	3
171	в равной	1	3
172	читательского восприятия	1	3
173	может и	1	3
174	в таком	2	3
175	к этой	1	3
176	я и	3	2
177	сознания героя	1	2
178	в их	3	2
179	той же	2	2
180	равной мере	1	2
181	к своему	2	2
182	в противовес	1	2
183	конечном счете	2	2
184	себе и	1	2
185	его я	1	2
186	в рамках	3	2
187	в художественном	1	2
188	хотя и	4	2
189	в литературном	1	2
190	в целом	8	2
191	так или	1	2
192	жизни так	1	2
193	в ответ	2	2
194	внутреннего я	2	2
195	только на	3	2
196	раз в	1	2
197	как он	1	2
198	так сказать	1	2
199	жизнью и	2	2
200	на его	3	2
201	наш взгляд	1	2
202	не следует	2	2
203	по-видимому не	1	2
204	другой жизни	1	2
205	ключ к	3	2
206	в первую	1	2
207	уже говорилось	4	2
208	характер в	1	2
209	на наш	1	2
210	однако в	1	2
211	значительной степени	2	2
212	в другом	1	2
213	того или	3	2
214	первую очередь	1	2
215	особенно в	7	2
216	по себе	2	2
217	авторской позиции	1	2
218	одной из	3	2
219	все равно	1	2
220	иначе говоря	11	2
221	автора и	3	2
222	в следующем	1	2
223	в такой	1	2
224	наше внимание	1	2
225	состоит в	8	2
226	с позиции	2	2
227	не столько	3	2
228	от себя	1	2
229	что я	1	2
230	художественного мира	2	2
231	все это	4	2
232	для нее	2	2
233	и другое	1	2
234	не о	2	2
235	не имеет	2	2
236	одна из	1	2
237	на себе	3	2
238	концепция личности	1	2
239	для всего	1	2
240	мышления и	1	2
241	слова как	1	2
242	глядя на	1	2
243	персонажа в	1	2
244	со своим	3	2
245	эстетической природы	1	2
246	на него	2	2
247	внутренней жизни	1	2
248	что на	3	2
249	к читателю	2	2
250	самоактуализация личности	1	2
251	художественности в	2	2
252	мысли о	1	2
253	речевого строя	2	2
254	с ее	2	2
255	на основе	2	2
256	характер и	1	2
257	в себя	4	2
258	в речи	3	2
259	о своей	2	2
260	на вопрос	1	2
261	внимание на	2	2
262	никак не	2	2
263	и что	1	2
264	в значительной	2	2
265	в конечном	3	2
266	при встрече	1	2
267	или напротив	2	2
268	как она	1	2
269	другая жизнь	1	2
270	второй половине	1	2
271	автора героя	1	2
272	жанровой стратегии	3	2
273	с ними	3	2
274	от лица	1	2
275	и потому	1	2
276	с другим	1	2
277	так что	3	2
278	больше не	1	2
279	слова в	1	2
280	в начале	1	2
281	по выражению	2	2
282	за ним	1	2
283	а и	1	2
284	а то	2	2
285	при всей	3	2
286	представляют собой	2	2
287	или иначе	1	2
288	с той	2	2
289	себя и	1	2
290	не означает	1	2
