N	3gram	Vinokur_Ku_1	Dialekti
1	и т д	14	15
2	с точки зрения	9	9
3	в том что	15	9
4	что иное как	1	8
5	не что иное	1	8
6	по крайней мере	5	7
7	не может быть	3	6
8	то же время	2	6
9	в то же	2	6
10	для того чтобы	15	5
11	в этом смысле	3	4
12	того что он	1	4
13	само по себе	1	4
14	не в том	4	4
15	что он есть	1	4
16	ни в каком	1	4
17	только тогда когда	1	4
18	имеется в виду	1	3
19	не говоря уже	1	3
20	т е о	2	3
21	т д и	2	3
22	что это есть	1	3
23	на то что	2	3
24	в данный момент	1	2
25	как только мы	1	2
26	т е она	1	2
27	т е не	1	2
28	того или другого	1	2
29	о том как	3	2
30	и в то	1	2
31	хотя бы и	2	2
32	есть в сущности	1	2
33	в собственном смысле	1	2
34	точно так же	1	2
35	с этой точки	1	2
36	д и т	2	2
37	т е в	2	2
38	ничего общего с	1	2
39	т д все	1	2
40	этой точки зрения	2	2
41	иметь в виду	1	2
42	вовсе не в	1	2
43	от того что	1	2
44	в свою очередь	3	2
45	та или иная	1	2
46	что оно не	1	2
47	тем не менее	4	2
48	но прежде всего	1	1
49	я мог бы	1	1
50	далеко еще не	1	1
51	когда он является	1	1
52	что в этом	1	1
53	в силу этого	1	1
54	только потому что	6	1
55	том как должно	1	1
56	не могло не	1	1
57	этом смысле есть	1	1
58	как это делается	1	1
59	на том же	1	1
60	что в данном	1	1
61	если бы было	1	1
62	их подлинный смысл	1	1
63	в силу того	2	1
64	бьют мимо цели	1	1
65	что с точки	1	1
66	в зависимости от	5	1
67	может уже быть	1	1
68	только для того	1	1
69	можно говорить о	1	1
70	в отличие от	1	1
71	в себе и	1	1
72	но для этого	1	1
73	с тем что	1	1
74	рано или поздно	2	1
75	и не в	1	1
76	это делается в	1	1
77	и вовсе не	2	1
78	т е все	1	1
79	в том случае	1	1
80	в это время	1	1
81	того чтобы дать	2	1
82	как раз то	1	1
83	мы видели уже	1	1
84	не только в	1	1
85	на своем месте	1	1
86	это было бы	1	1
87	что с ними	1	1
88	таким образом есть	1	1
89	заключается не в	1	1
90	ясно что в	1	1
91	и с этой	1	1
92	так или иначе	2	1
93	что это только	2	1
94	не в силах	1	1
95	в связи с	3	1
96	хотя бы на	1	1
97	то ни другое	1	1
98	лишь в том	1	1
99	как одно из	1	1
100	так же невозможно	1	1
101	т д это	1	1
102	и иначе например	1	1
103	т е чтобы	1	1
104	а вместе с	1	1
105	вместе с ним	1	1
106	то обстоятельство что	8	1
107	вовсе не есть	1	1
108	в подлинном смысле	1	1
109	уже не просто	1	1
110	в этом случае	2	1
111	о том что	5	1
112	и вместе с	1	1
113	хотя бы в	4	1
114	речь идет о	2	1
115	не может уже	1	1
116	но все же	2	1
117	есть все что	1	1
118	с другой стороны	6	1
119	друг от друга	1	1
120	ни то ни	1	1
121	для этого необходимо	1	1
122	это не мешает	1	1
123	точки зрения законов	1	1
124	она и может	1	1
125	после того как	1	1
126	на себе следы	1	1
127	тех или иных	1	1
128	т е как	4	1
129	все это не	3	1
130	поскольку речь идет	1	1
131	том случае если	1	1
132	той или иной	1	1
133	д все это	1	1
