1	о том что	5	9
2	в том что	6	8
3	в связи с	1	7
4	в конце концов	1	6
5	тем не менее	2	5
6	с другой стороны	1	5
7	по крайней мере	2	4
8	что иное как	1	3
9	не что иное	1	3
10	на первом плане	2	3
11	вместе с тем	1	3
12	точно так же	2	3
13	с одной стороны	1	3
14	который в своей	1	3
15	в русской литературе	2	3
16	можно сказать что	2	3
17	в настоящее время	1	3
18	до сих пор	1	2
19	дело в том	3	2
20	по отношению к	1	2
21	это уже не	2	2
22	равно как и	1	2
23	в данном случае	2	2
24	бы то ни	1	2
25	он видит в	1	2
26	то и другое	1	2
27	вслед за ними	1	1
28	на первый взгляд	1	1
29	он вовсе не	1	1
30	как и его	1	1
31	друг на друга	1	1
32	не только в	2	1
33	человека но и	1	1
34	с самого начала	3	1
35	по себе а	1	1
36	то ни было	1	1
37	только я не	1	1
38	у него есть	1	1
39	заслуживает особого внимания	1	1
40	у него и	1	1
41	бросается в глаза	1	1
42	и как бы	1	1
43	человеком а каким-то	1	1
44	перед тем как	1	1
45	хотя и не	1	1
46	а не то	1	1
47	что у него	1	1
48	в одной из	2	1
49	и т д	1	1
50	ту или иную	1	1
51	с большим трудом	1	1
52	не человеком а	1	1
53	в бытность свою	1	1
54	мы находим у	1	1
55	и бессмертие души	1	1
56	он говорит о	1	1
57	к тому же	1	1
58	в то же	13	1
59	у него не	1	1
60	на самом деле	2	1
61	больше не будет	2	1
62	просто не был	1	1
63	таким образом уже	1	1
64	но это не	1	1
65	и учение о	1	1
66	в ту эпоху	2	1
67	не в его	1	1
68	чуть ли не	1	1
69	на краю бездны	1	1
70	то же время	12	1
71	потому что не	1	1
72	но в то	4	1
73	нет не только	1	1
74	и перешел к	1	1
75	и все же	3	1
76	в наше время	2	1
77	далеко не сразу	1	1
78	и превращается в	1	1
