N	2gram	Propp_Isto_2	Poddanst
1	не только	18	17
2	и в	15	14
3	и не	11	12
4	в этом	11	10
5	в качестве	3	9
6	но в	6	9
7	то же	10	9
8	в том	6	9
9	в пределах	1	8
10	хотя бы	2	8
11	только в	6	7
12	в обстановке	1	7
13	в то	1	7
14	в ней	4	6
15	xix века	1	6
16	было бы	5	6
17	е с	1	6
18	но и	14	6
19	в которых	2	5
20	с другой	2	5
21	может быть	17	5
22	и пр	7	5
23	не в	7	5
24	и о	1	5
25	а также	2	4
26	и к	1	4
27	как бы	6	4
28	и если	2	4
29	том что	7	4
30	не может	5	4
31	и потому	1	4
32	в котором	5	4
33	по себе	1	4
34	на пути	1	4
35	в русской	5	4
36	что в	12	4
37	мы должны	4	4
38	же в	1	4
39	а в	12	4
40	то что	12	4
41	и т	19	3
42	мы не	3	3
43	сводится к	1	3
44	это не	2	3
45	вслед за	1	3
46	и как	1	3
47	тот же	1	3
48	с ними	2	3
49	с одной	4	3
50	в себе	4	3
51	в нем	7	3
52	ей в	1	3
53	е и	1	3
54	прежде всего	5	3
55	одной стороны	3	3
56	с тем	9	3
57	что мы	3	3
58	к и	1	3
59	но не	2	3
60	наряду с	6	3
61	могут быть	2	3
62	т е	29	3
63	тем самым	2	3
64	потому что	9	3
65	и это	3	2
66	например в	2	2
67	и есть	5	2
68	есть не	1	2
69	является в	1	2
70	одних и	1	2
71	время в	1	2
72	во всех	2	2
73	говорить о	1	2
74	со стороны	1	2
75	из важнейших	1	2
76	каждый в	1	2
77	отнюдь не	1	2
78	в русском	2	2
79	с этим	5	2
80	и дети	1	2
81	и пусть	2	2
82	пути в	2	2
83	того что	3	2
84	духа и	1	2
85	к чему	2	2
86	и и	1	2
87	главным образом	2	2
88	и других	1	2
89	в его	6	2
90	из них	2	2
91	в силу	2	2
92	по-видимому не	1	2
93	именно как	1	2
94	и с	4	2
95	именно в	2	2
96	в жизни	2	2
97	для них	1	2
98	в них	1	2
99	не было	2	2
100	а не	5	2
101	нужно было	1	2
102	в эту	2	2
103	в европе	1	2
104	не столько	2	2
105	не будем	4	2
106	в тот	2	2
107	не менее	1	2
108	все это	3	2
109	между прочим	3	2
110	на этих	1	2
111	одна из	2	2
112	да и	2	2
113	еще более	1	2
114	для нас	4	2
115	подошел к	1	2
116	в частности	1	2
117	в северной	2	2
118	также что	2	1
119	в русских	3	1
120	же как	5	1
121	с другом	1	1
122	связана с	6	1
123	но чтобы	1	1
124	и то	2	1
125	должны здесь	1	1
126	века но	1	1
127	взять на	1	1
128	на основе	1	1
129	и этим	1	1
130	в себя	3	1
131	к жизни	1	1
132	идет речь	1	1
133	выражается в	1	1
134	на нее	2	1
135	за то	1	1
136	особенно в	1	1
137	том мире	1	1
138	бы что	1	1
139	себя воздух	1	1
140	вопроса необходимо	1	1
141	находится в	2	1
142	не вполне	1	1
143	на себя	1	1
144	с ее	2	1
145	и ее	2	1
146	именно потому	1	1
147	эти явления	1	1
148	и здесь	9	1
149	ли или	1	1
150	и что	6	1
151	еще не	9	1
152	и на	4	1
153	она всегда	3	1
154	он был	3	1
155	с его	1	1
156	родителей и	1	1
157	восходит к	1	1
158	в лесах	1	1
159	связь между	1	1
160	не все	2	1
161	что и	6	1
162	отличие от	1	1
163	да в	1	1
164	не просто	2	1
165	есть с	1	1
166	также в	2	1
167	в истории	1	1
168	так будет	1	1
169	тем больше	1	1
170	вот как	1	1
171	все же	9	1
172	и где	1	1
173	власть и	1	1
174	вопросом о	1	1
175	мы видим	8	1
176	жизни она	1	1
177	в какой	1	1
178	должен быть	1	1
179	в самом	1	1
180	но как	1	1
181	в которой	2	1
182	что это	6	1
183	или его	2	1
184	их не	1	1
185	вопрос об	1	1
186	представляет собой	5	1
187	из этих	3	1
188	если мы	1	1
189	именно на	1	1
190	в эти	1	1
191	переходит в	1	1
192	что его	1	1
193	уже в	2	1
194	только на	1	1
195	на то	3	1
196	если он	1	1
197	но на	1	1
198	как оно	1	1
199	в мир	2	1
200	не могла	2	1
201	т д	18	1
202	к миру	1	1
203	мы знаем	11	1
204	одно из	2	1
205	как ненужные	1	1
206	друг друга	1	1
207	мы можем	8	1
208	и только	2	1
209	каждый из	1	1
210	и по	2	1
211	следует понимать	1	1
212	с собой	1	1
213	момент когда	2	1
214	представляют собой	3	1
215	а затем	2	1
216	связанные с	1	1
217	она оказывается	1	1
218	в исторической	1	1
219	не были	1	1
220	возможно что	2	1
221	как женщина	1	1
222	ней и	1	1
223	на этой	2	1
224	его в	10	1
225	е к	1	1
226	связаны с	1	1
227	живет в	2	1
228	и иных	1	1
229	совершенно ясно	2	1
230	а с	2	1
231	в природе	1	1
232	что не	1	1
233	в это	1	1
234	но есть	2	1
235	из нее	1	1
236	них и	1	1
237	кто не	1	1
238	далеко не	1	1
239	у д	1	1
240	смерти но	1	1
241	в этой	4	1
242	как и	2	1
243	в свете	2	1
244	говорится о	1	1
245	чтобы из	1	1
246	ведет к	1	1
247	нисколько не	2	1
248	в одно	1	1
249	должна была	1	1
250	значение которого	1	1
251	так же	13	1
252	прийти к	1	1
253	одна сторона	1	1
254	поскольку они	1	1
255	в отличие	1	1
256	к поздним	1	1
257	знаем что	12	1
258	вопрос о	4	1
259	в сборнике	2	1
260	как одна	1	1
261	можно говорить	1	1
262	эта не	1	1
263	живых и	1	1
264	он живет	1	1
265	думается что	1	1
266	что было	1	1
267	в отдельности	1	1
268	и эти	2	1
269	отдельности и	1	1
270	как к	1	1
271	и более	2	1
272	в прошлом	1	1
273	там где	1	1
274	или что	1	1
275	приобщается к	1	1
276	друг с	1	1
277	к следующему	1	1
278	и очень	1	1
279	есть знак	1	1
280	и чистоте	1	1
281	к обожествлению	1	1
282	быть именно	1	1
283	что происходит	2	1
284	в основном	2	1
285	что эта	2	1
286	с которой	2	1
287	она не	5	1
288	входят в	1	1
289	мире в	1	1
290	не будут	1	1
291	которые были	2	1
292	только мы	1	1
293	случаях когда	1	1
294	можно судить	1	1
295	того чтобы	2	1
296	материалы и	2	1
297	никогда не	15	1
298	наука и	1	1
299	в результате	1	1
300	казалось бы	1	1
301	о котором	1	1
302	чтобы понять	2	1
303	пр в	1	1
304	этих двух	1	1
305	как она	4	1
306	как явление	1	1
307	что по	1	1
308	другой стороны	2	1
309	в этих	11	1
310	о смысле	2	1
311	нет ничего	2	1
312	в каком	1	1
313	есть у	1	1
314	из тех	1	1
315	в иной	5	1
316	по одному	1	1
317	является и	1	1
318	и именно	2	1
319	относиться к	1	1
320	традиции в	1	1
321	этом не	1	1
322	живого и	1	1
323	есть и	2	1
324	в других	3	1
325	ни к	1	1
326	к этой	4	1
327	видим в	1	1
328	и другие	4	1
329	вместе с	7	1
330	все еще	2	1
331	что при	5	1
332	они не	4	1
