N	2gram	Medvedev_F_2	Analitik
1	не только	9	22
2	и в	38	18
3	как и	9	14
4	так и	8	14
5	в этом	27	14
6	и его	21	13
7	но и	13	13
8	том что	2	12
9	в качестве	2	12
10	и не	20	12
11	при этом	9	11
12	а в	6	10
13	как бы	4	10
14	что в	7	9
15	может быть	23	9
16	со стороны	2	9
17	а не	6	9
18	в том	11	9
19	со своей	2	8
20	с его	11	8
21	и даже	4	8
22	в первой	1	8
23	как раз	6	7
24	в его	10	7
25	с другой	3	7
26	во второй	2	7
27	но не	2	7
28	в этой	6	6
29	он не	6	6
30	в их	6	6
31	не в	15	6
32	к тому	4	6
33	для него	7	6
34	о том	1	6
35	художественного целого	1	6
36	того же	1	5
37	той же	1	5
38	мы имеем	1	5
39	в самом	16	5
40	лишь в	7	5
41	в слове	5	5
42	а а	1	5
43	в сущности	4	5
44	что и	8	5
45	между тем	2	5
46	уже не	7	5
47	в конце	2	5
48	никогда не	2	5
49	в свою	1	5
50	прежде всего	15	5
51	не является	3	5
52	такого рода	1	5
53	в результате	6	5
54	другой стороны	4	5
55	и на	3	4
56	столь же	2	4
57	что он	5	4
58	отнюдь не	8	4
59	в своем	1	4
60	и как	3	4
61	и к	4	4
62	таким образом	20	4
63	приводит к	2	4
64	состоит в	2	4
65	по себе	7	4
66	тем самым	2	4
67	ли не	1	4
68	не менее	1	4
69	свою очередь	1	4
70	в пределах	12	4
71	и сам	1	4
72	произведение искусства	2	4
73	можно сказать	1	4
74	крайней мере	1	4
75	не есть	3	4
76	во втором	7	4
77	далеко не	1	4
78	по крайней	1	4
79	и а	1	4
80	о чем	1	4
81	в данном	1	4
82	все же	8	4
83	перед нами	2	4
84	здесь и	4	3
85	едва ли	2	3
86	его не	2	3
87	мы не	3	3
88	говорить о	5	3
89	в целом	3	3
90	уже в	2	3
91	здесь не	4	3
92	но как	2	3
93	если в	3	3
94	что они	4	3
95	как в	4	3
96	с этим	5	3
97	поскольку он	2	3
98	из этих	3	3
99	с их	1	3
100	роль в	3	3
101	роли в	1	3
102	литературных произведений	2	3
103	без исключения	2	3
104	то же	6	3
105	в каждом	1	3
106	не будет	2	3
107	его в	3	3
108	точки зрения	8	3
109	и без	1	3
110	не столько	4	3
111	все это	3	3
112	как смерть	1	3
113	до известной	3	3
114	в то	5	3
115	ничего не	4	3
116	же время	5	3
117	той или	1	3
118	в ее	2	3
119	данном случае	1	3
120	не должно	1	3
121	в произведении	1	3
122	так в	3	3
123	именно в	5	3
124	было бы	6	3
125	во всем	1	3
126	этом отношении	7	3
127	в особенности	4	3
128	что не	4	3
129	не было	6	3
130	однако и	3	3
131	он и	3	3
132	вступает в	1	3
133	его как	2	3
134	как это	2	3
135	известной степени	4	3
136	к этому	4	3
137	например в	3	2
138	самом деле	8	2
139	мере в	1	2
140	в первом	7	2
141	по преимуществу	5	2
142	в литературу	1	2
143	есть не	1	2
144	в ней	6	2
145	не от	1	2
146	во всех	5	2
147	в общем	5	2
148	очевидно что	2	2
149	отличие от	2	2
150	это и	5	2
151	сама по	1	2
152	как к	3	2
153	нам кажется	1	2
154	но в	4	2
155	все эти	6	2
156	в тех	2	2
157	в себе	1	2
158	не могла	1	2
159	так сказать	3	2
160	в нем	13	2
161	не как	4	2
162	о его	1	2
163	и по	2	2
164	значительной степени	3	2
165	могла бы	1	2
166	входит в	4	2
167	это не	2	2
168	с самим	1	2
169	в них	1	2
170	с тем	11	2
171	несмотря на	1	2
172	высказывания как	1	2
173	с точки	7	2
174	в принципе	1	2
175	в отличие	2	2
176	от его	2	2
177	тем не	1	2
178	но они	1	2
179	им что	1	2
180	даже в	2	2
181	дело в	1	2
182	сводится к	5	2
183	представляется нам	1	2
184	могут быть	6	2
185	в дальнейшем	4	2
186	те же	1	2
187	произведения как	2	2
188	и здесь	3	2
189	в значительной	3	2
190	в форме	1	2
191	один из	2	2
192	только в	6	2
193	то в	2	2
194	который как	1	2
195	и ее	6	2
196	с одной	1	2
197	все они	1	2
198	для всех	1	2
199	с нею	2	2
200	вопроса о	2	2
201	в большинстве	4	2
202	из повестей	1	2
203	всяком случае	5	2
204	не для	1	2
205	произведения и	3	2
206	тем что	8	2
207	это по	1	2
208	одной стороны	1	2
209	всякое высказывание	2	2
210	и прежде	3	2
211	говорит о	1	2
212	на эту	1	2
213	там где	4	2
214	совершенно очевидно	1	2
215	связь с	1	2
216	не может	14	2
217	вместе с	6	2
