N	2gram	Bakhtin_Pr_1	Myshleni
1	и в	29	28
2	в том	8	28
3	то что	15	28
4	в этом	22	27
5	того что	1	24
6	потому что	8	22
7	том что	7	19
8	не может	12	19
9	таким образом	12	18
10	что он	8	18
11	только в	10	18
12	что в	8	17
13	не только	15	16
14	по сравнению	1	15
15	так же	6	15
16	сравнению с	1	14
17	точки зрения	19	13
18	может быть	24	13
19	с помощью	1	13
20	сказать что	3	13
21	тому что	3	11
22	и не	31	11
23	что мы	1	11
24	как бы	19	11
25	но не	9	10
26	по отношению	8	10
27	с точки	13	10
28	в отношении	2	10
29	того чтобы	1	10
30	к тому	1	10
31	как мы	4	10
32	так как	6	10
33	от того	4	10
34	но и	14	10
35	отношению к	8	10
36	могли бы	2	9
37	было бы	5	9
38	в процессе	4	9
39	в самом	10	8
40	мы видели	1	8
41	никогда не	3	8
42	тем что	4	8
43	для того	1	8
44	еще не	5	8
45	то же	14	7
46	в сущности	5	7
47	отношение к	2	7
48	в своем	8	7
49	в которой	2	7
50	с самого	1	7
51	он не	5	7
52	в нем	19	7
53	заключается в	1	7
54	самого начала	2	7
55	можно было	2	7
56	если бы	9	7
57	мы видим	2	7
58	и других	1	7
59	там где	10	7
60	что оно	2	7
61	между ними	2	7
62	же как	1	6
63	мы не	1	6
64	и как	7	6
65	и к	2	6
66	в мышлении	1	6
67	как и	12	6
68	для него	18	6
69	к предмету	1	6
70	не имеет	1	6
71	же самое	1	6
72	то время	1	6
73	приводит к	3	6
74	так и	7	6
75	и что	2	6
76	можно сказать	1	6
77	его в	6	6
78	так что	2	6
79	как раз	6	6
80	развития в	1	6
81	в области	1	6
82	вообще не	1	6
83	к другой	1	6
84	в то	10	6
85	в зависимости	5	5
86	вопрос о	2	5
87	время как	1	5
88	зависимости от	5	5
89	и на	7	5
90	но в	7	5
91	то в	1	5
92	в этой	4	5
93	что все	1	5
94	не могли	1	5
95	того как	1	5
96	с другом	1	5
97	не могут	6	5
98	могут быть	6	5
99	в пределах	13	5
100	это не	9	5
101	в свете	4	5
102	иначе как	1	5
103	друг с	2	5
104	и все	1	5
105	например в	3	4
106	в первом	1	4
107	к другому	2	4
108	отношения между	1	4
109	той же	5	4
110	мы имеем	1	4
111	совпадает с	2	4
112	я не	3	4
113	в каждой	1	4
114	во всех	1	4
115	относится к	1	4
116	в одной	6	4
117	в той	2	4
118	с этим	2	4
119	в себе	7	4
120	в нашем	1	4
121	на этом	1	4
122	к другу	1	4
123	одного и	1	4
124	но если	1	4
125	он должен	1	4
126	не в	7	4
127	мысли в	2	4
128	в сознании	2	4
129	оно не	3	4
130	чего он	1	4
131	что и	4	4
132	именно в	5	4
133	в качестве	1	4
134	в состоянии	1	4
135	друг друга	3	4
136	но что	1	4
137	на этот	2	4
138	и следовательно	4	4
139	в частности	1	4
140	они не	4	4
141	отношения к	3	3
142	это и	5	3
143	за собой	1	3
144	с его	9	3
145	друг к	1	3
146	из этих	1	3
147	значение для	1	3
148	независимо от	1	3
149	как в	6	3
150	хотя и	1	3
151	от этого	1	3
152	в случае	1	3
153	на его	2	3
154	при этом	2	3
155	с ней	1	3
156	в плане	5	3
157	и по	1	3
158	в каждом	8	3
159	для всей	1	3
160	между отдельными	2	3
161	в них	3	3
162	движение по	1	3
163	восприятия и	1	3
164	в их	3	3
165	для данного	1	3
166	по себе	8	3
167	до известной	1	3
168	в основе	4	3
169	только не	1	3
170	связи с	2	3
171	этом отношении	3	3
172	лежит в	1	3
173	отличается от	3	3
174	только то	3	3
175	в себя	3	3
176	переход к	1	3
177	те же	2	3
178	самого понятия	1	3
179	образом в	1	3
180	и здесь	3	3
181	до сих	2	3
182	если принять	1	3
183	во втором	1	3
184	в его	24	3
185	и только	1	3
186	все время	2	3
187	в сферу	1	3
188	один из	2	3
189	этот вопрос	2	3
190	и его	14	3
191	до конца	8	3
192	только к	1	3
