N	3gram	Losev_Vlad_3	Dialekti
1	с точки зрения	6	8
2	это значит что	6	8
3	сама по себе	1	7
4	не есть ни	1	6
5	в том что	10	6
6	и не только	1	5
7	одно и то	1	4
8	и то же	1	4
9	в связи с	2	4
10	только то что	1	4
11	то же время	2	4
12	о том что	8	4
13	с другой стороны	2	4
14	в том смысле	1	4
15	что иное как	1	3
16	не может не	1	3
17	в самом деле	1	3
18	в таком случае	2	3
19	как будто бы	1	3
20	в то же	3	3
21	может быть и	1	3
22	не есть только	1	3
23	то время как	2	3
24	сам по себе	2	3
25	не что иное	1	3
26	содержит в себе	4	3
27	той или другой	1	3
28	ни в каком	2	3
29	не может быть	6	3
30	в то время	4	3
31	мы уже знаем	1	3
32	потому что он	1	2
33	иметь в виду	2	2
34	в виду что	1	2
35	более или менее	5	2
36	как это было	1	2
37	до сих пор	1	2
38	это вовсе не	1	2
39	ни в какой	1	2
40	и даже в	1	2
41	с тех пор	1	2
42	в данном случае	2	2
43	то что есть	1	2
44	не только в	1	2
45	и должно быть	1	2
46	тем не менее	9	2
47	так или иначе	2	2
48	во всяком случае	3	2
49	нельзя сказать что	2	2
50	вовсе не есть	2	2
51	само по себе	3	2
52	с самого начала	1	2
53	что в нем	1	2
54	я не стану	1	2
55	потому что они	1	2
56	то же самое	1	2
57	не говоря уже	1	2
58	и то не	1	1
59	том что в	3	1
60	бросается в глаза	2	1
61	и то что	4	1
62	но как раз	1	1
63	уже знаем что	1	1
64	что несмотря на	2	1
65	и часто даже	1	1
66	это то что	1	1
67	том смысле как	1	1
68	то это значит	4	1
69	да и не	1	1
70	так же и	1	1
71	ни в каких	2	1
72	это было бы	1	1
73	и в смысле	3	1
74	но нельзя ли	1	1
75	в таком виде	1	1
76	в этом смысле	3	1
77	в том и	1	1
78	так что в	1	1
79	о том как	1	1
80	это не то	1	1
81	одной стороны и	2	1
82	так и его	1	1
83	то что с	1	1
84	да и то	1	1
85	же как и	1	1
86	что есть нечто	1	1
87	во что бы	2	1
88	она всегда есть	1	1
89	и то и	1	1
90	и в то	2	1
91	то в чем	2	1
92	бы то ни	3	1
93	а только их	1	1
94	мы уже не	1	1
95	на самом же	2	1
96	в себе и	2	1
97	в этом отношении	2	1
98	с тем чтобы	1	1
99	своего развития и	1	1
100	он не был	1	1
101	оно всегда есть	1	1
102	точно так же	4	1
103	отличается тем что	1	1
104	и нигде не	1	1
105	не просто в	1	1
106	то и другое	1	1
107	вместе с тем	6	1
108	есть она сама	1	1
109	что оба они	1	1
110	говорить не о	1	1
111	в это время	2	1
112	что бы то	2	1
113	таким образом есть	1	1
114	уже не говорим	1	1
115	так же как	2	1
116	есть не больше	1	1
117	с одной стороны	3	1
118	в конце концов	5	1
119	он мог бы	1	1
120	зрения однако тут	1	1
121	в системе цельного	1	1
122	мы имеем не	1	1
123	не содержит в	1	1
124	то ни стало	2	1
125	и в этом	5	1
126	но что же	1	1
127	и если есть	1	1
128	в последнее время	1	1
129	а не просто	1	1
130	все же не	1	1
131	если мы говорим	1	1
132	есть не только	1	1
133	и в том	2	1
134	при всей своей	1	1
135	а не только	2	1
136	не входя в	1	1
137	надо сказать что	1	1
138	образом и подобием	1	1
139	и не есть	2	1
140	заключается в том	1	1
141	сказать и о	1	1
142	и вместе с	2	1
143	это и есть	1	1
144	нельзя сказать чтобы	1	1
145	мы должны сказать	1	1
146	и это еще	1	1
147	это одно и	1	1
148	что и в	3	1
149	тем и другим	1	1
150	вопрос о том	1	1
151	той или иной	1	1
152	несмотря на все	1	1
153	и рационалистическая метафизика	1	1
154	но даже и	2	1
155	не есть личность	1	1
156	может и не	1	1
157	в каком смысле	1	1
158	не только на	1	1
159	но все эти	1	1
160	это вполне понятно	1	1
161	есть прежде всего	2	1
162	каком смысле не	1	1
163	к тому что	2	1
164	и ни на	1	1
165	на то как	1	1
166	самом же деле	2	1
167	тут как раз	1	1
168	том что он	1	1
169	нечего и говорить	1	1
170	к тому же	5	1
171	независимо от того	2	1
172	мы только что	1	1
173	потому что религия	1	1
