N	3gram	Bakhtin_Fr_4	Formalny
1	с точки зрения	2	13
2	то же время	8	8
3	в то же	8	8
4	более или менее	3	6
5	на самом деле	1	6
6	до сих пор	1	6
7	в свою очередь	1	6
8	не может быть	1	5
9	одной стороны и	1	4
10	с одной стороны	2	4
11	так и в	1	4
12	и до конца	3	3
13	может быть и	1	3
14	смысле этого слова	1	3
15	в ее целом	1	3
16	их отношения к	1	3
17	нет и не	1	2
18	и не может	1	2
19	как и все	5	2
20	как мы увидим	1	2
21	в большинстве случаев	5	2
22	но в то	1	2
23	начала и до	3	2
24	в связи с	1	2
25	влияние и на	1	2
26	с начала и	3	2
27	как мы видели	2	2
28	быть и не	1	2
29	большое место в	2	2
30	как она есть	1	1
31	художественной формы и	1	1
32	уже знаем что	1	1
33	в ней и	1	1
34	между прочим и	1	1
35	и в нашем	1	1
36	не одна а	1	1
37	это отношение к	1	1
38	часть и все	1	1
39	определяющее влияние и	1	1
40	в том что	1	1
41	сказать что и	1	1
42	но и в	3	1
43	на самом же	2	1
44	в этом отношении	1	1
45	том числе и	2	1
46	и все в	1	1
47	увидим дальше что	1	1
48	со всех сторон	1	1
49	раз и навсегда	1	1
50	в это время	1	1
51	мы видим что	1	1
52	мы увидим дальше	1	1
53	в данном случае	1	1
54	что на самом	1	1
55	и в то	4	1
56	а также и	1	1
57	в отличие от	1	1
58	мира в этой	1	1
59	и как бы	1	1
60	со всеми другими	1	1
61	это конечно не	2	1
62	так и от	1	1
63	с другой стороны	3	1
64	самом же деле	2	1
65	в той же	1	1
66	оказывает определяющее влияние	1	1
67	лишь одной из	1	1
68	прежде всего все	1	1
69	в самом начале	1	1
70	и до сих	1	1
71	с самого начала	3	1
72	нужно сказать что	2	1
73	и все остальные	1	1
74	как своего рода	1	1
75	но даже и	1	1
76	как мы знаем	1	1
77	в том числе	3	1
78	тех или иных	1	1
79	мы уже знаем	1	1
80	все это не	1	1
81	точки зрения более	1	1
82	что и в	1	1
