N	3gram	Medvedev_F_3	Problemy
1	то же время	7	12
2	в то же	7	12
3	на самом деле	12	10
4	с самого начала	1	8
5	в отношении к	1	7
6	и т п	5	6
7	не может быть	14	6
8	по отношению к	3	5
9	и в то	2	5
10	во всяком случае	6	5
11	в этом смысле	2	4
12	с точки зрения	14	4
13	бы то ни	4	4
14	то ни было	4	4
15	в самом деле	4	3
16	слова и его	2	3
17	в высшей степени	2	3
18	в конце концов	2	3
19	и в самом	1	3
20	с другой стороны	5	3
21	и в нем	1	3
22	может войти в	3	2
23	смысле этого слова	2	2
24	чего бы то	1	2
25	сводится к тому	1	2
26	а вовсе не	4	2
27	подобно тому как	4	2
28	в этом случае	1	2
29	и не может	4	2
30	хотя бы и	1	2
31	вместе с тем	3	2
32	сама по себе	1	2
33	в отличие от	2	2
34	друг на друга	1	2
35	же время не	1	2
36	он и не	1	2
37	мы без труда	2	2
38	такой же степени	1	2
39	к тому чтобы	1	2
40	как и все	2	2
41	как мы знаем	4	2
42	героя и его	1	2
43	все без исключения	3	2
44	в такой же	1	2
45	а не в	3	2
46	в его целом	1	2
47	о том что	1	2
48	так и в	2	2
49	этого слова и	1	2
50	выходит за пределы	1	2
51	той или иной	1	2
52	тем не менее	2	2
53	друг с другом	1	2
54	в большинстве случаев	4	2
55	мы увидим что	2	2
56	именно потому что	2	2
57	и т д	6	2
58	как мы видели	2	2
59	в пределах одного	2	2
60	этого слова в	1	2
61	как и самое	1	1
62	под эту категорию	1	1
63	в нем происходит	1	1
64	огромном большинстве случаев	1	1
65	так и не	1	1
66	одних и тех	1	1
67	хотя и не	1	1
68	точки зрения на	1	1
69	все это и	1	1
70	одним из средств	1	1
71	еще не кончаются	1	1
72	всех без исключения	1	1
73	какой бы то	1	1
74	бы ни был	1	1
75	т е именно	1	1
76	и по отношению	1	1
77	какого бы то	1	1
78	в том же	1	1
79	может и не	1	1
80	что же касается	1	1
81	в одних и	1	1
82	в нем и	2	1
83	точки зрения его	3	1
84	до сих пор	1	1
85	они на самом	1	1
86	и в других	1	1
87	оставаясь в пределах	1	1
88	на самом же	2	1
89	в этом отношении	3	1
90	в этом произведении	1	1
91	но для этого	1	1
92	так как здесь	1	1
93	возможно лишь в	1	1
94	и тех же	1	1
95	нашли бы в	1	1
96	со всех сторон	1	1
97	и пр в	1	1
98	к его внутреннему	1	1
99	с таким же	2	1
100	к тому что	2	1
101	в значительной степени	1	1
102	и столь же	1	1
103	целого т е	2	1
104	и сводится к	1	1
105	мы уже указывали	1	1
106	в данном случае	4	1
107	лежит в основе	1	1
108	всяком случае в	2	1
109	так же не	1	1
110	но там где	1	1
111	но при этом	1	1
112	и не было	1	1
113	художественное произведение в	1	1
114	все более и	1	1
115	один из моментов	1	1
116	мы можем сказать	1	1
117	в огромном большинстве	1	1
118	как впрочем и	1	1
119	что они на	1	1
120	вовсе не являются	1	1
121	и тот же	1	1
122	тоже не может	1	1
123	не может и	1	1
124	самом деле все	1	1
125	и в том	1	1
126	потому что они	1	1
127	мы видели что	2	1
128	никогда не является	1	1
129	один и тот	1	1
130	что же такое	1	1
131	и во всяком	2	1
132	из нашего рассмотрения	1	1
133	неразрывной связи с	1	1
134	а вместе с	1	1
135	в нем нет	1	1
136	раз и навсегда	3	1
137	эту категорию и	1	1
138	и вместе с	1	1
139	как и в	1	1
140	и того же	1	1
141	но путь к	1	1
142	не только не	2	1
143	более и более	1	1
144	и так же	1	1
145	героя в этом	1	1
146	но все же	1	1
147	самом же деле	2	1
148	сказать хотя бы	1	1
149	можно сказать что	1	1
150	как бы ни	2	1
151	на то что	1	1
152	одного и того	1	1
153	в целом это	1	1
154	увидеть и понять	1	1
155	вовсе не является	3	1
156	для того чтобы	4	1
157	в том что	3	1
158	и до конца	1	1
159	и все эти	1	1
160	можем сказать что	1	1
161	мы еще не	1	1
162	и только в	1	1
