N	2gram	Voloshinov_1	StatiiOP
1	и в	16	25
2	в этом	9	24
3	в том	3	20
4	что он	2	19
5	может быть	17	19
6	что в	3	19
7	что это	2	16
8	том что	3	15
9	в этой	4	14
10	и пр	12	13
11	не только	7	12
12	в его	4	12
13	то что	3	12
14	в этих	3	11
15	таким образом	9	10
16	прежде всего	9	10
17	и не	4	10
18	у него	2	9
19	но и	4	9
20	все это	4	8
21	о том	2	8
22	это было	1	8
23	в своих	1	8
24	с этим	2	7
25	было бы	2	7
26	не может	8	7
27	точки зрения	8	7
28	что такое	5	7
29	и на	4	6
30	из этих	2	6
31	только в	4	6
32	в конце	1	6
33	в области	3	6
34	как бы	5	6
35	а в	3	6
36	как на	1	6
37	в году	1	5
38	то же	2	5
39	но в	4	5
40	он не	2	5
41	на почве	1	5
42	ни в	5	5
43	мы имеем	1	5
44	и это	6	5
45	так и	4	5
46	в них	2	5
47	отметить что	1	5
48	с другой	1	5
49	связано с	1	5
50	а не	1	5
51	что эти	1	4
52	в чем	5	4
53	в общем	3	4
54	в центре	1	4
55	все же	1	4
56	и к	6	4
57	на его	1	4
58	лишь в	1	4
59	на протяжении	2	4
60	этом смысле	3	4
61	в жизни	2	4
62	с тем	1	4
63	как и	2	4
64	в эту	1	4
65	у нас	1	4
66	по крайней	3	4
67	с точки	6	4
68	ничего не	1	4
69	этом отношении	1	4
70	в каком	2	4
71	отличается от	1	4
72	в ней	1	4
73	и с	8	4
74	если бы	1	4
75	можно сказать	4	4
76	к нему	1	4
77	мы видим	2	4
78	в качестве	1	4
79	и др	3	4
80	в начале	2	4
81	всяком случае	3	4
82	отношение к	5	4
83	крайней мере	3	4
84	связь с	1	4
85	в течение	1	4
86	что здесь	1	4
87	в смысле	1	4
88	и для	2	4
89	но это	2	4
90	сказать что	7	4
91	в своей	2	4
92	это в	1	4
93	можно назвать	2	4
94	во всяком	3	4
95	я и	6	3
96	по мнению	1	3
97	говорить о	2	3
98	он был	1	3
99	с его	7	3
100	что по	1	3
101	и наконец	4	3
102	все эти	5	3
103	на этом	3	3
104	от нее	1	3
105	в другом	1	3
106	несмотря на	1	3
107	что я	1	3
108	во время	3	3
109	на язык	3	3
110	связи с	1	3
111	и здесь	1	3
112	со стороны	1	3
113	на вопрос	1	3
114	и что	1	3
115	нельзя сказать	1	3
116	и его	8	3
117	уже не	1	3
118	уже в	1	3
119	для него	6	3
120	так как	4	3
121	в некоторых	1	3
122	как раз	1	3
123	что для	1	3
124	одной стороны	1	3
125	с которым	1	3
126	что мы	2	3
127	в связи	1	3
128	быть это	3	3
129	с этой	2	3
130	к этому	2	3
131	самом деле	6	2
132	он может	1	2
133	той же	1	2
134	выходит из	1	2
135	в сущности	1	2
136	как я	1	2
137	того же	2	2
138	не был	1	2
139	его отношение	1	2
140	во всех	3	2
141	но как	2	2
142	вступают в	1	2
143	нет и	2	2
144	что они	1	2
145	его к	1	2
146	в самом	2	2
147	во многих	1	2
148	имеем в	1	2
149	с нашим	1	2
150	представляет собою	1	2
151	и по	2	2
152	и может	4	2
153	ни разу	1	2
154	ее в	2	2
155	а с	1	2
156	между собою	2	2
157	жизни но	1	2
158	мы не	2	2
159	в развитии	2	2
160	точку зрения	1	2
161	которые в	1	2
162	для этого	2	2
163	этих трех	2	2
164	не менее	2	2
165	самого начала	4	2
166	тогда когда	1	2
167	одна из	1	2
168	к этим	1	2
169	так чтобы	1	2
170	не имеет	1	2
171	никогда не	2	2
172	и всегда	1	2
173	этих двух	1	2
174	в русском	1	2
175	от того	1	2
176	могут быть	3	2
177	и такие	1	2
178	к тому	1	2
179	для его	1	2
180	для того	1	2
181	на это	1	2
182	как мы	4	2
183	не совсем	1	2
184	с ее	4	2
185	в виду	1	2
186	говорит и	1	2
187	без всякого	1	2
188	на основе	2	2
189	с самого	4	2
190	времени и	1	2
191	внимание на	1	2
192	с одной	1	2
193	что его	1	2
194	борьба с	1	2
195	а потому	4	2
196	и только	9	2
197	и других	2	2
198	все время	1	2
199	еще не	5	2
200	отказ от	1	2
201	и ее	4	2
202	есть в	2	2
203	то и	1	2
204	что если	1	2
205	а то	1	2
206	цели и	2	2
207	вовсе не	1	2
208	при всей	2	2
209	заметить что	1	2
210	или иной	1	2
211	до сих	3	2
212	себя и	2	2
213	что не	2	2
214	не на	2	2
215	вместе с	3	2
216	в рамках	1	2
217	но не	1	2
218	не сразу	1	2
219	том смысле	1	2
220	быть не	1	2
221	несколько слов	1	2
222	сих пор	3	2
223	нужно отметить	1	2
224	один из	2	2
225	которые были	1	2
226	др но	1	2
227	его не	1	2
228	пр в	1	2
229	в духе	1	2
230	и ни	1	2
231	только что	1	2
232	здесь только	1	2
233	в свою	1	2
234	этап в	1	2
235	к сожалению	1	2
236	социальные отношения	1	2
237	как известно	1	1
238	ту же	2	1
239	за пределы	2	1
240	первый этап	1	1
241	и то	1	1
242	на самом	4	1
243	и так	2	1
244	отношения к	3	1
245	с новыми	1	1
246	многих случаях	1	1
247	вопрос о	1	1
248	нам в	1	1
249	свою работу	1	1
250	мы и	1	1
251	что можно	2	1
252	о роли	1	1
253	что судьба	1	1
254	же нужно	1	1
255	между собой	2	1
256	с самой	1	1
257	со всеми	2	1
258	тех же	3	1
259	и органическим	1	1
260	мы снова	1	1
261	однако не	1	1
262	применении к	1	1
263	когда он	1	1
264	и как	3	1
265	оказывается в	1	1
266	не являются	1	1
267	но эта	1	1
268	и художественного	3	1
269	от этого	1	1
270	поэтому и	2	1
271	при таком	1	1
272	нужно как	1	1
273	то я	1	1
274	а потом	1	1
275	и следа	1	1
276	как он	1	1
277	всей его	1	1
278	человек не	1	1
279	что она	1	1
280	в нем	4	1
281	связанные с	2	1
282	а просто	1	1
283	и социальной	1	1
284	для культурного	1	1
285	свое время	1	1
286	находит себе	1	1
287	как какой-то	1	1
288	конечно в	1	1
289	слов о	1	1
290	на этой	3	1
291	и определение	1	1
292	переносит центр	1	1
293	делает его	1	1
294	таково содержание	1	1
295	еще одно	1	1
296	он является	1	1
297	никакого смысла	1	1
298	мы знаем	3	1
299	и того	1	1
300	именно то	1	1
301	их на	1	1
302	основной тон	1	1
303	почти не	2	1
304	его современников	1	1
305	сам же	1	1
306	творчества и	1	1
307	друг другу	1	1
308	т.е на	1	1
309	что есть	1	1
310	а иногда	1	1
311	иной раз	1	1
312	быть очень	1	1
313	дело в	1	1
314	к новым	1	1
315	к изучению	1	1
316	родился в	1	1
317	сталкиваемся с	1	1
318	того чтобы	1	1
319	вытекает из	1	1
320	в разных	1	1
321	обратим внимание	1	1
322	с нами	1	1
323	того в	1	1
324	и со	1	1
325	все то	2	1
