N	4gram	Voloshinov_1	Analitik
1	в то же время	1	6
2	и не может быть	1	4
3	мы имеем дело с	1	3
4	бы то ни было	3	3
5	но в то же	1	2
6	какой бы то ни	1	2
7	ни в коем случае	1	2
8	незаместимое место в событии	1	1
9	собственной только ему свойственной	1	1
10	психике созерцателя художественное обнимает	1	1
11	действительно произнесенное или осмысленно	1	1
12	это особый тип общения	1	1
13	выражение и продукт социального	1	1
14	не в вещи и	1	1
15	только ему свойственной формой	1	1
16	мы имеем в виду	1	1
17	на самом же деле	1	1
18	слово есть выражение и	1	1
19	о чем говорят героя	1	1
20	одно и то же	2	1
21	творца и не в	1	1
22	одна и та же	1	1
23	ком или о чем	1	1
24	в событии художественного творчества	1	1
25	влияние на все моменты	1	1
26	не в изолированно взятой	1	1
27	на все моменты произведения	1	1
28	находится не в вещи	1	1
29	вещи и не в	1	1
30	время учитывает третьего слушателя	1	1
31	место в событии художественного	1	1
32	в изолированно взятой психике	1	1
33	который и оказывает существеннейшее	1	1
34	есть выражение и продукт	1	1
35	взятой психике творца и	1	1
36	бы оно ни было	1	1
37	героя слово социальное событие	1	1
38	в самом деле в	1	1
39	в психике созерцателя художественное	1	1
40	случае мы имеем дело	1	1
41	слушателя который и оказывает	1	1
42	не в психике созерцателя	1	1
43	не может быть ни	1	1
44	обладающий собственной только ему	1	1
45	в науке о литературе	1	1
46	свое незаместимое место в	1	1
47	чем говорят героя слово	1	1
48	тип общения обладающий собственной	1	1
49	и продукт социального взаимодействия	1	1
50	существеннейшее влияние на все	1	1
51	и не в психике	1	1
52	так как если бы	4	1
53	третьего слушателя который и	1	1
54	социального взаимодействия трех говорящего	1	1
55	художественное обнимает все эти	1	1
56	психике творца и не	1	1
57	один и тот же	1	1
58	того о ком или	1	1
59	о ком или о	1	1
60	общения обладающий собственной только	1	1
61	обнимает все эти три	1	1
62	или о чем говорят	1	1
63	него свое незаместимое место	1	1
64	особый тип общения обладающий	1	1
65	изолированно взятой психике творца	1	1
66	все эти три момента	1	1
67	учитывает третьего слушателя который	1	1
68	и оказывает существеннейшее влияние	1	1
69	взаимодействия трех говорящего автора	1	1
70	говорят героя слово социальное	1	1
71	сколько бы мы ни	3	1
72	произнесенное или осмысленно написанное	1	1
73	в вещи и не	1	1
74	оказывает существеннейшее влияние на	1	1
75	имеем в виду не	1	1
76	созерцателя художественное обнимает все	1	1
77	и того о ком	1	1
78	читателя и того о	1	1
79	и не в изолированно	1	1
80	у него свое незаместимое	1	1
81	все время учитывает третьего	1	1
82	продукт социального взаимодействия трех	1	1
