N	2gram	Tiupa_Lite_2	Myshleni
1	и в	19	28
2	в том	10	28
3	то что	7	28
4	в этом	9	27
5	в развитии	1	24
6	того что	5	24
7	потому что	2	22
8	том что	7	19
9	не может	9	19
10	таким образом	1	18
11	что он	3	18
12	что в	4	17
13	не только	8	16
14	так же	1	15
15	к объекту	2	14
16	точки зрения	4	13
17	может быть	17	13
18	в сфере	4	12
19	понятий в	1	12
20	в школе	1	12
21	тому что	1	11
22	и не	11	11
23	что мы	1	11
24	как бы	2	11
25	но не	5	10
26	по отношению	4	10
27	с точки	3	10
28	в отношении	1	10
29	того чтобы	1	10
30	к тому	1	10
31	как мы	1	10
32	так как	3	10
33	но и	10	10
34	отношению к	3	10
35	было бы	2	9
36	в самом	1	8
37	мы видели	1	8
38	тем самым	3	8
39	никогда не	3	8
40	тем что	4	8
41	для того	2	8
42	еще не	2	8
43	того же	4	7
44	то же	12	7
45	в сущности	3	7
46	в своем	1	7
47	он не	5	7
48	в нем	3	7
49	можно было	1	7
50	и других	4	7
51	мышления и	1	7
52	вместе с	5	7
53	же как	2	6
54	мы не	4	6
55	понятия в	1	6
56	в чем	1	6
57	и как	3	6
58	и к	2	6
59	как и	10	6
60	для него	4	6
61	не имеет	1	6
62	же самое	1	6
63	приводит к	1	6
64	так и	7	6
65	и что	2	6
66	можно сказать	1	6
67	его в	1	6
68	так что	4	6
69	как раз	2	6
70	в области	4	6
71	в то	9	6
72	из того	2	5
73	частный случай	1	5
74	и на	6	5
75	но в	2	5
76	то в	2	5
77	в этой	3	5
78	с тем	2	5
79	того как	1	5
80	не могут	1	5
81	могут быть	2	5
82	в пределах	1	5
83	это не	1	5
84	и все	1	5
85	и то	3	4
86	переход от	1	4
87	в первом	1	4
88	отношения между	1	4
89	той же	2	4
90	мы имеем	1	4
91	я не	5	4
92	мы и	1	4
93	в каждой	2	4
94	во всех	3	4
95	относится к	1	4
96	самом начале	1	4
97	в себе	6	4
98	в нашем	2	4
99	на то	1	4
100	на этом	2	4
101	он должен	1	4
102	не в	4	4
103	сущности говоря	1	4
104	в сознании	1	4
105	что на	1	4
106	на основе	1	4
107	как по	1	4
108	что и	2	4
109	именно в	1	4
110	в качестве	5	4
111	друг друга	2	4
112	только по	1	4
113	в частности	4	4
114	к жизни	2	4
115	они не	1	4
116	ту же	2	3
117	отношения к	1	3
118	начинается с	1	3
119	это и	1	3
120	за собой	1	3
121	исследования в	1	3
122	очевидно что	2	3
123	как в	1	3
124	от этого	1	3
125	представляет собой	2	3
126	движение и	1	3
127	в случае	1	3
128	при этом	6	3
129	и по	1	3
130	в каждом	2	3
131	а по	1	3
132	должен был	1	3
133	в них	2	3
134	иначе говоря	1	3
135	в их	3	3
136	в основе	2	3
137	только не	1	3
138	по своей	1	3
139	связи с	1	3
140	не по	2	3
141	у школьника	1	3
142	этом отношении	3	3
143	только то	1	3
144	в себя	3	3
145	но мы	1	3
146	мог бы	1	3
147	и т.д	7	3
148	во втором	1	3
149	в его	4	3
150	и только	2	3
151	все время	1	3
152	один из	4	3
153	и его	3	3
154	есть в	1	3
155	до конца	2	3
156	в психологии	1	3
157	а не	20	3
158	но как	2	3
159	на фоне	5	3
160	развитии и	1	3
161	как это	2	3
162	требует от	1	3
163	в целом	2	3
164	бы в	1	3
165	отношении к	1	3
166	в системе	1	3
167	в ходе	1	3
168	не знает	2	3
169	мышления не	1	3
170	в своих	2	3
171	как на	3	3
172	одним из	3	2
173	самом деле	1	2
174	путь для	1	2
175	что уже	1	2
176	что нам	2	2
177	слово не	2	2
178	к общему	1	2
179	он сам	1	2
180	себе и	3	2
181	прежде всего	4	2
182	все же	2	2
183	когда он	1	2
184	и наконец	2	2
185	поэтому он	1	2
186	все эти	1	2
187	мысли и	2	2
188	сегодняшний день	1	2
189	состоит в	9	2
190	с этой	2	2
191	от общего	1	2
192	не станем	2	2
193	различие между	1	2
194	в другом	3	2
195	нам остается	1	2
196	с другими	1	2
197	всю свою	1	2
198	в этих	1	2
199	в своей	1	2
200	в такой	2	2
201	которого является	1	2
202	что я	2	2
203	но это	3	2
204	но он	1	2
205	системе отношений	1	2
206	слова к	1	2
207	не менее	6	2
208	но только	2	2
209	не могло	1	2
210	казалось бы	1	2
211	имеем дело	1	2
212	и оказывается	1	2
213	у нас	5	2
214	языка в	1	2
215	этот путь	3	2
216	приходит к	1	2
217	и от	1	2
218	мышления но	1	2
219	на том	1	2
220	не с	3	2
221	к его	1	2
222	еще в	4	2
223	для этого	2	2
224	с ним	2	2
225	вот почему	1	2
226	при котором	1	2
227	необходимых для	1	2
228	но с	3	2
229	в новой	1	2
230	идет по	1	2
231	дело с	1	2
232	которое мы	1	2
233	для всех	5	2
234	только на	1	2
235	речь в	2	2
236	в новом	1	2
237	из них	2	2
238	в одном	2	2
239	в конце	2	2
240	у него	2	2
241	в других	1	2
242	с другой	8	2
243	к которому	1	2
244	во второй	1	2
245	и др	3	2
246	исходит из	1	2
247	более того	1	2
248	и своего	1	2
249	все более	1	2
250	к более	1	2
251	мы говорим	1	2
252	в данном	3	2
253	по существу	3	2
254	в ряду	1	2
255	этом случае	2	2
256	об одном	1	2
257	и иного	1	2
258	для нас	2	2
259	от него	1	2
260	не видит	2	2
261	в ссср	1	2
262	а в	3	2
263	в новый	1	2
264	другой стороны	4	2
265	из этого	1	2
266	ее в	1	2
267	если б	1	1
268	не тому	1	1
269	от своей	1	1
270	принципиальное различие	2	1
271	нас на	1	1
272	и до	2	1
273	едва ли	4	1
274	над ней	1	1
275	есть не	1	1
276	и само	1	1
277	это совершенно	1	1
278	в первый	2	1
279	но даже	1	1
