N	2gram	Vygotskiy__7	UchenyiS
1	и в	26	14
2	а не	6	10
3	не только	24	10
4	прежде всего	7	8
5	и не	18	8
6	не может	11	7
7	вот почему	1	7
8	в этом	29	7
9	то что	24	7
10	может быть	7	6
11	то же	8	5
12	и только	4	5
13	все это	3	5
14	перестает быть	1	5
15	с другой	4	4
16	но и	11	4
17	что такое	1	4
18	в их	2	4
19	в конечном	2	4
20	конечном счете	2	4
21	в этой	3	4
22	конечно не	1	4
23	и то	7	3
24	это не	3	3
25	было бы	6	3
26	нашему мнению	2	3
27	как и	15	3
28	для этого	3	3
29	в частности	1	3
30	в своей	3	3
31	и т.д	1	3
32	очевидно что	3	3
33	этой области	1	3
34	в то	3	3
35	все же	6	3
36	но в	4	3
37	в области	4	3
38	только к	2	3
39	у нас	2	3
40	другой стороны	1	3
41	по нашему	1	3
42	для него	3	3
43	не как	1	3
44	как такового	2	3
45	что все	2	2
46	одним из	2	2
47	и с	5	2
48	до сих	3	2
49	а как	1	2
50	это было	1	2
51	самом деле	6	2
52	к области	1	2
53	мы не	7	2
54	о чем	4	2
55	является в	5	2
56	если бы	5	2
57	что мы	9	2
58	ничего не	2	2
59	как таковой	1	2
60	если не	1	2
61	должна была	1	2
62	том что	17	2
63	мы и	2	2
64	этого термина	2	2
65	нас в	2	2
66	но не	3	2
67	в сторону	1	2
68	думается что	1	2
69	в его	4	2
70	по существу	1	2
71	что и	3	2
72	по себе	3	2
73	конце концов	1	2
74	сих пор	3	2
75	но это	3	2
76	этом смысле	1	2
77	могли бы	5	2
78	в том	18	2
79	работы по	1	2
80	и для	5	2
81	что он	8	2
82	в себе	9	2
83	при таком	1	2
84	формы и	1	2
85	в самом	9	2
86	между тем	1	2
87	только в	8	2
88	не в	4	2
89	и является	3	2
90	вопроса о	2	2
91	все они	1	2
92	не есть	4	2
93	этом отношении	3	2
94	его и	2	2
95	всех этих	1	2
96	представляется нам	3	2
97	не могут	4	2
98	могут быть	2	2
99	в конце	4	2
100	смысле этого	3	2
101	же самое	5	2
102	как раз	3	2
103	тем что	9	2
104	что она	8	2
105	таким образом	23	2
106	т.е в	1	2
107	для себя	24	1
108	и это	1	1
109	понимая под	1	1
110	гораздо больше	2	1
111	об этом	3	1
112	поэзии и	2	1
113	же как	8	1
114	в этот	3	1
115	но по	1	1
116	без них	1	1
117	в виду	5	1
118	сам по	1	1
119	говорить не	1	1
120	входит в	2	1
121	в механическое	1	1
122	первую очередь	1	1
123	данном случае	5	1
124	своими собственными	1	1
125	в период	2	1
126	все кошки	1	1
127	звуковой формы	1	1
128	идет не	1	1
129	степени и	1	1
130	она все	3	1
131	из первых	1	1
132	к которой	1	1
133	что для	2	1
134	объясняется и	1	1
135	никогда не	4	1
136	но прежде	1	1
137	быть тем	1	1
138	так и	3	1
139	самых крайних	1	1
140	одной стороны	5	1
141	той же	8	1
142	целого но	1	1
143	первых мест	1	1
144	относится к	2	1
145	не меньшей	1	1
146	этого не	1	1
147	и лингвистика	1	1
148	отсюда и	1	1
149	до конца	5	1
150	с тем	5	1
151	мы имеем	1	1
152	не простой	1	1
153	со своими	1	1
154	и вне	1	1
155	именно этот	1	1
156	смысле можно	2	1
157	представлений и	1	1
158	как целого	1	1
159	развитие в	1	1
160	именно к	1	1
161	в словах	1	1
162	должно быть	2	1
163	иначе говоря	1	1
164	эту книгу	1	1
165	и слово	3	1
166	остается в	1	1
167	можно сказать	5	1
168	о нем	1	1
169	от синтаксиса	1	1
170	как на	6	1
171	приводит к	4	1
172	о том	4	1
173	в ней	3	1
174	и потому	3	1
175	почти не	1	1
176	в котором	4	1
177	только для	1	1
178	и что	6	1
179	тех и	1	1
180	она в	2	1
181	эта кажется	1	1
182	из которых	2	1
183	в пользу	4	1
184	признать что	2	1
185	несомненно и	1	1
186	он будет	1	1
187	в той	4	1
188	основной методологический	1	1
189	ее к	1	1
190	он может	1	1
191	чем к	1	1
192	в данном	5	1
193	что же	2	1
194	бы в	5	1
195	того что	14	1
196	и единственно	2	1
197	друг другу	3	1
198	в которых	2	1
199	эта работа	1	1
200	образом на	1	1
201	речи в	27	1
202	их в	1	1
203	друг с	2	1
204	знак равенства	1	1
205	на его	2	1
206	ней не	1	1
207	речи чтобы	1	1
208	оно является	1	1
209	это значит	1	1
210	что этот	5	1
211	нет и	3	1
212	язык в	1	1
213	за пределы	1	1
214	случилось с	1	1
215	на то	4	1
216	быть не	1	1
217	к изучению	3	1
218	мы снова	1	1
219	еще один	1	1
220	его как	1	1
221	отнюдь не	1	1
222	она не	5	1
223	этом случае	14	1
224	в своем	1	1
225	что с	5	1
226	рассматривать не	1	1
227	нам думается	1	1
228	но для	2	1
229	что ему	3	1
230	и все	1	1
231	того как	2	1
232	она должна	2	1
233	есть ли	1	1
234	которое мы	2	1
235	момент является	1	1
236	так много	1	1
237	в которой	11	1
238	о котором	1	1
239	меньшей мере	1	1
240	не было	1	1
241	находятся в	1	1
242	таком понимании	1	1
243	это же	1	1
244	наличием и	1	1
245	тогда когда	5	1
246	с одной	5	1
247	с которыми	2	1
248	в качестве	5	1
249	то о	4	1
250	но именно	2	1
251	случае он	1	1
252	в известном	2	1
253	начала и	1	1
254	что по	2	1
255	как основной	1	1
256	этот анализ	1	1
257	на одно	2	1
258	равенства между	1	1
259	но также	3	1
260	ее как	1	1
261	то и	4	1
262	со смысловой	1	1
263	же в	1	1
264	и всей	2	1
265	в процессе	5	1
266	в виде	1	1
267	возражать против	1	1
268	что было	2	1
269	в нем	2	1
270	с другом	2	1
271	но если	2	1
272	он не	3	1
273	о которой	1	1
274	сказать что	8	1
275	только как	1	1
276	не связанных	1	1
277	состоит из	1	1
278	они в	1	1
279	формы слова	1	1
280	одно из	5	1
281	в первую	1	1
282	исходить из	2	1
283	природе и	2	1
284	он и	1	1
285	что еще	1	1
286	понятий с	1	1
287	этот процесс	1	1
288	мы полагаем	1	1
