N	2gram	Tiupa_Hudo_1	formyVre
1	и в	19	50
2	то есть	18	33
3	в романе	3	32
4	в этом	11	25
5	в нем	5	24
6	частной жизни	2	23
7	и его	12	16
8	в литературе	1	16
9	прежде всего	4	15
10	как мы	1	14
11	и не	15	14
12	в его	9	13
13	вовсе не	2	13
14	как раз	3	13
15	так и	11	12
16	человека и	1	11
17	то же	10	11
18	таким образом	3	11
19	может быть	14	11
20	и как	3	10
21	но в	7	10
22	времени и	2	10
23	с его	6	9
24	все эти	2	9
25	роль в	1	9
26	не только	16	9
27	в то	6	9
28	же время	5	9
29	в том	18	9
30	в конце	1	9
31	в особенности	1	9
32	и др	2	9
33	того же	2	8
34	и на	2	8
35	в самом	5	8
36	ни в	5	8
37	жизни в	2	8
38	но и	10	8
39	как и	2	8
40	жизни и	1	8
41	для себя	2	7
42	времени в	2	7
43	не было	1	7
44	в условиях	1	7
45	героя и	5	7
46	например в	3	6
47	между двумя	2	6
48	время в	1	6
49	во всех	3	6
50	как в	2	6
51	лишь в	4	6
52	это не	2	6
53	и того	2	6
54	в их	5	6
55	так как	1	6
56	с ее	5	6
57	в ее	5	6
58	связи с	1	6
59	в жизни	2	6
60	у него	1	6
61	то что	4	6
62	человеческой жизни	2	6
63	в частности	13	6
64	не может	7	6
65	так же	2	6
66	в результате	1	6
67	отношению к	9	5
68	еще не	3	5
69	но не	11	5
70	этого типа	1	5
71	отнюдь не	2	5
72	не в	7	5
73	он не	4	5
74	значение в	1	5
75	с самим	2	5
76	жизни но	2	5
77	одного и	2	5
78	в основе	4	5
79	того чтобы	2	5
80	точки зрения	10	5
81	не могло	2	5
82	только и	1	5
83	могут быть	4	5
84	в пределах	3	5
85	если бы	3	5
86	хронотоп в	2	5
87	до нас	1	5
88	в пространстве	2	5
89	для того	2	5
90	в связи	1	5
91	что в	6	5
92	и другие	2	5
93	и то	4	4
94	и это	2	4
95	этого мира	1	4
96	для других	1	4
97	в своем	2	4
98	европейского романа	1	4
99	то время	1	4
100	раз в	1	4
101	но на	1	4
102	время и	1	4
103	в них	2	4
104	том что	8	4
105	в котором	1	4
106	не имеет	1	4
107	потому что	3	4
108	здесь не	2	4
109	было и	2	4
110	могло быть	2	4
111	только в	5	4
112	между этими	1	4
113	в хронотопе	1	4
114	и т.п	4	4
115	в присутствии	1	4
116	в той	3	4
117	своей жизни	2	4
118	все это	2	4
119	между собой	2	4
120	и для	2	4
121	том числе	2	4
122	отношения к	2	3
123	жизни поэтому	1	3
124	по преимуществу	2	3
125	а как	1	3
126	есть не	1	3
127	в сущности	1	3
128	в виду	5	3
129	по отношению	9	3
130	реального исторического	1	3
131	хотя и	3	3
132	со своей	3	3
133	в себе	9	3
134	и те	1	3
135	вследствие этого	1	3
136	в классическом	1	3
137	при этом	13	3
138	одно и	3	3
139	его в	2	3
140	входит в	4	3
141	с другими	4	3
142	и дает	1	3
143	между ними	4	3
144	в этих	3	3
145	в отношении	3	3
146	их в	3	3
147	жизни не	1	3
148	не могут	1	3
149	героев и	1	3
150	к тому	4	3
151	самим собою	2	3
152	в порядке	2	3
153	что и	2	3
154	во всей	3	3
155	в форме	4	3
156	один из	2	3
157	мы видим	1	3
158	одной из	2	3
159	во времени	4	3
160	и ее	3	3
161	с одной	2	3
162	со всеми	1	3
163	в качестве	24	3
164	же в	1	3
165	одно из	2	3
166	в одном	2	3
167	связаны с	1	3
168	именно в	2	3
169	себя и	2	3
170	что не	1	3
171	только к	1	3
172	более того	1	3
173	а не	9	3
174	мира в	2	3
175	в одно	2	3
176	на фоне	1	3
177	вместе с	1	3
178	и потому	2	3
179	или в	2	3
180	совершенно иной	2	3
181	ни к	2	3
182	а в	12	3
183	не знает	3	3
184	сказать что	4	3
185	имеет место	2	3
186	они не	1	3
187	в таком	1	3
188	также и	1	2
189	же как	1	2
190	здесь и	1	2
191	к другому	1	2
192	в строгом	1	2
193	к нашим	1	2
194	др в	1	2
195	которыми он	1	2
196	той же	1	2
197	жизни по	1	2
198	но она	2	2
199	принадлежит к	3	2
200	момент в	1	2
201	на них	1	2
202	в широком	1	2
203	в различных	1	2
204	в чем	2	2
205	а только	4	2
206	не входит	2	2
207	происходит в	1	2
208	в истории	1	2
209	в центре	1	2
210	не входят	1	2
211	же и	1	2
212	с их	2	2
213	и к	3	2
214	имеет в	1	2
215	в целом	3	2
216	тому же	1	2
217	в нашем	2	2
218	как бы	9	2
219	всей его	2	2
220	биография и	1	2
221	не как	2	2
222	уже не	4	2
223	этом мире	2	2
224	и по	2	2
225	что все	1	2
226	об этом	2	2
227	самим собой	4	2
228	было бы	1	2
229	на почве	3	2
230	нет в	1	2
231	рядом с	1	2
232	жизни то	2	2
233	все моменты	1	2
234	автора и	3	2
235	места в	1	2
236	для него	4	2
237	в своей	5	2
238	он должен	3	2
239	с точки	3	2
240	место в	4	2
241	в отличие	7	2
242	но он	3	2
243	друг другу	1	2
244	том же	1	2
245	по себе	2	2
246	дело в	1	2
247	никогда не	2	2
248	того и	1	2
249	в самой	2	2
250	идиллический хронотоп	1	2
251	и является	1	2
252	мире и	2	2
253	в каком	2	2
254	мы встречаем	1	2
255	все то	1	2
256	числе и	1	2
257	той или	4	2
258	оно не	1	2
259	здесь также	1	2
260	и иные	1	2
261	те же	1	2
262	здесь как	1	2
263	можно только	1	2
264	ту же	1	2
265	с ним	2	2
266	или иной	7	2
267	в глаза	2	2
268	а также	5	2
269	в значительной	1	2
270	на основе	2	2
271	во втором	4	2
272	полноту и	1	2
273	ничто в	1	2
274	того что	4	2
275	разного рода	1	2
276	быть и	2	2
277	есть в	2	2
278	если мы	2	2
279	никто не	2	2
280	мы находим	1	2
281	с этими	1	2
282	отношение к	5	2
283	к ним	1	2
284	отличие от	7	2
285	тем что	1	2
286	лишь один	1	2
287	и даже	1	2
288	с другой	7	2
289	не обязательно	2	2
290	далеко не	2	2
291	и прежде	1	2
292	судьбы здесь	1	2
293	еще и	1	2
294	соответствии с	1	2
295	в соответствии	1	2
296	одной стороны	2	2
297	других для	1	2
298	жизнь в	1	2
299	пространственных и	1	2
300	вступает в	1	2
301	и временных	1	2
302	к своему	1	2
303	в данном	4	2
304	к жизни	2	2
305	в это	1	2
306	слова и	2	2
307	но для	1	2
308	в более	1	2
309	не является	4	2
310	одна из	2	2
311	в мировой	1	2
312	и может	1	2
313	ее в	2	2
314	личности и	3	2
315	была бы	3	2
316	в свою	3	2
317	на один	1	2
318	в которой	2	2
319	можно назвать	1	2
320	и наиболее	1	1
321	я и	7	1
322	одним из	1	1
323	начинается с	1	1
324	и через	1	1
325	в христианском	1	1
326	идет о	1	1
327	временных примет	1	1
328	и есть	1	1
329	самих событий	1	1
330	жизни ее	1	1
331	иметь место	1	1
332	собою в	2	1
333	по его	1	1
334	и конечно	1	1
335	мы имеем	6	1
336	бы в	1	1
337	только другим	1	1
338	его под	1	1
339	и последующих	1	1
340	именно к	1	1
341	бы и	1	1
342	статичен в	1	1
343	развернуть в	1	1
344	не вполне	2	1
345	это отношение	3	1
346	я не	2	1
347	как я	1	1
348	из того	1	1
349	не происходит	1	1
350	что можно	3	1
351	всего романа	1	1
352	не знают	1	1
353	о судьбе	1	1
354	события в	1	1
355	роман и	2	1
356	служит для	1	1
357	место слияние	1	1
358	и читателей	2	1
359	но как	2	1
360	свою жизнь	2	1
361	вступают в	1	1
362	с собою	1	1
363	времени то	1	1
364	ряда но	1	1
365	внешних и	1	1
366	и я	1	1
367	и поэтому	1	1
368	данный момент	2	1
369	человеческого бытия	2	1
370	родного дома	1	1
371	свой порядок	1	1
372	о жизни	1	1
373	перед нами	1	1
374	могли бы	1	1
375	по пути	4	1
376	и сам	1	1
377	котором как	1	1
378	самом начале	1	1
379	а перед	1	1
380	моменты быта	1	1
381	и свою	1	1
382	искусство и	1	1
383	человеческая жизнь	1	1
384	сливается с	1	1
385	из жизни	1	1
386	что это	1	1
387	специфическом значении	3	1
388	есть для	1	1
389	бы не	1	1
390	из этих	3	1
391	которые в	1	1
392	тоже не	1	1
393	в этой	2	1
394	это тот	1	1
395	имеем в	3	1
396	на то	1	1
397	не могла	1	1
398	в повседневном	1	1
399	образ его	1	1
400	не следует	4	1
401	и историческом	1	1
402	он ни	1	1
403	к герою	2	1
404	литературных произведений	3	1
405	в понимании	1	1
406	с нашим	1	1
407	образа в	1	1
408	его можно	1	1
409	с чем	1	1
410	встречаются в	2	1
411	без исключения	4	1
412	не бывает	1	1
413	началась и	1	1
414	значительной степени	1	1
415	здесь мы	1	1
416	могла бы	2	1
417	в мире	21	1
418	особенности в	1	1
419	глубокий и	1	1
420	это было	1	1
421	и непосредственное	1	1
422	лишь на	1	1
423	например с	1	1
424	жизни героя	1	1
425	нигде не	1	1
426	созерцающего и	1	1
427	из проявлений	1	1
428	должно быть	1	1
429	и некоторые	2	1
430	этом случае	1	1
431	которым человек	1	1
432	однако этот	1	1
433	не столько	3	1
434	говорил о	1	1
435	оно стало	1	1
436	внешним то	1	1
437	своего рода	5	1
438	не путем	1	1
439	значение для	1	1
440	широком и	1	1
441	и внутренних	1	1
442	образом и	2	1
443	теми же	1	1
444	этот хронотоп	1	1
445	и более	2	1
446	с такими	1	1
447	не должно	1	1
448	произведений искусства	3	1
449	человека но	1	1
450	связей с	2	1
451	это случается	1	1
452	том специфическом	1	1
453	из которых	1	1
454	включен в	1	1
455	до известной	2	1
456	в таких	1	1
457	виду что	1	1
458	дело не	2	1
459	и политического	1	1
460	та или	1	1
461	все без	1	1
462	слияние пространственных	1	1
