N	3gram	Vinokur_St_2	Vvedenie
1	и т д	6	36
2	для того чтобы	5	20
3	в том что	16	12
4	о том что	11	12
5	но также и	1	9
6	в этом смысле	1	8
7	тем не менее	2	8
8	до сих пор	5	6
9	в самом деле	2	6
10	то же время	1	6
11	к выводу что	1	6
12	в то же	1	6
13	и т п	3	5
14	в той мере	2	5
15	в том чтобы	1	5
16	той мере в	2	5
17	с другой стороны	3	5
18	мере в какой	2	5
19	по отношению к	1	4
20	и в особенности	1	4
21	в этом случае	1	4
22	в этом отношении	9	4
23	на этот вопрос	1	4
24	т е в	1	4
25	в данном случае	1	4
26	и в этом	2	4
27	по сравнению с	1	4
28	так или иначе	1	4
29	во всяком случае	3	4
30	в прямом смысле	1	3
31	и именно в	1	3
32	с тем что	2	3
33	именно в этом	1	3
34	вместе с тем	5	3
35	вопрос о том	3	3
36	в известном смысле	1	3
37	и в том	1	3
38	заключается в том	1	3
39	но все же	2	3
40	как мы видели	1	3
41	в свое время	1	3
42	что в этом	1	2
43	в другом месте	2	2
44	в чем же	1	2
45	дело в том	4	2
46	не говоря уже	1	2
47	во второй половине	1	2
48	что же касается	1	2
49	с точки зрения	2	2
50	принять во внимание	2	2
51	обратить внимание на	4	2
52	точно так же	1	2
53	в данном отношении	1	2
54	нельзя не признать	1	2
55	на этой почве	1	2
56	в конце концов	1	2
57	в начале xix	1	2
58	сомнений в том	1	2
59	не до конца	2	2
60	чтобы можно было	1	2
61	не в том	2	2
62	в связи с	1	2
63	но вместе с	1	2
64	на вопрос о	1	2
65	и что следовательно	1	2
66	по этому поводу	2	2
67	это еще не	1	2
68	в каждом данном	1	2
69	а между тем	1	1
70	но одно дело	1	1
71	совсем другое дело	1	1
72	поворотным пунктом в	1	1
73	только потому что	2	1
74	не только по	2	1
75	как раз ко	1	1
76	и ранее не	1	1
77	факт что история	1	1
78	более или менее	2	1
79	того чтобы можно	1	1
80	хотя бы уже	1	1
81	на самом деле	1	1
82	в настоящее время	1	1
83	т е не	1	1
84	в какой они	1	1
85	свое выражение в	2	1
86	на его современников	1	1
87	в том же	2	1
88	в своей работе	1	1
89	у меня в	2	1
90	здесь не место	1	1
91	говоря уже о	1	1
92	сам по себе	1	1
93	в отличие от	2	1
94	потому что это	2	1
95	из них и	1	1
96	виде в каком	1	1
97	но нужно сказать	1	1
98	в том-то и	1	1
99	и др в	1	1
100	не то что	1	1
101	в зависимости от	1	1
102	одно и то	1	1
103	начала xix в	1	1
104	уже потому что	1	1
105	на всем что	1	1
106	уже о том	1	1
107	тот факт что	4	1
108	так же как	3	1
109	реальной действительности в	1	1
110	с отношениями между	1	1
111	как раз в	2	1
112	себе отчет в	1	1
113	то ни было	2	1
114	ответ на вопрос	1	1
115	на одной из	1	1
116	все это и	1	1
117	и то же	1	1
118	одним из наиболее	1	1
119	в каком он	1	1
120	всяком случае не	2	1
121	бы то ни	2	1
122	на тему о	1	1
123	когда говорил о	1	1
124	том-то и дело	1	1
125	тем что в	1	1
126	потому что они	1	1
127	не мог не	1	1
128	значение в истории	1	1
129	что в своей	1	1
130	то обстоятельство что	4	1
131	имел в виду	1	1
132	в точности соответствует	1	1
133	имея в виду	1	1
134	при помощи которого	1	1
135	в свою очередь	1	1
136	что в ней	1	1
137	прежде всего к	1	1
138	раз ко времени	1	1
139	не только с	2	1
140	бы уже потому	1	1
141	с самого начала	3	1
142	нужно сказать что	1	1
143	т е по	1	1
144	о том каким	1	1
145	если принять во	2	1
146	как своего рода	2	1
147	после того как	4	1
148	к тому что	5	1
149	отличие от других	1	1
150	в истории русской	1	1
151	в предисловии к	2	1
152	и в результате	1	1
153	имеют своим источником	1	1
154	согласно которой в	1	1
