N	4gram	Vinokur_Ku_3	Psycholo
1	заключается в том что	1	4
2	одним и тем же	2	3
3	совершенно ясно что в	1	2
4	одного и того же	2	2
5	а с другой стороны	1	2
6	до тех пор пока	4	2
7	одной и той же	1	2
8	в зависимости от того	3	2
9	по этому поводу но	1	1
10	я имею в виду	2	1
11	с этой точки зрения	1	1
12	не то что он	1	1
13	в силу того что	1	1
14	от той или иной	1	1
15	и в самом деле	3	1
16	на самом деле есть	1	1
17	которое на самом деле	1	1
18	что в зависимости от	2	1
19	в зависимости от той	1	1
20	один и тот же	2	1
21	в собственном смысле слова	1	1
22	по одному тому что	1	1
