N	3gram	Voloshinov_1	Dialekti
1	с точки зрения	5	12
2	в том что	2	7
3	само по себе	1	5
4	то же время	1	4
5	можно было бы	1	4
6	одно и то	3	4
7	и то же	2	4
8	с другой стороны	2	4
9	на то что	1	4
10	в то же	1	4
11	только потому что	1	3
12	более или менее	1	3
13	только то что	1	3
14	может быть и	1	3
15	иметь в виду	1	3
16	не может быть	4	3
17	та или иная	1	3
18	ничего общего с	2	3
19	на самом деле	1	2
20	не было бы	1	2
21	в этом отношении	1	2
22	то или иное	1	2
23	с одной стороны	2	2
24	это конечно не	1	2
25	по себе а	1	2
26	к тому что	1	2
27	связаны между собою	1	1
28	что в основе	1	1
29	в чем же	1	1
30	в виду что	1	1
31	в самом деле	2	1
32	как то что	1	1
33	можно говорить о	1	1
34	от этого и	1	1
35	далеко не всегда	1	1
36	если бы мы	1	1
37	но в то	1	1
38	все равно не	1	1
39	ничего общего не	1	1
40	она ни была	1	1
41	в связи с	1	1
42	те или иные	1	1
43	это и не	1	1
44	но так как	2	1
45	и вопроса о	1	1
46	не имеет и	1	1
47	есть не что	2	1
48	лишь с точки	1	1
49	с самого начала	2	1
50	хотя бы в	1	1
51	что иное как	2	1
52	вечная и неизменная	1	1
53	в какую-то пустоту	1	1
54	есть прежде всего	3	1
55	не что иное	2	1
56	тех или иных	1	1
57	тем не менее	1	1
58	для того чтобы	1	1
59	есть хотя бы	1	1
60	то же самое	1	1
