N	3gram	Losev_Dial_3	NovoeSre
1	не может быть	6	4
2	подобно тому как	4	3
3	не значит что	1	3
4	он не может	2	2
5	в нем нет	1	2
6	так же как	2	2
7	с одной стороны	3	2
8	это не значит	1	2
9	с другой стороны	2	2
10	когда мы говорим	1	2
11	значит что в	1	2
12	я думаю что	1	1
13	такой же мере	1	1
14	только потому что	1	1
15	мы говорим что	1	1
16	по существу своему	1	1
17	как я уже	1	1
18	то время как	4	1
19	но это значит	2	1
20	же как и	1	1
21	до сих пор	1	1
22	и во всех	1	1
23	и не может	1	1
24	для себя и	1	1
25	в зависимости от	2	1
26	сами по себе	3	1
27	в основе их	1	1
28	не менее чем	1	1
29	что все категории	1	1
30	может быть только	1	1
31	не могут быть	2	1
32	в такой же	1	1
33	не в том	1	1
34	жизнь не может	1	1
35	оснований думать что	1	1
36	это конечно не	1	1
37	во всяком случае	2	1
38	я не могу	1	1
39	истории и не	1	1
40	о том что	5	1
41	в то время	4	1
42	и к ней	1	1
43	ни в чем	1	1
44	и пр в	1	1
45	это и есть	2	1
46	не в силах	1	1
47	не существует что	1	1
48	это значит что	21	1
49	бытия и небытия	1	1
50	в том смысле	1	1
51	от бога и	1	1
52	в том что	3	1
53	как и в	3	1
54	в природе но	1	1
