N	2gram	Bakhtin_Pr_2	Tvorches
1	у достоевского	14	28
2	и в	43	21
3	как бы	22	17
4	романах достоевского	2	15
5	в то	7	15
6	то же	8	13
7	из подполья	2	13
8	в его	10	13
9	в романах	3	13
10	достоевского в	4	12
11	то есть	4	12
12	как и	14	12
13	же время	5	12
14	что в	4	12
15	с его	4	11
16	том что	2	11
17	все это	5	10
18	в романе	3	10
19	как в	2	8
20	он не	9	8
21	достоевского с	1	8
22	то что	7	8
23	и на	10	7
24	но в	10	7
25	что достоевский	1	7
26	не только	11	7
27	при этом	6	7
28	во многом	1	7
29	у него	6	7
30	и не	29	7
31	в том	6	7
32	в этом	13	6
33	достоевского не	3	6
34	в творчестве	2	6
35	человека в	4	6
36	в котором	6	6
37	не менее	3	6
38	и его	8	6
39	по природе	1	6
40	он сам	3	6
41	о том	5	6
42	и все	6	6
43	что он	13	6
44	для него	8	6
45	а в	5	6
46	все же	3	5
47	в этой	1	5
48	таким образом	5	5
49	вовсе не	5	5
50	в бедных	3	5
51	в своих	2	5
52	в повести	2	5
53	как будто	1	5
54	только в	4	5
55	творчестве достоевского	3	5
56	может быть	23	5
57	а не	7	5
58	бедных людях	3	5
59	но это	4	5
60	хотя бы	2	5
61	человека и	2	4
62	в своем	4	4
63	и как	2	4
64	та же	2	4
65	в целом	2	4
66	в человеке	3	4
67	самим собой	3	4
68	это не	3	4
69	в своей	4	4
70	мысли и	2	4
71	достоевский не	2	4
72	творчества достоевского	1	4
73	не случайно	1	4
74	в мире	1	4
75	времени и	2	4
76	одной из	1	4
77	для достоевского	3	4
78	герои достоевского	1	4
79	униженных и	1	4
80	достоевского это	3	4
81	прежде всего	10	4
82	не может	18	4
83	и от	1	4
84	в основном	1	4
85	один из	1	4
86	и оскорбленных	1	4
87	одним из	1	4
88	я и	2	3
89	ту же	2	3
90	и т	13	3
91	рассматривать в	1	3
92	на самом	1	3
93	это и	1	3
94	той же	3	3
95	я не	4	3
96	не был	2	3
97	что я	6	3
98	со всеми	3	3
99	человеческих отношений	1	3
100	хотя и	5	3
101	героев достоевского	4	3
102	в самом	7	3
103	сливается с	2	3
104	тут и	1	3
105	в нем	12	3
106	и по	1	3
107	в каждом	11	3
108	что все	1	3
109	и с	5	3
110	достоевского и	2	3
111	далеко не	4	3
112	в их	3	3
113	даже в	3	3
114	человека но	1	3
115	романа достоевского	1	3
116	дело в	2	3
117	героев и	1	3
118	никогда не	9	3
119	достоевский в	4	3
120	с ее	1	3
121	и другие	1	3
122	с ним	3	3
123	мире достоевского	2	3
124	самого достоевского	1	3
125	того что	2	3
126	уже не	3	3
127	уже в	2	3
128	в виде	3	3
129	говорит о	1	3
130	так как	4	3
131	человек как	1	3
132	связан с	1	3
133	и даже	3	3
134	с другой	4	3
135	но и	14	3
136	в рассказе	3	3
137	ни на	3	3
138	подхода к	1	3
139	но не	5	3
140	он говорит	2	3
141	в книге	1	3
142	это как	1	3
143	своих героев	1	3
144	жизни и	1	3
145	ее в	2	3
146	это в	1	3
147	так же	2	3
148	себя как	3	2
149	того же	3	2
150	самом деле	5	2
151	в первом	2	2
152	мировоззрения и	1	2
153	а как	4	2
154	есть не	1	2
155	его лица	1	2
156	но она	1	2
157	и иван	1	2
158	кто же	1	2
159	и он	5	2
160	героев в	1	2
161	героя и	5	2
162	собой в	1	2
163	в отличие	4	2
164	не нужно	2	2
165	не то	1	2
166	если в	1	2
167	мир достоевского	1	2
168	отличие от	4	2
169	в одной	3	2
170	как к	1	2
171	что как	1	2
172	когда он	3	2
173	и наконец	6	2
174	то в	1	2
175	по достоевскому	1	2
176	в себе	5	2
177	что она	1	2
178	тем не	2	2
179	так сказать	6	2
180	у пушкина	1	2
181	здесь мы	2	2
182	а затем	2	2
183	этом он	1	2
184	о котором	1	2
185	достоевского он	2	2
186	известно что	2	2
187	и тем	1	2
188	такой же	3	2
189	яков петрович	8	2
190	в этих	6	2
191	не во	2	2
192	не в	11	2
193	но он	4	2
194	по крайней	1	2
195	т п	9	2
196	однако в	1	2
197	одна из	2	2
198	в основе	1	2
199	но только	1	2
200	своего я	1	2
201	иван карамазов	1	2
202	в духе	1	2
203	в направлении	4	2
204	могут быть	3	2
205	является одним	1	2
206	к тому	4	2
207	а что	5	2
208	где он	1	2
209	в жизни	3	2
210	в виду	3	2
211	не могу	2	2
212	из главных	1	2
213	в себя	3	2
214	приводит к	6	2
215	на том	2	2
216	так и	3	2
217	живет в	1	2
218	здесь нет	3	2
219	об этом	2	2
220	еще в	1	2
221	во второй	1	2
222	макар девушкин	6	2
223	стремление к	1	2
224	можно сказать	1	2
225	слова из	1	2
226	может не	1	2
227	и та	2	2
228	настоящее время	2	2
229	переходит в	2	2
230	что и	3	2
231	во всей	1	2
232	крайней мере	1	2
233	каких бы	1	2
234	и мир	1	2
235	в двух	1	2
236	тот же	3	2
237	в качестве	1	2
238	человека с	1	2
239	так что	5	2
240	же и	4	2
241	следовало бы	1	2
242	из них	2	2
