N	3gram	Losev_Dial_1	Mirosoze
1	не может быть	3	8
2	в нем есть	6	6
3	есть прежде всего	1	5
4	друг к другу	2	5
5	добра и зла	1	5
6	для того чтобы	1	4
7	что иное как	1	3
8	до сих пор	2	3
9	к тому что	2	3
10	она никогда не	1	3
11	и в этом	3	3
12	это и есть	2	3
13	есть не что	1	3
14	не что иное	1	3
15	в чем не	1	2
16	я никогда не	2	2
17	и той же	1	2
18	потому что он	3	2
19	познания добра и	1	2
20	но для этого	1	2
21	но это не	1	2
22	может быть и	3	2
23	так как он	2	2
24	в нем нет	3	2
25	и та же	2	2
26	одна и та	2	2
27	в отношении к	1	2
28	о том что	2	2
29	одной и той	1	2
30	ни в чем	2	2
31	никогда не бывает	1	2
32	что это не	1	2
33	в том что	7	2
34	а между тем	1	1
35	– это есть	1	1
36	ней ничего не	1	1
37	потому что нет	1	1
38	с точки зрения	12	1
39	если он –	1	1
40	сам по себе	6	1
41	что он не	2	1
42	и быть может	1	1
43	то в чем	2	1
44	на что не	2	1
45	в этом отношении	2	1
46	деле то что	1	1
47	на то что	4	1
48	при чем тут	1	1
49	и более ничего	1	1
50	жизнь и не	1	1
51	и в себе	1	1
52	которые могли бы	1	1
53	бы и не	1	1
54	но это и	1	1
55	а не только	1	1
56	если бы для	1	1
57	не потому что	1	1
58	и должно быть	1	1
59	не есть ни	6	1
60	по сравнению с	2	1
61	то стало быть	1	1
62	не могу не	1	1
63	что это за	1	1
64	его отношении к	1	1
65	он сам в	1	1
66	по нему можно	1	1
67	ни на что	2	1
68	вопрос можно ли	1	1
69	я не могу	1	1
70	но так как	1	1
71	не сама по	1	1
72	это не есть	1	1
73	как у тютчева	1	1
74	сих пор не	1	1
75	не есть религия	1	1
76	но также и	1	1
77	они были бы	1	1
78	а не о	1	1
79	к другу как	1	1
80	иначе не может	1	1
81	та или иная	3	1
82	что это –	2	1
83	у них есть	1	1
84	между тем в	1	1
85	хотя бы в	1	1
86	ничего подобного нет	1	1
87	это – чисто	1	1
88	и не то	1	1
89	той или иной	3	1
90	никогда не есть	1	1
91	претендует говорить о	1	1
92	если бы не	1	1
93	в необъятное и	1	1
94	но это –	3	1
95	сама по себе	8	1
96	на самом деле	2	1
97	точки зрения так	1	1
98	и в нем	2	1
99	она не может	1	1
100	в конце концов	3	1
