N	3gram	Tiupa_Narr_1	Problema
1	тем не менее	3	10
2	в том что	8	9
3	той или иной	4	8
4	то же самое	1	7
5	и то что	1	7
6	в связи с	2	7
7	в данном случае	4	7
8	сам по себе	1	6
9	сами по себе	2	6
10	по крайней мере	1	5
11	с другой стороны	4	5
12	не может быть	5	5
13	что иное как	2	4
14	в таком случае	2	4
15	есть не что	1	4
16	бы то ни	3	4
17	в то же	3	4
18	не что иное	2	4
19	он не есть	1	4
20	тех или иных	1	4
21	дело здесь не	1	3
22	дело в том	1	3
23	того или иного	2	3
24	в первую очередь	1	3
25	можно было бы	2	3
26	точно так же	2	3
27	здесь не в	2	3
28	может быть и	1	3
29	что это за	1	3
30	содержит в себе	1	3
31	то ни было	3	3
32	само по себе	1	3
33	то есть в	2	3
34	о том что	6	3
35	по себе а	1	3
36	в той или	2	2
37	только потому что	1	2
38	в чистом виде	1	2
39	же как и	1	2
40	с точки зрения	2	2
41	до сих пор	1	2
42	в отличие от	5	2
43	том или ином	2	2
44	то или иное	2	2
45	еще не есть	1	2
46	в том или	2	2
47	не только в	2	2
48	на первый взгляд	2	2
49	и как бы	1	2
50	этой точки зрения	2	2
51	самой по себе	1	2
52	только то что	1	2
53	на самом деле	1	2
54	и тем самым	3	2
55	и тем более	1	2
56	можно сказать что	4	2
57	друг от друга	1	2
58	как мы видели	1	2
59	и того же	1	1
60	а во втором	2	1
61	по себе не	1	1
62	он сам без	1	1
63	вовсе и не	1	1
64	иметь в виду	1	1
65	а не в	2	1
66	более или менее	2	1
67	есть прежде всего	1	1
68	том что он	1	1
69	ничем не отличается	1	1
70	есть нечто большее	1	1
71	что не только	1	1
72	к тому или	1	1
73	несмотря на свою	1	1
74	но это не	1	1
75	не отличается от	2	1
76	перед нами не	2	1
77	а то и	1	1
78	что в этом	1	1
79	во всей его	1	1
80	в отрыве от	1	1
81	узком значении этого	1	1
82	значении этого слова	2	1
83	с этой точки	1	1
84	и не в	4	1
85	что оно есть	1	1
86	не только художественной	1	1
87	или ином отношении	1	1
88	как и в	1	1
89	в том чтобы	1	1
90	с одной стороны	7	1
91	и не было	1	1
92	сказать что если	1	1
93	содержащий в себе	1	1
94	связаны между собой	1	1
95	так или иначе	2	1
96	все же не	4	1
97	в нем не	1	1
98	чего нельзя сказать	1	1
99	так же как	2	1
100	в структуру этого	1	1
101	далеко не все	1	1
102	быть не только	1	1
103	по себе без	1	1
104	так и в	1	1
105	в первом случае	2	1
106	ни с чем	1	1
107	может показаться что	1	1
108	в самом деле	1	1
109	но в его	1	1
110	речь идет о	2	1
111	ту или иную	2	1
112	по сути дела	2	1
113	которая может быть	1	1
114	поскольку речь идет	1	1
115	или может быть	1	1
116	одного и того	1	1
117	уже никто не	1	1
118	тем самым мы	1	1
119	никогда и не	1	1
120	в себе не	1	1
121	здесь не только	1	1
122	к тому же	4	1
