N	3gram	Vygotskiy__3	formyVre
1	и т п	5	11
2	с точки зрения	9	8
3	для того чтобы	8	7
4	имеем в виду	1	3
5	о том как	2	3
6	и в этом	3	3
7	мы уже говорили	3	3
8	в том что	11	3
9	и т д	4	3
10	что в этом	1	2
11	то же самое	8	2
12	до сих пор	5	2
13	и во всех	2	2
14	и та же	2	2
15	не было бы	1	2
16	все же в	2	2
17	может быть и	1	2
18	одна и та	1	2
19	потому что они	2	2
20	тон и стиль	1	2
21	в этом отношении	1	2
22	место в романе	1	2
23	так много в	1	1
24	этих образов в	1	1
25	не имеем в	1	1
26	и в сущности	1	1
27	а отнюдь не	1	1
28	а вовсе не	2	1
29	уже говорили что	1	1
30	на самом деле	2	1
31	и в заключение	1	1
32	каждой из них	1	1
33	так что в	1	1
34	стороны мы будем	1	1
35	все больше и	2	1
36	они не могут	1	1
37	только в том	2	1
38	как и все	1	1
39	они принимают участие	1	1
40	все же к	1	1
41	что он не	1	1
42	в отличие от	1	1
43	как мы увидим	2	1
44	то что в	2	1
45	по аналогии с	2	1
46	к самой природе	1	1
47	это вовсе не	1	1
48	она ни в	1	1
49	он не мог	2	1
50	во всех предыдущих	2	1
51	с этой точки	1	1
52	так сказать в	1	1
53	вместе с тем	2	1
54	только для того	1	1
55	одно и то	2	1
56	здесь мы видим	1	1
57	конечно не в	1	1
58	то время как	2	1
59	уже говорили о	1	1
60	в данном случае	2	1
61	дело идет о	1	1
62	о которых мы	5	1
63	таким образом и	1	1
64	с одной стороны	5	1
65	в себя и	1	1
66	и то же	2	1
67	по сравнению с	1	1
68	это имеет место	2	1
69	каждый из них	1	1
70	во всех отношениях	1	1
71	в большом количестве	1	1
72	все более и	2	1
73	с другой стороны	5	1
74	не может быть	1	1
75	что до сих	1	1
76	этой точки зрения	1	1
77	что то же	1	1
78	и как бы	2	1
79	в то время	2	1
80	том что они	1	1
81	и вместе с	2	1
82	в свою очередь	2	1
83	о том что	3	1
84	с тем что	1	1
85	с самого начала	6	1
86	более и более	2	1
87	но все же	1	1
88	можно сказать что	1	1
89	но в час	1	1
90	больше и больше	2	1
91	к тому что	2	1
92	как бы в	1	1
93	вовсе не является	1	1
94	и только для	1	1
95	как мы видели	2	1
96	в точном смысле	1	1
97	и в другом	2	1
