N	2gram	Bakhtin_Fr_3	Mirosoze
1	и в	40	46
2	в нем	5	22
3	у него	8	22
4	может быть	9	21
5	в этом	15	20
6	не только	13	18
7	и не	13	18
8	никогда не	1	18
9	для него	5	18
10	но и	11	15
11	не может	3	15
12	как и	11	13
13	а не	5	13
14	прежде всего	16	12
15	потому что	2	12
16	и он	1	11
17	не было	5	11
18	но он	2	11
19	в ней	4	11
20	у нас	4	11
21	но в	8	10
22	в себе	3	10
23	он не	9	10
24	он был	3	9
25	не в	1	9
26	не знает	1	9
27	и есть	3	8
28	отношение к	8	8
29	в своем	7	8
30	так как	4	8
31	как бы	3	8
32	но это	3	8
33	связана с	2	7
34	человеческой природы	1	7
35	в мире	4	7
36	как в	3	7
37	и к	3	7
38	в нашем	4	7
39	в этой	3	7
40	хотя бы	2	7
41	и потому	4	7
42	и для	5	7
43	что он	2	7
44	что это	1	6
45	и здесь	4	6
46	жизнь в	3	6
47	так же	1	6
48	того что	1	6
49	жизни и	4	6
50	по преимуществу	2	5
51	то же	7	5
52	есть не	1	5
53	в самом	6	5
54	бы и	1	5
55	свободу и	1	5
56	и вот	2	5
57	в своей	6	5
58	в отношении	1	5
59	в конце	3	5
60	во всем	3	5
61	и его	17	5
62	и это	2	5
63	те же	5	5
64	это не	2	5
65	один из	4	5
66	в его	13	5
67	для того	3	5
68	то что	5	5
69	образ и	2	5
70	и все	9	5
71	в духе	7	5
72	также и	4	4
73	с его	3	4
74	его на	1	4
75	думать что	2	4
76	том что	4	4
77	жизнь и	1	4
78	его отношение	2	4
79	тому что	1	4
80	не имеет	1	4
81	того чтобы	4	4
82	должны быть	2	4
83	они и	2	4
84	так и	3	4
85	для этого	3	4
86	что и	3	4
87	в свою	1	4
88	они не	3	4
89	до конца	6	4
90	что в	12	4
91	все что	2	4
92	смысле слова	4	3
93	это и	2	3
94	высшей степени	1	3
95	той же	8	3
96	они были	3	3
97	начала в	1	3
98	и самого	1	3
99	и на	8	3
100	иное как	1	3
101	менее всего	1	3
102	он в	2	3
103	как он	2	3
104	и она	1	3
105	душу и	1	3
106	страдания и	2	3
107	и с	8	3
108	на все	1	3
109	его в	1	3
110	на почве	1	3
111	ни в	4	3
112	в них	9	3
113	в высшей	1	3
114	все равно	1	3
115	что было	2	3
116	не для	1	3
117	что иное	1	3
118	по своей	1	3
119	момент в	2	3
120	в образе	1	3
121	было в	1	3
122	если бы	3	3
123	с ним	1	3
124	и перед	2	3
125	о том	4	3
126	и во	4	3
127	что они	1	3
128	в том	8	3
129	только в	3	3
130	не так	3	3
131	тем что	3	3
132	с другим	1	3
133	до сих	4	3
134	связано с	1	3
135	в творчестве	1	3
136	сих пор	4	3
137	и от	3	3
138	сказать что	3	3
139	не что	1	3
140	есть и	2	3
141	в своих	5	3
142	и человек	1	3
143	те которые	1	3
144	отношения к	1	2
145	в обычном	2	2
146	он также	2	2
147	он считает	2	2
