N	2gram	Ircho_Kome_2	Literetu
1	и не	14	22
2	в мире	2	16
3	и в	26	16
4	х годов	2	15
5	в этом	10	14
6	не только	7	14
7	но и	10	14
8	в том	11	12
9	может быть	11	12
10	а не	1	12
11	то что	6	12
12	в частности	4	11
13	не в	2	10
14	такого рода	1	10
15	то же	3	9
16	так и	12	9
17	в то	6	9
18	в этой	3	8
19	в жизни	1	8
20	том что	9	8
21	не может	3	8
22	к себе	1	8
23	как бы	2	8
24	в своей	3	7
25	тем самым	1	7
26	же время	3	7
27	только в	4	7
28	себя в	3	7
29	со стороны	2	7
30	точки зрения	4	7
31	еще не	6	6
32	с его	5	6
33	в себе	1	6
34	в другом	1	6
35	о том	6	6
36	художественного мышления	2	6
37	и его	12	6
38	в его	4	6
39	с другой	2	6
40	к тому	12	6
41	в стихах	1	6
42	в отличие	2	5
43	отличие от	2	5
44	как в	3	5
45	в целом	4	5
46	тому же	11	5
47	это не	2	5
48	соответствии с	1	5
49	как и	4	5
50	в основе	1	5
51	в ее	2	5
52	что он	5	5
53	в качестве	5	5
54	именно в	1	5
55	вместе с	9	5
56	а в	3	5
57	перед лицом	2	4
58	одним из	2	4
59	но не	3	4
60	по отношению	3	4
61	в рамках	1	4
62	хотя и	4	4
63	и если	2	4
64	входит в	1	4
65	место в	4	4
66	однако в	2	4
67	даже в	2	4
68	не говоря	2	4
69	никогда не	1	4
70	говоря уже	2	4
71	а также	1	4
72	в жизнь	2	4
73	с одной	2	4
74	в начале	4	4
75	из них	7	4
76	одно из	2	4
77	в одном	2	4
78	как будто	4	4
79	до конца	1	4
80	одной стороны	2	4
81	по существу	1	4
82	и для	4	4
83	жизни в	1	4
84	отношению к	3	4
85	отношения к	1	3
86	например в	3	3
87	самом деле	1	3
88	для которого	1	3
89	едва ли	14	3
90	той же	3	3
91	но уже	1	3
92	отнюдь не	2	3
93	однако не	1	3
94	и как	1	3
95	и к	2	3
96	но в	3	3
97	бы и	2	3
98	на его	1	3
99	первых десятилетий	1	3
100	а затем	5	3
101	самим собой	1	3
102	в глазах	2	3
103	в г	17	3
104	с точки	1	3
105	только для	1	3
106	однако если	1	3
107	по своей	1	3
108	потому что	6	3
109	в области	1	3
110	уже о	2	3
111	для его	1	3
112	все еще	1	3
113	еще в	4	3
114	прежде всего	4	3
115	между тем	4	3
116	вслед за	2	3
117	все время	2	3
118	в самом	4	3
119	наконец в	2	3
120	в соответствии	1	3
121	о чем	3	3
122	мира в	4	3
123	как это	4	3
124	там где	1	3
125	это как	1	3
126	жизни и	3	3
127	как на	1	3
128	том числе	3	3
129	того же	3	2
130	в первом	2	2
131	для своего	1	2
132	как мы	4	2
133	вопрос о	3	2
134	не вполне	2	2
135	на себя	7	2
136	из того	1	2
137	то это	2	2
138	и на	7	2
139	время в	1	2
140	бы то	2	2
141	во всех	3	2
142	отношение к	2	2
143	и вовсе	2	2
144	все же	4	2
145	когда он	1	2
146	не знает	1	2
147	так или	3	2
148	представляет собой	1	2
149	в нем	6	2
150	том чтобы	1	2
151	человека в	3	2
152	то ни	2	2
153	и с	5	2
154	а по	1	2
155	его в	4	2
156	знает что	1	2
157	действительности в	1	2
158	было бы	8	2
159	и даже	1	2
160	той или	1	2
161	со своими	1	2
162	не всегда	2	2
163	он и	1	2
164	несмотря на	1	2
165	и тогда	1	2
166	еще раз	1	2
167	со всей	1	2
168	и при	1	2
169	и ее	2	2
170	ни было	2	2
171	в конце	2	2
172	по себе	1	2
173	автора и	1	2
174	между людьми	1	2
175	не менее	4	2
176	в принципе	2	2
177	с которой	1	2
178	как о	1	2
179	от жизни	1	2
180	того чтобы	6	2
181	как раз	1	2
182	другой стороны	1	2
183	у нас	1	2
184	вот в	1	2
185	следует признать	2	2
186	числе и	1	2
187	для себя	1	2
188	то она	1	2
189	и сам	3	2
190	что у	4	2
191	не с	1	2
192	во второй	1	2
193	если бы	9	2
194	одного из	1	2
195	что и	7	2
196	во всей	1	2
197	в лице	2	2
198	как например	1	2
199	с ними	2	2
200	связи с	3	2
201	за ним	1	2
202	к своим	1	2
203	ни с	1	2
204	для него	1	2
205	тем что	3	2
206	для того	5	2
207	или иной	1	2
208	или иначе	3	2
209	что не	1	2
210	выше и	1	2
211	а на	2	2
212	не означает	1	2
213	если не	2	2
214	все более	1	2
215	в полном	1	2
216	так же	1	2
217	берет на	2	2
218	если это	1	2
219	быть не	1	2
220	с этой	3	2
221	один из	5	2
222	что в	9	2
223	в каждой	1	2
224	внимание на	1	2
225	же в	4	2
226	в свою	1	2
227	к этому	5	2
228	в союзе	1	1
229	как известно	2	1
230	была бы	1	1
231	и т	2	1
232	и хотя	2	1
233	с кем	1	1
234	древней и	1	1
235	тех же	3	1
236	исходя из	1	1
237	идет о	2	1
238	общественном сознании	1	1
239	и есть	2	1
240	из самых	2	1
241	по которым	2	1
242	из его	2	1
243	в какой-то	2	1
244	и за	2	1
245	по его	1	1
246	обойтись без	1	1
247	и объектом	1	1
248	обнаруживается и	1	1
249	в поход	1	1
250	одних и	2	1
251	память о	1	1
252	в последнем	1	1
253	интересов ни	1	1
254	в решении	1	1
255	говорить о	2	1
256	власть над	1	1
257	в ней	3	1
258	он был	2	1
259	в чем	1	1
260	в создании	1	1
261	во внешнем	1	1
262	в обеих	3	1
263	как правило	3	1
264	о смерти	1	1
265	если в	2	1
266	конечном счете	1	1
267	не просто	1	1
268	друг от	1	1
269	нет и	2	1
270	человеку и	2	1
271	этих словах	1	1
272	что автор	1	1
273	в истории	5	1
274	первый взгляд	1	1
275	независимо от	5	1
276	с этим	5	1
277	в художественном	1	1
278	в своем	6	1
279	ему кажется	1	1
280	что касается	3	1
281	что по	2	1
282	самом начале	2	1
283	более или	1	1
284	актов и	2	1
285	активность не	1	1
286	за собой	2	1
287	себе как	1	1
288	жизни еще	1	1
289	жизни так	2	1
290	в нашем	2	1
291	т п	2	1
292	ни одна	2	1
293	уже в	4	1
294	как он	3	1
295	двух других	2	1
296	что эти	1	1
297	отцом и	1	1
298	больше всего	1	1
299	тем не	1	1
300	отказа от	1	1
301	он не	2	1
302	и еще	2	1
303	в силу	2	1
304	что однако	1	1
305	период который	1	1
306	с объектом	1	1
307	обычно на	1	1
308	а то	1	1
309	его не	1	1
310	на все	1	1
311	второй половины	2	1
312	первую очередь	3	1
313	обстоятельством что	1	1
314	не хуже	1	1
315	путеводную нить	1	1
316	всю свою	1	1
317	еще одно	1	1
318	из первых	1	1
319	в них	4	1
320	о которых	1	1
321	жизни от	1	1
322	этого не	1	1
323	и уже	1	1
324	от сцены	1	1
325	чем в	2	1
326	ведет к	1	1
327	на этот	4	1
328	начала войны	1	1
329	на пути	2	1
330	только тем	1	1
331	на первый	1	1
332	в первую	3	1
333	во время	6	1
334	уважение к	1	1
335	этой связи	1	1
336	нас не	1	1
337	во времена	1	1
338	в их	3	1
339	то для	1	1
340	лишь тогда	1	1
341	и новый	1	1
342	не столько	1	1
343	прибегает к	1	1
344	значение для	1	1
345	права на	1	1
346	такую же	1	1
347	другом и	1	1
348	друг другу	3	1
349	девушка из	1	1
350	ты моя	1	1
351	и является	1	1
352	была не	2	1
353	как от	1	1
354	не требуется	1	1
355	в устах	1	1
356	со многими	1	1
357	бы быть	1	1
358	вовсе не	2	1
359	тому что	4	1
360	своих интересов	1	1
361	поручает ему	1	1
362	из бесчисленных	1	1
363	на два	1	1
364	на ее	1	1
365	с и	4	1
366	что ей	1	1
367	и внутренней	1	1
368	его участников	1	1
369	не имеет	3	1
370	преимущественно на	1	1
371	к концу	3	1
372	той самой	1	1
373	и теперь	1	1
374	участию в	1	1
375	не по	4	1
376	в помине	1	1
377	не столь	2	1
378	в действительности	2	1
379	к той	1	1
380	и всех	1	1
381	его с	1	1
382	приходит к	1	1
383	в театре	2	1
384	очень точно	1	1
385	от друга	1	1
386	в виду	2	1
387	свою очередь	1	1
388	с каким	1	1
389	свои силы	1	1
390	и от	4	1
391	из последствий	1	1
392	так в	2	1
393	вероятно и	1	1
394	обращаясь к	1	1
395	с собой	2	1
396	времени и	1	1
397	было в	1	1
398	культуры на	1	1
399	здесь нет	1	1
400	как ему	1	1
401	имеется в	1	1
402	разного рода	1	1
403	жизнь и	1	1
404	в ход	1	1
405	пойдет о	1	1
406	в некой	1	1
407	число примеров	1	1
408	самой жизни	1	1
409	столь же	9	1
410	второй половине	1	1
411	но мы	1	1
412	только за	1	1
413	времени в	2	1
414	нас в	1	1
415	восходит к	4	1
416	материал для	1	1
417	и были	1	1
418	лет спустя	1	1
419	нуждается в	1	1
420	искусства к	1	1
421	бы в	2	1
422	самого конца	1	1
423	отношений с	1	1
424	них в	1	1
425	в середине	4	1
426	нравственности в	1	1
427	также в	2	1
428	они знали	1	1
429	в литературе	1	1
430	тех пор	3	1
431	к нему	3	1
432	в искусстве	1	1
433	в двух	6	1
434	среди других	1	1
435	одной из	4	1
436	будь то	1	1
437	с каждым	1	1
438	будто бы	1	1
439	к их	3	1
440	не идет	1	1
441	по мнению	1	1
442	в единственном	3	1
443	вот этот	1	1
444	так что	5	1
445	для всех	3	1
446	и у	2	1
447	то и	1	1
448	существу своему	1	1
449	приобщиться к	1	1
450	на протяжении	10	1
451	речь в	1	1
452	превратившегося из	1	1
453	т и	2	1
454	и их	3	1
455	в котором	3	1
456	слово как	1	1
457	так как	4	1
458	два столетия	1	1
459	друг друга	3	1
460	у него	4	1
461	годы и	1	1
462	на долю	1	1
463	в каждом	3	1
464	были с	1	1
465	где в	1	1
466	для молодого	2	1
467	до самого	1	1
468	только на	1	1
469	знали что	1	1
470	никого не	1	1
471	из двух	1	1
472	даже не	3	1
473	убеждается в	1	1
474	не ведая	1	1
475	пришли к	1	1
476	в общественном	1	1
477	не один	1	1
478	если говорить	1	1
479	и тех	2	1
480	и ситуаций	1	1
481	а с	1	1
482	человека из	1	1
483	просит у	1	1
484	что для	4	1
485	к более	1	1
486	же для	1	1
487	к человеку	1	1
488	сделать их	1	1
489	не было	3	1
490	с тем	5	1
491	не на	1	1
492	сам себе	1	1
493	в руках	4	1
494	возвращаясь к	2	1
495	и я	2	1
496	без которых	1	1
497	в связи	3	1
498	по заказу	1	1
499	на фоне	1	1
500	этой же	1	1
501	двух последних	1	1
502	из трех	1	1
503	текста в	1	1
504	общего с	1	1
505	со словом	1	1
506	и самой	1	1
507	из героев	1	1
508	не намерен	1	1
509	нет ни	1	1
510	над ним	1	1
511	к своему	1	1
512	конечно не	1	1
513	именно тогда	1	1
514	нить в	1	1
515	целом ряде	1	1
516	не зная	1	1
517	в той	2	1
518	о соотношении	2	1
519	и там	1	1
520	ли не	7	1
521	за которым	1	1
522	в контексте	1	1
523	затем и	2	1
524	человека который	1	1
525	между отцом	1	1
526	все это	3	1
527	общественной жизни	1	1
528	характерные для	1	1
529	говорят и	1	1
