N	3gram	Tiupa_Hudo_1	FransuaR
1	то же время	8	6
2	в то же	8	6
3	до сих пор	2	4
4	но в то	3	4
5	в связи с	3	4
6	на самом деле	1	3
7	как и все	1	3
8	в отличие от	1	3
9	а также и	1	3
10	не было ни	1	3
11	мы уже говорили	1	3
12	по отношению к	8	2
13	жизни и смерти	3	2
14	в этом отношении	3	2
15	можно было бы	4	2
16	как раз в	2	2
17	в значительной степени	2	2
18	не может быть	2	2
19	в данном случае	1	2
20	о том что	9	2
21	как и в	3	2
22	дело здесь не	1	1
23	на том что	1	1
24	при встрече с	2	1
25	же время это	1	1
26	все дело в	1	1
27	том что в	2	1
28	прежде всего на	1	1
29	прежде всего в	1	1
30	не знает ни	1	1
31	мы узнаем что	1	1
32	здесь прежде всего	1	1
33	о том как	2	1
34	сих пор еще	1	1
35	потому что не	1	1
36	может быть только	1	1
37	с точки зрения	3	1
38	вместо того чтобы	2	1
39	об этом в	1	1
40	за то что	1	1
41	на них и	1	1
42	к жизни и	2	1
43	вообще во всех	1	1
44	на себе печать	1	1
45	об этом так	1	1
46	время это и	1	1
47	в первом случае	1	1
48	в высшей степени	1	1
49	несет на себе	2	1
50	нельзя не согласиться	1	1
51	и в этом	1	1
52	выражение лица у	1	1
53	как будто бы	1	1
54	не только для	1	1
55	в заключительной главе	2	1
56	во всяком случае	1	1
57	же время не	1	1
58	в свое время	1	1
59	xx века в	1	1
60	лица у него	1	1
61	между этими двумя	1	1
62	узком смысле слова	1	1
63	в свою очередь	1	1
64	связи с этим	2	1
65	но и для	1	1
66	с самого начала	1	1
67	и в самом	3	1
68	этой связи и	1	1
69	в узком смысле	1	1
70	этим не исчерпывается	1	1
71	так и по	1	1
72	но все же	1	1
73	в том что	6	1
74	и состоит что	1	1
