N	2gram	Voloshinov_1	Psycholo
1	и в	38	38
2	то что	8	35
3	все время	5	30
4	в том	2	25
5	в самом	4	25
6	самом деле	4	21
7	что в	1	20
8	может быть	13	19
9	и что	1	18
10	на то	1	16
11	точки зрения	10	16
12	в ней	8	15
13	то есть	4	15
14	том что	3	14
15	если бы	4	14
16	как бы	28	14
17	потому что	5	14
18	в этом	10	13
19	в этой	6	13
20	не только	27	12
21	таким образом	7	12
22	было бы	7	12
23	не в	6	12
24	мы видим	3	12
25	мы увидим	5	12
26	что он	2	11
27	то же	14	10
28	в сущности	1	10
29	что это	4	10
30	и не	14	10
31	же самое	5	10
32	и все	4	10
33	увидим что	2	9
34	с точки	5	9
35	того чтобы	7	9
36	и то	3	8
37	с этим	2	8
38	все же	7	8
39	и как	9	8
40	с тем	8	8
41	как и	10	8
42	в одном	3	8
43	видим что	2	8
44	и это	7	8
45	так что	1	8
46	вовсе не	2	8
47	как раз	1	8
48	для того	9	8
49	перед нами	3	8
50	для нас	3	8
51	мы уже	10	7
52	с другой	1	7
53	мы можем	7	7
54	не может	12	7
55	все то	2	7
56	как мы	9	7
57	в ее	3	7
58	что у	3	7
59	никак не	1	7
60	между тем	3	7
61	а не	6	7
62	а в	5	7
63	и на	6	6
64	в которых	2	6
65	к чему	2	6
66	как это	5	6
67	и если	1	6
68	он не	2	6
69	мы видели	5	6
70	в котором	3	6
71	тому что	5	6
72	она не	1	6
73	самого начала	4	6
74	и его	7	6
75	к тому	4	6
76	с самого	4	6
77	ясно что	2	6
78	и здесь	3	6
79	о том	4	6
80	один из	4	6
81	если мы	4	6
82	из них	3	6
83	так как	7	6
84	до сих	1	6
85	которых мы	1	6
86	там где	1	6
87	он говорит	1	6
88	мы не	9	5
89	я не	1	5
90	в своем	1	5
91	в которой	7	5
92	так сказать	4	5
93	на этом	1	5
94	в другом	1	5
95	к которым	1	5
96	несмотря на	2	5
97	в своей	2	5
98	и когда	2	5
99	в его	6	5
100	в какой	2	5
101	но и	13	5
102	действующих лиц	1	5
103	вместе с	5	5
104	в той	5	5
105	сих пор	2	5
106	или в	2	5
107	о котором	1	5
108	другой стороны	1	5
109	совершенно не	3	5
110	что эти	2	4
111	до крайности	1	4
112	которую мы	1	4
113	во всех	6	4
114	не то	1	4
115	как в	2	4
116	когда он	1	4
117	в целом	4	4
118	все эти	2	4
119	в тех	3	4
120	в себе	9	4
121	если он	3	4
122	в нем	4	4
123	при этом	9	4
124	здесь мы	3	4
125	не мог	3	4
126	но если	1	4
127	что этот	1	4
128	что эта	1	4
129	одна из	1	4
130	в нас	2	4
131	никогда не	7	4
132	в самой	1	4
133	как будто	1	4
134	мы все	1	4
135	когда в	1	4
136	в виду	3	4
137	образом мы	1	4
138	что и	3	4
139	с той	1	4
140	только в	6	4
141	конечно не	3	4
142	не можем	1	4
143	при помощи	1	4
144	у него	1	4
145	и даже	3	4
146	из которых	3	4
147	по своему	3	4
148	в течение	1	4
149	того что	4	4
150	и для	3	4
151	в свою	6	4
152	сказать что	3	4
153	в своих	2	4
154	должен быть	2	3
155	того же	1	3
156	и этот	1	3
157	из всех	1	3
158	до такой	1	3
159	оба эти	1	3
160	и к	4	3
161	но в	5	3
162	та же	3	3
163	из этих	1	3
164	не к	3	3
165	одно и	4	3
166	могла бы	1	3
167	конечно в	1	3
168	бы в	5	3
169	его в	4	3
170	и тем	6	3
171	ни в	1	3
172	мы говорили	2	3
173	место в	2	3
174	в поэме	1	3
175	стоит только	1	3
176	бы не	2	3
177	с теми	1	3
178	в то	9	3
179	того как	1	3
180	в основе	2	3
181	как только	4	3
182	и конечно	2	3
183	на это	4	3
184	и о	1	3
185	из двух	2	3
186	к тем	1	3
187	наряду с	1	3
188	из одного	1	3
189	были бы	4	3
190	здесь не	2	3
191	тот же	2	3
192	уже говорили	1	3
193	был бы	1	3
194	не так	3	3
195	ее не	1	3
196	тем что	2	3
197	такое же	1	3
198	так называемой	4	3
199	в речи	1	3
200	это только	1	3
201	который мы	2	3
202	но это	2	3
203	все это	4	3
204	она должна	1	3
205	указать на	1	3
206	от имени	1	3
207	больше и	2	3
208	главным образом	3	3
209	однако мы	1	3
210	к этому	2	3
211	в таком	1	3
212	не иначе	1	2
213	отношения к	3	2
214	например в	1	2
215	увидим ниже	1	2
216	на самом	3	2
217	он может	1	2
218	которое вызывает	1	2
219	что смысл	1	2
220	которую они	1	2
221	нас на	1	2
222	не имеют	1	2
223	и больше	2	2
224	той же	5	2
225	всего того	1	2
226	нам в	3	2
227	разве не	1	2
228	между собой	2	2
229	столь же	1	2
230	что его	1	2
231	одним словом	1	2
232	все больше	2	2
233	видели что	3	2
234	но как	2	2
235	в общем	1	2
236	очевидно что	2	2
237	уже как	1	2
238	не просто	2	2
239	отнюдь не	10	2
240	в истории	1	2
241	в одной	1	2
242	что именно	3	2
243	как к	1	2
244	целый ряд	3	2
245	и наконец	5	2
246	ясно и	1	2
247	со своей	1	2
248	представляет собой	2	2
249	он в	1	2
250	как действительный	1	2
251	что так	1	2
252	думать что	1	2
253	остановиться на	1	2
254	не могла	1	2
255	своим собственным	1	2
256	в прямом	1	2
257	у древних	1	2
258	всех этих	1	2
259	в силу	1	2
260	и вот	3	2
261	одной и	2	2
262	так например	1	2
263	тем в	1	2
264	и дает	1	2
265	которые с	2	2
266	и уже	3	2
267	же самый	1	2
268	от своего	1	2
269	превратилась в	1	2
270	сама собой	1	2
271	должны были	2	2
272	и той	5	2
273	совершенно иначе	2	2
274	друг другу	2	2
275	но они	1	2
276	и эти	1	2
277	их в	3	2
278	том и	1	2
279	в этих	2	2
280	или если	1	2
281	заставляет его	1	2
282	нет никакого	1	2
283	этими двумя	1	2
284	в русской	1	2
285	дело не	1	2
286	говорит один	1	2
287	и всегда	1	2
288	ничего не	8	2
289	находятся в	1	2
290	либо в	2	2
291	на те	1	2
292	же самая	2	2
293	у нас	4	2
294	не могут	1	2
295	когда мы	6	2
296	что оно	3	2
297	утверждать что	1	2
298	из всего	2	2
299	свою очередь	4	2
300	только то	1	2
301	уяснить себе	2	2
302	в глаза	1	2
303	одного из	1	2
304	своему прямому	1	2
305	вошел в	2	2
306	мы в	3	2
307	же мере	1	2
308	для этого	1	2
309	со стороны	1	2
310	внимание к	1	2
311	с ним	2	2
312	или от	1	2
313	и та	1	2
314	но мы	2	2
315	и во	1	2
316	у них	2	2
317	слов и	7	2
318	и следовательно	5	2
319	и одновременно	1	2
320	с каждым	1	2
321	и часто	1	2
322	и действительно	1	2
323	должен был	1	2
324	нам удалось	1	2
325	сам собой	1	2
326	это же	2	2
327	все они	1	2
328	в качестве	4	2
329	для всех	2	2
330	есть в	1	2
331	уже не	4	2
332	или не	1	2
333	чтобы он	1	2
334	в виде	1	2
335	или положение	1	2
336	для него	3	2
337	могло бы	1	2
338	иначе как	1	2
339	в конце	6	2
340	но что	3	2
341	заметить что	2	2
342	это будет	1	2
343	свою мысль	1	2
344	здесь в	1	2
345	как же	1	2
346	еще и	2	2
347	а с	5	2
348	же точно	1	2
349	на возможность	2	2
350	эти слова	8	2
351	хотя бы	18	2
352	к своему	4	2
353	к самой	1	2
354	смысле этого	2	2
355	что всякое	3	2
356	что же	8	2
357	в первой	2	2
358	этого слова	3	2
359	с этой	1	2
360	своей жизни	5	2
361	мы найдем	2	2
362	не знаем	4	2
363	же в	1	2
364	так же	4	2
365	нам не	1	2
366	была бы	1	2
367	можем не	2	2
368	указывают на	1	2
369	и другие	1	2
370	значения этого	1	1
