N	3gram	Propp_Isto_2	Vladivir
1	в том что	5	9
2	в связи с	4	8
3	тем не менее	1	6
4	в это время	1	4
5	в отличие от	1	3
6	точно так же	6	3
7	так или иначе	1	3
8	то что он	1	3
9	о том что	2	3
10	на то что	2	2
11	том что он	1	2
12	можно было бы	3	2
13	как бы его	1	2
14	сам по себе	1	2
15	не только в	4	2
16	так как это	1	2
17	не то что	1	2
18	к этому времени	1	2
19	после того как	2	2
20	и в его	1	2
21	что здесь в	1	1
22	что иное как	2	1
23	он все же	1	1
24	так же и	3	1
25	уже потому что	1	1
26	в этом случае	5	1
27	и кроме того	1	1
28	до сих пор	6	1
29	к ней с	1	1
30	наряду с этим	2	1
31	лес и в	1	1
32	а может быть	1	1
33	не говорится но	1	1
34	место на котором	1	1
35	с этим в	1	1
36	почти никогда не	1	1
37	вместе с тем	5	1
38	что это за	2	1
39	каждый из этих	1	1
40	до конца и	1	1
41	в высшей степени	1	1
42	в возрасте лет	1	1
43	но вместе с	1	1
44	хотя бы на	1	1
45	из них не	1	1
46	и в котором	1	1
47	не может быть	2	1
48	что и здесь	1	1
49	нужно было бы	1	1
50	но чтобы понять	1	1
51	казалось бы что	1	1
52	прежде всего нужно	1	1
53	связи с этим	1	1
54	мы увидим ниже	4	1
55	не говорится о	1	1
56	с самого начала	2	1
57	это значит что	1	1
58	и прежде всего	1	1
59	но все же	4	1
60	с этой стороны	1	1
61	за то что	1	1
62	по этому поводу	1	1
63	но это не	1	1
64	не что иное	2	1
65	оказывается что в	1	1
66	и в нем	1	1
67	в себе в	1	1
68	к тому же	2	1
69	уже с самого	2	1
70	и т д	18	1
