N	3gram	Propp_Isto_1	DiskursI
1	в отличие от	2	12
2	в том что	4	6
3	по отношению к	3	4
4	в этом отношении	1	4
5	с одной стороны	4	4
6	не может быть	7	3
7	о том что	3	3
8	одной стороны и	1	2
9	подобно тому как	1	2
10	в соответствии с	1	2
11	в этом случае	1	2
12	содержит в себе	1	2
13	дело в том	3	2
14	на первый взгляд	2	2
15	легко может быть	1	2
16	в другом месте	1	1
17	все дело в	1	1
18	мы имеем дело	1	1
19	прежде всего в	1	1
20	того или иного	1	1
21	там и не	2	1
22	с другой стороны	5	1
23	до известной степени	1	1
24	можно говорить о	1	1
25	друг на друга	1	1
26	бы то ни	2	1
27	имеем дело не	1	1
28	только то что	1	1
29	то что в	2	1
30	но и здесь	1	1
31	в этом утверждении	1	1
32	еще не есть	1	1
33	в это время	1	1
34	в значительной степени	1	1
35	между ним и	1	1
36	дело не с	1	1
37	то ни было	2	1
38	также может быть	1	1
39	говоря уже о	1	1
40	и в пределах	1	1
41	в себе как	1	1
42	и должно было	1	1
43	как будто бы	2	1
44	том что и	1	1
45	не могут быть	1	1
46	так и с	1	1
47	а не как	1	1
48	это своего рода	1	1
49	не в том	1	1
50	прошлого и в	2	1
51	в самых общих	1	1
52	о смерти а	1	1
53	в иных случаях	1	1
54	равно как и	1	1
55	в одном из	1	1
56	с самого начала	2	1
57	это отнюдь не	1	1
58	может быть названо	1	1
59	в большинстве случаев	4	1
60	тем не менее	6	1
61	не говоря уже	1	1
62	он как бы	1	1
