N	2gram	Propp_Isto_5	VeschiIm
1	т е	16	42
2	не может	6	33
3	не только	13	31
4	может быть	17	29
5	и не	11	28
6	и в	25	26
7	то что	7	24
8	и есть	1	23
9	значит что	2	22
10	это значит	2	22
11	и т	20	21
12	т д	18	20
13	а не	2	20
14	что она	1	14
15	только в	7	14
16	по себе	2	13
17	и что	8	13
18	того что	2	13
19	есть не	1	12
20	все же	10	12
21	в себя	3	12
22	что это	5	12
23	было бы	1	12
24	и ее	1	12
25	но и	13	12
26	сказать что	2	12
27	а и	1	11
28	таким образом	9	11
29	то же	4	10
30	в ней	5	10
31	как бы	2	10
32	что такое	1	10
33	потому что	7	10
34	уже не	11	10
35	что мы	2	10
36	в самом	1	9
37	и с	3	9
38	в том	6	9
39	что не	1	9
40	еще и	1	9
41	прежде всего	6	9
42	в себе	1	8
43	на то	2	8
44	смысл и	1	8
45	и это	4	8
46	ничего не	2	8
47	но это	7	8
48	также и	1	7
49	в этом	10	7
50	его в	9	7
51	с другими	4	7
52	том что	8	7
53	в то	3	7
54	со своим	1	7
55	ли это	1	7
56	что оно	1	7
57	указывает на	1	7
58	в свете	3	7
59	д и	1	7
60	себя в	6	7
61	так как	11	7
62	и пр	3	7
63	е в	3	7
64	совершенно не	2	7
65	есть и	1	7
66	со стороны	2	6
67	что они	1	6
68	и как	3	6
69	но в	1	6
70	есть ли	1	6
71	точки зрения	2	6
72	но если	1	6
73	с ним	4	6
74	ее не	1	6
75	она не	2	6
76	ясно что	5	6
77	и только	1	6
78	а если	2	6
79	так что	2	6
80	для него	1	6
81	относится к	1	6
82	жизни и	2	6
83	что в	8	6
84	того же	2	5
85	на себя	3	5
86	но не	5	5
87	отнюдь не	1	5
88	чем же	1	5
89	как к	1	5
90	должна быть	1	5
91	это не	6	5
92	с тем	8	5
93	не в	6	5
94	тем не	4	5
95	не менее	4	5
96	одна из	2	5
97	свою очередь	1	5
98	в ее	4	5
99	должны быть	1	5
100	если бы	2	5
101	для этого	1	5
102	другими словами	1	5
103	еще не	8	5
104	что для	1	5
105	ни на	1	5
106	ни от	1	5
107	с этой	2	5
108	и для	2	5
109	из себя	4	5
110	а в	3	5
111	в свою	3	5
112	мы не	5	4
113	я не	1	4
114	то это	3	4
115	в их	1	4
116	во всех	2	4
117	его на	4	4
118	с этим	5	4
119	в своем	1	4
120	и мы	2	4
121	на почве	1	4
122	как и	7	4
123	вещи в	1	4
124	с точки	1	4
125	и более	1	4
126	что есть	1	4
127	же время	1	4
128	должен быть	2	4
129	и о	1	4
130	о том	7	4
131	с другой	9	4
132	что и	6	4
133	то и	1	4
134	из них	2	4
135	тем что	10	4
136	со всем	1	4
137	и даже	1	4
138	даже не	1	4
139	как же	1	4
140	знания и	1	4
141	и потому	2	4
142	в данном	3	4
143	быть не	1	4
144	как только	1	4
145	и все	3	4
146	оно не	1	4
147	себя как	1	3
148	сам по	1	3
149	самом деле	2	3
150	или ее	1	3
151	мы имеем	14	3
152	вопрос о	2	3
153	из того	1	3
154	но даже	1	3
155	не то	1	3
156	явление как	2	3
157	себе не	1	3
158	вопроса о	1	3
159	в нем	7	3
160	подобно тому	1	3
161	на этом	3	3
162	в жизни	1	3
163	несмотря на	2	3
164	и тогда	1	3
165	можно только	1	3
166	в своей	2	3
167	все это	4	3
168	их в	3	3
169	чтобы она	2	3
170	как можно	2	3
171	и другое	1	3
172	как о	1	3
173	тогда когда	2	3
174	в основе	1	3
175	само по	1	3
176	того чтобы	3	3
177	или как	2	3
178	к ней	1	3
179	к себе	1	3
180	к тому	1	3
181	всегда есть	1	3
182	на это	1	3
183	без всякого	1	3
184	и сам	2	3
185	и вообще	3	3
186	о ней	1	3
187	можно сказать	2	3
188	но когда	3	3
189	один из	2	3
190	мы видим	8	3
191	тот же	1	3
192	что он	22	3
193	но как	1	3
194	но то	1	3
195	не мешает	1	3
196	только на	1	3
197	а это	1	3
198	в одном	1	3
199	отношение к	1	3
200	никогда не	3	3
201	эти две	1	3
202	а с	1	3
203	вместе с	22	3
204	тому как	1	3
205	есть как	1	3
206	думают что	2	3
207	это может	1	3
208	бы в	1	3
209	хотя бы	1	3
210	целое с	1	3
211	от этого	4	2
212	как это	1	2
213	переход от	1	2
214	тем же	1	2
215	ту же	2	2
216	из его	1	2
217	мы уже	4	2
218	той же	1	2
219	как мы	5	2
220	человека и	2	2
221	и этого	1	2
222	не нужно	1	2
223	и всякий	1	2
224	себе и	1	2
225	и таким	2	2
226	наряду с	4	2
227	как в	6	2
228	понимать в	1	2
229	когда он	2	2
230	это тоже	1	2
231	что на	1	2
232	то в	2	2
233	приводит к	1	2
234	остановиться на	1	2
235	только один	3	2
236	если он	1	2
237	как совершенно	1	2
238	и если	1	2
239	он не	4	2
240	для того	3	2
241	в силу	1	2
242	и вот	1	2
243	или другое	1	2
244	но все	5	2
245	а затем	7	2
246	об этом	2	2
247	на этой	4	2
248	и тем	4	2
249	но уже	3	2
250	это общение	1	2
251	и уже	1	2
252	не указывает	1	2
253	и эти	1	2
254	но они	1	2
255	с которой	1	2
256	она могла	1	2
