N	2gram	Vinokur_St_1	Myshleni
1	и речи	2	38
2	точки зрения	11	26
3	таким образом	7	26
4	в том	36	24
5	и в	44	23
6	том что	29	21
7	в целом	5	20
8	с точки	8	18
9	в этом	21	17
10	того чтобы	11	17
11	то что	18	17
12	не только	18	16
13	так же	5	16
14	того что	9	15
15	для того	10	15
16	как и	9	14
17	речи в	1	14
18	может быть	15	14
19	но и	10	14
20	в его	9	14
21	что в	30	14
22	в развитии	1	12
23	не может	8	12
24	сказать что	7	11
25	как бы	4	11
26	в отношении	9	10
27	с другой	9	10
28	прежде всего	7	10
29	и с	3	9
30	между тем	3	9
31	в качестве	4	9
32	одной стороны	2	9
33	другой стороны	7	9
34	вместе с	1	9
35	и не	16	9
36	не является	3	9
37	то же	5	8
38	заключается в	4	8
39	нас к	1	8
40	в процессе	1	8
41	в основе	3	8
42	с самого	1	8
43	и на	1	8
44	с одной	3	8
45	мы не	2	7
46	вопрос о	4	7
47	по отношению	3	7
48	в самом	7	7
49	в этой	11	7
50	в другом	3	7
51	с тем	1	7
52	в то	9	7
53	так как	5	7
54	что он	10	7
55	отношению к	3	7
56	же как	3	6
57	в сущности	2	6
58	все это	5	6
59	столь же	4	6
60	с этим	3	6
61	в себе	2	6
62	лишь в	3	6
63	и тем	3	6
64	с этой	3	6
65	и его	8	6
66	другом месте	2	6
67	о том	17	6
68	только в	10	6
69	тем что	5	6
70	от того	1	6
71	именно в	6	6
72	потому что	6	6
73	из того	2	5
74	между собой	1	5
75	бы в	1	5
76	перед нами	1	5
77	но в	10	5
78	то время	2	5
79	на то	4	5
80	он не	2	5
81	и более	2	5
82	на основании	1	5
83	представить себе	1	5
84	если бы	9	5
85	тем самым	2	5
86	для этого	2	5
87	по себе	1	5
88	тому что	3	5
89	по своей	2	5
90	как мы	1	5
91	и что	4	5
92	можно сказать	1	5
93	так и	9	5
94	что для	3	5
95	что мы	5	5
96	и все	2	5
97	тем более	4	5
98	из этого	1	5
99	в какой	3	5
100	в своих	2	5
101	в котором	5	4
102	время как	2	4
103	в чем	3	4
104	с его	1	4
105	но не	3	4
106	как в	13	4
107	целый ряд	2	4
108	говорит что	3	4
109	и к	1	4
110	все эти	5	4
111	что она	4	4
112	при этом	2	4
113	их в	2	4
114	что все	2	4
115	было бы	17	4
116	ни в	3	4
117	со всей	1	4
118	в своей	6	4
119	не столько	1	4
120	не в	12	4
121	убедиться в	2	4
122	этом отношении	7	4
123	к тому	1	4
124	должен быть	3	4
125	для себя	3	4
126	в пользу	2	4
127	во всей	1	4
128	в свете	1	4
129	в одном	1	4
130	как раз	4	4
131	это положение	1	4
132	до сих	7	4
133	фактов и	1	4
134	а с	3	4
135	по существу	2	4
136	этого слова	2	4
137	сих пор	7	4
138	в результате	3	4
139	хотя бы	6	4
140	к этому	1	4
141	как на	1	4
142	отношения к	2	3
143	в такой	2	3
144	и то	5	3
145	самом деле	11	3
146	как известно	1	3
147	полагает что	1	3
148	мы называем	1	3
149	оба эти	2	3
150	я не	7	3
151	с но	1	3
152	из которых	1	3
153	же мере	1	3
154	ответ на	3	3
155	в новом	4	3
156	друг от	1	3
157	что они	7	3
158	в одной	1	3
159	что именно	1	3
160	в своем	2	3
161	все же	8	3
162	еще на	1	3
163	в которой	4	3
164	что это	4	3
165	он в	1	3
166	из этих	6	3
167	как он	1	3
168	всей его	1	3
169	в наших	2	3
170	сейчас не	1	3
171	в первую	2	3
172	том чтобы	1	3
173	факт что	1	3
174	его не	1	3
175	на все	1	3
176	показывает что	1	3
177	всегда и	1	3
178	на две	1	3
179	такой же	5	3
180	в которых	5	3
181	должны были	1	3
182	на эти	7	3
183	всего его	1	3
184	она не	2	3
185	тогда когда	1	3
186	не могло	1	3
187	ничего не	2	3
188	в области	14	3
189	в каком	3	3
190	могут быть	5	3
191	что оно	3	3
192	и это	2	3
193	от друга	1	3
194	не могу	1	3
195	можно было	13	3
196	об этом	3	3
197	вопроса и	1	3
198	и который	1	3
199	может не	2	3
200	этих двух	3	3
201	этот вопрос	4	3
202	который в	1	3
203	уже в	2	3
204	и других	1	3
205	обратиться к	1	3
206	всяком случае	6	3
207	мы находим	4	3
208	вовсе не	19	3
209	на этот	3	3
210	во всех	8	3
211	превращается в	2	3
212	а не	16	3
213	смысле этого	2	3
214	если не	2	3
215	тем и	1	3
216	и от	1	3
217	от всех	1	3
218	первую очередь	2	3
219	во всяком	6	3
220	речь идет	4	2
221	к вопросу	1	2
222	тех же	1	2
223	идет о	2	2
224	показать что	1	2
225	и до	1	2
226	что эти	1	2
227	едва ли	1	2
228	если к	1	2
229	в зависимости	1	2
230	той же	5	2
231	бы что	2	2
232	почти исключительно	1	2
233	зависимости от	1	2
234	ответа на	2	2
235	что его	1	2
236	в ее	4	2
237	со всеми	2	2
238	за пределы	2	2
239	к сожалению	3	2
240	и я	3	2
241	как говорит	1	2
242	чем мы	1	2
243	что как	2	2
244	хотя и	1	2
245	и понимания	1	2
246	от этого	2	2
247	в первом	2	2
248	бы и	4	2
249	в нашем	1	2
250	и те	2	2
251	нас сейчас	2	2
252	всех этих	2	2
253	свою собственную	2	2
254	он должен	2	2
255	и вот	1	2
256	но все	4	2
257	значительной степени	1	2
258	том же	1	2
259	вопрос и	1	2
260	ближе к	1	2
261	повод для	1	2
262	в них	1	2
263	является для	1	2
264	несмотря на	2	2
265	иначе говоря	1	2
266	в один	1	2
267	был бы	1	2
268	в этих	2	2
269	и при	1	2
270	равной мере	2	2
271	представление о	4	2
272	одном из	1	2
273	точку зрения	3	2
274	и эти	1	2
275	что этот	2	2
276	даже в	3	2
277	что эта	2	2
278	что с	2	2
279	не имеет	4	2
280	дело в	6	2
281	того как	1	2
282	к этим	1	2
283	к изучению	1	2
284	говорить о	2	2
285	никогда не	5	2
286	же время	4	2
287	что самое	1	2
288	на него	2	2
289	больше того	1	2
290	всех прочих	1	2
291	является то	1	2
292	начиная с	2	2
293	и другим	1	2
294	в наши	1	2
295	на вопрос	4	2
296	в конце	3	2
297	данном случае	6	2
298	что у	4	2
299	ясно что	10	2
300	каждого из	2	2
301	поэтому в	3	2
302	мы вправе	1	2
303	если это	3	2
304	в современной	1	2
305	чтобы выяснить	1	2
306	в двух	3	2
307	нуждается в	1	2
308	которые мы	1	2
309	уже не	1	2
310	вопроса о	3	2
311	в виде	3	2
312	в равной	2	2
313	в известном	1	2
314	ту или	1	2
315	одно из	2	2
316	для него	6	2
317	и даже	5	2
318	на ее	1	2
319	в основу	4	2
320	с той	1	2
321	чем он	1	2
322	если мы	1	2
323	связано с	1	2
324	чтобы убедиться	1	2
325	работы и	1	2
326	которых мы	1	2
327	этой главы	3	2
328	в слове	5	2
329	виде в	1	2
330	в частности	4	2
331	в связном	1	2
332	и потому	2	2
333	как это	4	2
334	о чем	1	2
335	в данном	14	2
336	целом ряде	1	2
337	в течение	1	2
338	там где	5	2
339	значение как	1	2
340	на которой	2	2
341	и таким	1	2
342	точно и	2	2
343	этого рода	1	2
344	о котором	2	2
345	которая в	1	2
346	постановке вопроса	1	2
347	а в	17	2
348	с ней	1	2
349	к его	1	2
350	занимает в	2	2
351	жизни и	5	2
352	можно назвать	2	2
353	нас более	1	1
354	и т	30	1
355	например в	8	1
356	исторического значения	1	1
357	но кто	1	1
358	ad hoc	1	1
359	на самом	6	1
360	этого последнего	1	1
361	показаться что	1	1
362	сделать хотя	1	1
363	и всем	1	1
364	ii и	2	1
365	не имеют	1	1
366	материала который	1	1
367	этому пути	1	1
368	по его	2	1
369	от своего	1	1
370	не обязанность	1	1
371	изложения и	1	1
372	в наиболее	1	1
373	совпадает с	2	1
374	стадию в	1	1
375	и другая	1	1
376	стороне дела	1	1
377	встречались с	1	1
378	но даже	1	1
379	то это	3	1
380	в виду	1	1
381	в ней	3	1
