N	3gram	Voloshinov_2	Vvedenie
1	для того чтобы	6	20
2	в том что	6	12
3	о том что	3	12
4	но также и	1	9
5	не может быть	10	8
6	тем не менее	1	8
7	до сих пор	3	6
8	в самом деле	5	6
9	то же время	8	6
10	в то же	8	6
11	с другой стороны	1	5
12	в широком смысле	1	5
13	что иное как	1	4
14	по отношению к	8	4
15	и в особенности	1	4
16	в этом случае	1	4
17	в этом отношении	1	4
18	по крайней мере	2	4
19	не только в	1	4
20	по сравнению с	1	4
21	так или иначе	1	4
22	во всяком случае	2	4
23	само по себе	1	4
24	не что иное	1	4
25	с одной стороны	3	4
26	истории языка и	1	3
27	одной стороны и	2	3
28	в собственном смысле	2	3
29	с тем что	1	3
30	широком смысле слова	1	3
31	но в то	5	3
32	и в том	1	3
33	можно сказать что	1	3
34	но все же	1	3
35	как мы видели	3	3
36	на том что	1	2
37	в другом месте	1	2
38	дело в том	1	2
39	не говоря уже	1	2
40	в соответствии с	1	2
41	то же самое	5	2
42	с точки зрения	13	2
43	по самой своей	1	2
44	может быть и	5	2
45	в данном отношении	1	2
46	на этой почве	5	2
47	того чтобы понять	2	2
48	смысле этого слова	4	2
49	между тем именно	1	2
50	не могут быть	1	2
51	самом деле как	1	2
52	в связи с	7	2
53	тем или иным	1	2
54	того что уже	1	2
55	языка и его	3	2
56	дать ответ на	1	2
57	как мы уже	3	2
58	мы уже знаем	2	2
59	той или иной	4	2
60	и того же	4	1
61	только в особых	1	1
62	самом деле даже	1	1
63	в той или	3	1
64	но как мы	1	1
65	не только по	1	1
66	то о чем	1	1
67	более или менее	2	1
68	чтобы убедиться в	1	1
69	на самом деле	4	1
70	что и эта	1	1
71	то или иное	1	1
72	говоря уже о	1	1
73	в таком случае	3	1
74	сам по себе	1	1
75	мысли как мы	1	1
76	него в этом	1	1
77	в отличие от	3	1
78	в истории языка	1	1
79	но и в	2	1
80	каждой из этих	1	1
81	так как если	2	1
82	не было бы	2	1
83	и т.д и	1	1
84	в гораздо большей	1	1
85	не сам по	1	1
86	или иной степени	2	1
87	том что не	1	1
88	в этом качестве	1	1
89	как если бы	4	1
90	и не в	3	1
91	иной степени в	1	1
92	в зависимости от	2	1
93	одно и то	3	1
94	и тогда когда	1	1
95	если же мы	1	1
96	так а не	1	1
97	уже о том	1	1
98	в тех областях	1	1
99	входит в ее	1	1
100	то ни было	4	1
101	самое что история	1	1
102	отношению к нему	1	1
103	и то же	3	1
104	отсюда следует что	3	1
105	быть и речи	2	1
106	и чем они	1	1
107	было бы в	1	1
108	от этого не	1	1
109	одним из наиболее	1	1
110	не иначе как	1	1
111	какой бы то	2	1
112	бы то ни	4	1
113	собственном смысле слова	2	1
114	а как на	1	1
115	в этой форме	1	1
116	лицом к лицу	1	1
117	из всего сказанного	1	1
118	речь идет об	1	1
119	не как на	1	1
120	и эта черта	1	1
121	в особых исключительных	1	1
122	же самое что	1	1
123	в свою очередь	5	1
124	всего того что	1	1
125	того или иного	2	1
126	с самого начала	5	1
127	не существует и	1	1
128	а не иначе	1	1
129	и прежде всего	2	1
130	но в этом	1	1
131	одного и того	4	1
132	к одной из	1	1
133	на то или	1	1
134	слова для того	1	1
135	но во всяком	1	1
136	к тому что	3	1
137	только в этом	2	1
138	именно для того	2	1
139	так называемой национальной	1	1
140	соответствии с этим	1	1
141	но ведь это	1	1
142	особых исключительных случаях	1	1
143	как мы знаем	1	1
144	только с помощью	1	1
