N	3gram	Voloshinov_1	Literetu
1	в этом отношении	1	5
2	в данном случае	1	4
3	с одной стороны	1	4
4	о том что	2	4
5	в том что	1	4
6	с точки зрения	6	3
7	не может быть	3	3
8	то что я	1	2
9	в самом деле	2	2
10	подобно тому как	1	2
11	то же самое	1	2
12	бы то ни	1	2
13	то ни было	1	2
14	той или иной	1	2
15	обратим внимание на	1	2
16	я и мир	1	1
17	что иное как	1	1
18	одних и тех	1	1
19	уже не может	1	1
20	на самом деле	4	1
21	именно то что	1	1
22	вместе с тем	1	1
23	по аналогии с	2	1
24	а то и	1	1
25	однако в рамках	1	1
26	может быть только	1	1
27	и тех же	1	1
28	быть может наиболее	1	1
29	не что иное	1	1
30	на первый взгляд	1	1
31	само нуждается в	1	1
32	это и есть	1	1
33	в связи с	1	1
34	для того чтобы	1	1
35	этой точки зрения	1	1
36	еще в году	1	1
37	в конечном счете	2	1
38	альфой и омегой	1	1
39	с этой точки	1	1
40	но отнюдь не	2	1
41	и т.п и	1	1
42	быть не может	1	1
