N	2gram	Vygotskiy__1	FransuaR
1	и в	31	56
2	то есть	26	24
3	в его	6	18
4	таким образом	20	17
5	в этом	12	14
6	в том	30	13
7	так и	3	13
8	в то	5	12
9	и его	7	12
10	то же	5	11
11	в них	2	11
12	в этих	4	11
13	до конца	6	11
14	как бы	5	11
15	еще не	1	10
16	в эпоху	1	10
17	эпохи в	3	9
18	в самом	11	9
19	и не	16	9
20	только в	14	9
21	но и	2	9
22	в сущности	10	8
23	во всех	1	8
24	не только	13	8
25	в нем	2	8
26	и с	2	8
27	и их	2	8
28	и даже	6	8
29	до сих	3	8
30	и др	1	8
31	по своему	1	8
32	сих пор	3	8
33	все это	8	8
34	том что	16	8
35	и на	1	7
36	как мы	2	7
37	у него	4	7
38	в частности	3	7
39	той же	3	6
40	в ее	5	6
41	в этой	3	6
42	но в	3	6
43	на его	1	6
44	точки зрения	15	6
45	языка и	1	6
46	вовсе не	6	6
47	мы видим	5	6
48	связи с	1	6
49	связаны с	1	6
50	прежде всего	4	6
51	границы между	1	6
52	в той	1	6
53	и все	5	6
54	потому что	10	6
55	с его	1	5
56	но не	3	5
57	в пределах	1	5
58	он не	3	5
59	роль в	3	5
60	мы видели	2	5
61	такой же	2	5
62	своего рода	1	5
63	в процессе	5	5
64	никогда не	8	5
65	в области	11	5
66	один из	4	5
67	не было	3	5
68	как и	16	5
69	в творчестве	1	5
70	в условиях	1	5
71	в результате	4	5
72	что в	23	5
73	и другие	4	5
74	ту же	2	4
75	например в	3	4
76	и потому	2	4
77	в ней	1	4
78	за пределы	1	4
79	и к	3	4
80	в которой	4	4
81	что это	6	4
82	в себе	4	4
83	при этом	19	4
84	их в	2	4
85	что все	3	4
86	и ее	1	4
87	и более	1	4
88	даже в	2	4
89	одна из	4	4
90	того чтобы	7	4
91	во всем	3	4
92	форм и	1	4
93	в духе	1	4
94	наконец в	2	4
95	образы и	2	4
96	в совершенно	4	4
97	времени и	1	4
98	и других	3	4
99	о том	7	4
100	в ту	1	4
101	с одной	5	4
102	в качестве	2	4
103	конечно не	1	4
104	так как	18	4
105	в особенности	1	4
106	в основе	2	4
107	в свете	1	4
108	в своих	4	4
109	в их	1	3
110	время в	1	3
111	явлениями и	1	3
112	в своем	3	3
113	перед нами	1	3
114	и наконец	1	3
115	его к	1	3
116	и всей	1	3
117	главным образом	2	3
118	и самый	1	3
119	слова и	1	3
120	здесь нет	1	3
121	во времена	1	3
122	не в	11	3
123	в таких	1	3
124	новое и	1	3
125	особый характер	1	3
126	казалось бы	2	3
127	во все	1	3
128	и был	1	3
129	и о	4	3
130	характер и	1	3
131	и здесь	2	3
132	настоящее время	2	3
133	а также	1	3
134	как форма	1	3
135	между тем	4	3
136	существенную роль	1	3
137	слов и	1	3
138	в литературе	1	3
139	как например	2	3
140	видели что	2	3
141	одной из	1	3
142	здесь с	1	3
143	так что	5	3
144	уже не	2	3
145	был бы	5	3
146	мы находим	1	3
147	что и	13	3
148	может быть	22	3
149	здесь в	1	3
150	еще и	1	3
151	что для	2	3
152	сказать что	7	3
153	там где	4	3
154	образом и	1	3
155	на эту	1	3
156	его творчество	1	3
157	в связи	2	3
158	в настоящее	2	3
159	в те	1	3
160	бы в	2	3
161	в большей	1	3
162	то что	32	3
163	том числе	1	3
164	и то	2	2
165	самом деле	9	2
166	на самом	2	2
167	по преимуществу	1	2
168	что эти	3	2
169	те времена	1	2
170	из всех	2	2
171	мы не	12	2
172	почти все	2	2
173	и явлений	1	2
174	конечно в	1	2
175	бы то	1	2
176	взгляде на	1	2
177	с другой	5	2
178	совсем не	3	2
179	значение и	1	2
180	что они	2	2
181	в центре	1	2
182	как к	2	2
183	хотя и	3	2
184	когда он	2	2
185	целый ряд	6	2
186	и как	2	2
187	в действительности	1	2
188	и хотя	1	2
189	бы и	2	2
190	с их	1	2
191	своем романе	1	2
192	и те	1	2
193	что она	6	2
194	все те	1	2
195	ни было	1	2
196	и еще	1	2
197	для понимания	1	2
198	и такие	1	2
199	людей и	1	2
200	в мире	1	2
201	его в	2	2
202	здесь как	1	2
203	и была	1	2
204	ни в	9	2
205	и построения	1	2
206	с тем	3	2
207	в слове	3	2
208	несмотря на	5	2
209	между собою	1	2
210	или менее	2	2
211	для него	1	2
212	и при	1	2
213	в своей	3	2
214	в котором	4	2
215	с точки	2	2
216	он дает	1	2
217	в которых	3	2
218	если бы	6	2
219	не могли	1	2
220	между людьми	1	2
221	лиц и	1	2
222	на котором	1	2
223	дело в	1	2
224	дело не	1	2
225	того как	1	2
226	что на	3	2
227	в каком	2	2
228	фактов и	2	2
229	не потому	1	2
230	числе и	1	2
231	только не	3	2
232	то время	5	2
233	и совершенно	5	2
234	темных людей	1	2
235	с ним	2	2
236	мире в	1	2
237	зрения на	2	2
238	его жизни	1	2
239	можно сказать	1	2
240	в значительной	1	2
241	и во	2	2
242	к нему	2	2
243	грань между	1	2
244	при взгляде	1	2
245	отметить что	2	2
246	во всей	1	2
247	было бы	6	2
248	указывает что	1	2
249	но с	1	2
250	очень далеких	1	2
251	что он	7	2
252	действующих лиц	1	2
253	очень много	1	2
254	это не	1	2
255	судить о	1	2
256	уже в	3	2
257	только на	3	2
258	этому вопросу	1	2
259	в известном	2	2
260	из них	2	2
261	точка зрения	4	2
262	в одном	2	2
263	к ним	2	2
264	как раз	2	2
265	в других	1	2
266	для того	6	2
267	человека и	2	2
268	видим что	2	2
269	далеких от	1	2
270	далеко не	2	2
271	говорит о	2	2
272	одной стороны	6	2
273	его как	1	2
274	точек зрения	3	2
275	не может	17	2
276	о себе	1	2
277	вместе с	8	2
278	так же	12	2
279	из которых	3	2
280	он говорит	1	2
281	а не	13	2
282	хотя он	1	2
283	с этой	4	2
284	но это	3	2
285	все же	5	2
286	и для	5	2
287	мы найдем	2	2
288	которые были	1	2
289	а в	6	2
290	между ними	1	2
291	это в	2	2
292	другой стороны	5	2
293	от всех	3	2
294	более или	2	2
295	к этому	4	2
296	смысле слова	3	1
297	то на	2	1
298	речь идет	3	1
299	говоря о	1	1
300	он также	1	1
301	того же	2	1
302	роль играет	1	1
303	идет о	2	1
304	тем же	3	1
305	из самых	1	1
306	фактами все	1	1
307	почти всегда	3	1
308	и могут	1	1
309	а как	1	1
310	и значение	1	1
311	по мнению	2	1
312	при анализе	1	1
313	особую точку	1	1
314	и свой	1	1
315	бы что	2	1
316	вопрос о	3	1
317	науки и	1	1
318	он как	1	1
319	свою особую	1	1
320	растений в	1	1
321	вместо того	1	1
322	ему в	1	1
323	то это	1	1
324	за всеми	1	1
325	или иным	2	1
326	форм мы	1	1
327	все остальное	1	1
328	литературы и	1	1
329	собой в	1	1
330	по этому	2	1
331	между собой	1	1
332	одного человека	1	1
333	в чем	2	1
334	там и	1	1
335	а следовательно	1	1
336	как у	1	1
337	друг к	1	1
338	мы еще	1	1
339	нашего автора	1	1
340	оно уже	1	1
341	еще далеко	1	1
342	чем это	1	1
343	и принципиальной	1	1
344	то он	1	1
345	о смерти	1	1
346	одном и	1	1
347	одной общей	1	1
348	с совершенно	2	1
349	некоторые черты	1	1
350	для измерения	1	1
351	одного и	2	1
352	это тот	1	1
353	полагаем что	1	1
354	чем же	1	1
355	ни взять	1	1
356	в одной	3	1
357	как в	9	1
358	для всех	4	1
359	стороны и	3	1
360	действительности же	1	1
361	в одних	1	1
362	на человека	1	1
363	что по	3	1
364	в древнейшем	1	1
365	в непосредственной	1	1
366	расстояние между	1	1
367	за собой	1	1
368	не можем	3	1
369	та же	3	1
370	и у	4	1
371	этих моментов	1	1
372	включает в	1	1
373	из этих	6	1
374	им в	3	1
375	свой особый	3	1
376	тому же	3	1
377	во многих	1	1
378	как он	2	1
379	всей его	1	1
380	можно себе	1	1
381	по словам	1	1
382	сцену в	1	1
383	не следует	1	1
384	всех остальных	1	1
385	главное в	1	1
386	каждая эпоха	1	1
387	связь образов	1	1
388	момента в	1	1
389	на таком	1	1
390	состоит в	3	1
391	к одному	1	1
392	не к	1	1
393	понятий и	2	1
394	мы полагаем	1	1
395	и вот	3	1
396	и сколько	1	1
397	подобно тому	5	1
398	что ни	1	1
399	в нее	1	1
400	не бывает	1	1
401	в основу	2	1
402	под воздействием	1	1
403	для всей	1	1
404	есть все	1	1
405	и всем	1	1
406	связанных с	1	1
407	те же	4	1
408	что мысль	1	1
409	на все	1	1
410	больше в	1	1
411	заключается в	7	1
412	его существенную	1	1
413	на почве	2	1
414	времена когда	1	1
415	этом смысле	2	1
416	и правды	1	1
417	и вы	1	1
418	смысле когда	1	1
419	можно привести	1	1
420	тот самый	1	1
421	что целью	1	1
422	не всегда	2	1
423	его и	3	1
424	бы эту	1	1
425	чем в	1	1
426	это совершенно	1	1
427	эпохи с	2	1
428	наши чувства	1	1
429	в приложении	1	1
430	автора и	1	1
431	она была	1	1
432	обратимся к	1	1
433	понятия и	1	1
434	этимологическое значение	1	1
435	и частей	1	1
436	и сейчас	2	1
437	применения и	1	1
438	по ее	1	1
439	лежат в	1	1
440	именно и	2	1
441	приложении к	1	1
442	оказывается что	5	1
443	в отличие	3	1
444	значение то	1	1
445	мысли и	2	1
446	бы мы	2	1
447	результате этого	1	1
448	не стоят	1	1
449	нем между	1	1
450	в шесть	1	1
451	почти совершенно	1	1
452	точку зрения	3	1
453	совершенно иначе	1	1
454	такую же	1	1
455	труда и	1	1
456	том же	2	1
457	о двух	1	1
458	показать что	8	1
459	этой работы	1	1
460	же мы	1	1
461	тому что	4	1
462	задачи и	3	1
463	и какая	1	1
464	вещей как	1	1
465	иной раз	1	1
466	самого начала	1	1
467	тогда когда	5	1
468	в науке	2	1
469	начинает с	2	1
470	совершенно правильно	4	1
471	следовательно и	1	1
472	только и	1	1
473	что самое	3	1
474	таким путем	2	1
475	явление в	1	1
476	лиц но	2	1
477	это слово	1	1
478	совершенно новую	1	1
479	же значение	1	1
480	как будто	5	1
481	этом отношении	2	1
482	и по-разному	1	1
483	их от	2	1
484	сравнить с	1	1
485	один раз	1	1
486	не могут	3	1
487	но вся	1	1
488	могут быть	11	1
489	и образного	1	1
490	его за	1	1
491	же самое	2	1
492	к другу	1	1
493	к тому	4	1
494	что оно	3	1
495	его с	1	1
496	как для	1	1
497	для его	1	1
498	они и	1	1
499	в полной	1	1
500	имеет место	2	1
501	если же	2	1
502	личное состояние	1	1
503	формы есть	1	1
504	гоголь в	1	1
505	слово которое	1	1
506	и это	3	1
507	речи мы	1	1
508	а затем	1	1
509	в виду	4	1
510	значительной мере	1	1
511	но при	1	1
512	на нем	1	1
513	нет никакой	3	1
514	только то	2	1
515	в себя	2	1
516	но мы	3	1
517	с самого	1	1
518	в монологе	1	1
519	и характер	2	1
520	отношения и	1	1
521	его слове	1	1
522	особенно в	1	1
523	живет в	1	1
524	черпала свои	1	1
525	это только	2	1
526	по сравнению	1	1
527	однако этот	1	1
528	громадное значение	1	1
529	точности и	1	1
530	смысле и	1	1
531	строго говоря	1	1
532	представления об	2	1
533	но к	3	1
534	на вопрос	2	1
535	и та	1	1
536	и что	8	1
537	утверждает что	2	1
538	каждый образ	1	1
539	из которой	1	1
540	для нас	5	1
541	там же	2	1
542	которых они	2	1
543	том или	1	1
544	тем или	2	1
545	этих слов	2	1
546	ее от	3	1
547	при изображении	1	1
548	все в	1	1
549	исторического развития	1	1
550	также в	1	1
551	и существенно	1	1
552	вещи как	1	1
553	известном смысле	1	1
554	том как	1	1
555	тот же	2	1
556	дело с	3	1
557	скорее как	1	1
558	традиции в	1	1
559	что даже	2	1
560	те которые	1	1
561	он очевидно	1	1
562	и так	4	1
563	бы ни	2	1
564	никаких новых	1	1
565	и тем	2	1
566	что эта	3	1
567	является прямым	1	1
568	со всеми	4	1
569	что внутренняя	2	1
570	как нечто	1	1
571	указывая что	1	1
572	тем чтобы	1	1
573	сильные в	1	1
574	но самое	1	1
575	и обратно	1	1
576	за ним	1	1
577	мы знаем	3	1
578	одно из	2	1
579	никто не	1	1
580	слова в	3	1
581	это верно	1	1
582	мы можем	4	1
583	только с	1	1
584	отличие от	4	1
585	и оценки	1	1
586	или ином	1	1
587	и вместе	2	1
588	чтобы показать	3	1
589	того что	10	1
590	с общим	1	1
591	со всем	1	1
592	без всякой	1	1
593	выходит за	1	1
594	себе представить	2	1
595	и из	1	1
596	имеет и	1	1
597	значение которое	1	1
598	именно в	1	1
599	совершенно точно	6	1
600	была и	1	1
601	такое же	1	1
602	а с	1	1
603	могут иметь	1	1
604	предмет и	1	1
605	больше и	1	1
606	из тех	1	1
607	на этот	1	1
608	которых мы	1	1
609	не быть	2	1
610	которые происходят	1	1
611	основных и	1	1
612	что обычно	1	1
613	которой он	1	1
614	под влиянием	3	1
615	должна была	2	1
616	очень часто	4	1
617	действия в	1	1
618	и вообще	1	1
619	было в	1	1
620	него в	2	1
621	иная чем	1	1
622	я уже	1	1
623	независимо от	2	1
624	вопросу и	1	1
625	их к	1	1
626	и мир	1	1
627	эпох и	1	1
628	другу и	1	1
629	сравнению с	1	1
