N	3gram	Propp_Isto_4	Myslijsy
1	в этом случае	3	5
2	не может быть	4	5
3	о том что	2	5
4	мере того как	1	4
5	по мере того	1	4
6	то же самое	2	4
7	до сих пор	5	4
8	и то что	5	4
9	только тогда когда	1	4
10	можно сказать что	1	4
11	на то что	3	4
12	тем не менее	2	4
13	внимание на то	1	3
14	вместе с тем	1	3
15	и т д	24	3
16	мы не можем	1	3
17	что иное как	3	2
18	подобно тому как	1	2
19	в этих случаях	7	2
20	на этот вопрос	2	2
21	в данном случае	3	2
22	в общих чертах	1	2
23	не могут быть	1	2
24	не в том	1	2
25	то что она	1	2
26	таким образом мы	1	2
27	после того как	2	2
28	что и в	1	2
29	потому что мы	1	2
30	в большинстве случаев	1	2
31	не что иное	3	2
32	тем что этот	1	1
33	в котором нет	1	1
34	обращаем внимание на	1	1
35	отсюда видно что	1	1
36	мы бы уже	1	1
37	но так как	1	1
38	ответить на этот	1	1
39	он может быть	1	1
40	в том числе	1	1
41	о том как	1	1
42	и не только	1	1
43	мы должны признать	1	1
44	есть период когда	1	1
45	но и в	1	1
46	не имеет никакого	1	1
47	это показывает что	1	1
48	предположить что это	1	1
49	и не может	1	1
50	точно так же	5	1
51	с ними в	1	1
52	и др в	1	1
53	при всей своей	1	1
54	может быть только	1	1
55	что даже и	1	1
56	может быть и	1	1
57	выше мы видели	2	1
58	тогда как в	1	1
59	ничего общего с	1	1
60	здесь мы имеем	1	1
61	если бы мы	1	1
62	ему при этом	1	1
63	этом случае мы	1	1
64	чтобы ответить на	1	1
65	смысле этого слова	2	1
66	в связи с	2	1
67	может быть решен	1	1
68	мы можем предположить	1	1
69	этот вопрос мы	1	1
70	с той же	1	1
71	таким же образом	1	1
72	только после того	1	1
73	то что по	1	1
74	и дошли до	1	1
75	то что как	1	1
76	с другой стороны	4	1
77	таким образом я	1	1
78	есть не что	1	1
79	можем предположить что	1	1
80	же самое что	1	1
81	очевидно что если	1	1
82	в то время	1	1
83	и вместе с	1	1
84	легко заметить что	1	1
85	то что есть	1	1
86	в связь с	1	1
87	к тому что	1	1
88	может быть выяснена	1	1
89	видоизменение уже существующих	1	1
90	как и в	1	1
91	мы видели что	3	1
