N	2gram	Nazirov_Vr_1	Problema
1	то что	7	38
2	и не	5	37
3	и в	8	35
4	не есть	1	33
5	не только	9	24
6	том что	3	19
7	о том	4	18
8	может быть	4	18
9	в этом	8	17
10	и вообще	1	16
11	но и	7	16
12	не менее	2	13
13	потому что	1	13
14	не может	2	13
15	и что	8	13
16	во всяком	1	13
17	также и	1	12
18	тем не	1	12
19	того что	1	12
20	в том	3	12
21	не просто	1	11
22	не будет	1	11
23	и даже	6	11
24	прежде всего	1	11
25	что в	7	11
26	в таком	1	11
27	и то	2	10
28	говорить о	1	10
29	еще не	2	10
30	всяком случае	1	10
31	ничего не	1	10
32	и с	6	10
33	да и	1	10
34	тем более	2	10
35	едва ли	1	9
36	в этой	2	9
37	что же	1	9
38	для нас	4	9
39	тут же	1	8
40	все же	6	8
41	знаком и	1	8
42	ясно что	1	8
43	в виду	4	8
44	было бы	1	8
45	уже не	2	8
46	при помощи	2	8
47	как раз	2	8
48	только о	1	8
49	совсем не	1	7
50	тем самым	1	7
51	не имеет	1	7
52	в конце	3	7
53	так и	1	7
54	в его	3	7
55	конце концов	1	7
56	с другой	1	6
57	но как	2	6
58	к сожалению	1	6
59	но в	6	6
60	на то	3	6
61	по крайней	1	6
62	крайней мере	1	6
63	о чем	2	6
64	но это	2	6
65	в то	5	6
66	то же	5	5
67	по своему	1	5
68	отнюдь не	2	5
69	с этим	1	5
70	в самом	1	5
71	в себе	2	5
72	этом смысле	1	5
73	как и	6	5
74	представление о	1	5
75	и уж	1	5
76	раз и	1	5
77	это то	1	5
78	связи с	3	5
79	и это	2	5
80	же это	1	5
81	другой стороны	1	5
82	уже давно	1	5
83	в частности	1	5
84	так же	4	5
85	в связи	3	5
86	и все	7	5
87	и есть	1	4
88	не был	1	4
89	но не	1	4
90	не все	1	4
91	в своем	3	4
92	и как	3	4
93	всех этих	1	4
94	их в	2	4
95	таким образом	2	4
96	заключается в	1	4
97	далеко не	3	4
98	которой он	1	4
99	на первый	2	4
100	в этих	1	4
101	или вообще	1	4
102	не будем	1	4
103	до сих	1	4
104	в каком	1	4
105	и о	3	4
106	тех пор	1	4
107	что он	4	4
108	как же	2	4
109	тем что	3	4
110	и самый	1	4
111	или по	1	4
112	как бы	4	4
113	сих пор	1	4
114	все это	4	4
115	а в	2	4
