N	3gram	Bakhtin_Pr_1	Komedia
1	до сих пор	2	9
2	в том что	7	9
3	в самом деле	2	6
4	для того чтобы	2	6
5	в то же	7	4
6	о том что	2	4
7	то же время	7	4
8	с самого начала	2	4
9	по отношению к	11	3
10	с точки зрения	15	3
11	во всяком случае	3	3
12	то же самое	1	3
13	хотя и не	1	2
14	по сравнению с	1	2
15	бы то ни	3	2
16	он и не	1	2
17	в этом отношении	5	2
18	то время как	1	2
19	то ни было	2	2
20	в конце концов	4	2
21	с другой стороны	2	2
22	в то время	2	2
23	но все же	1	2
24	что и в	1	2
25	именно потому что	2	2
26	потому что он	2	1
27	равно как и	1	1
28	подобно тому как	3	1
29	так и не	1	1
30	друг против друга	2	1
31	приходится признать что	1	1
32	и в то	3	1
33	в зависимости от	3	1
34	в отличие от	2	1
35	он должен быть	1	1
36	и не может	2	1
37	в частности на	1	1
38	может быть только	1	1
39	с этой точки	1	1
40	по крайней мере	2	1
41	было до сих	1	1
42	дело таким образом	1	1
43	и в частности	1	1
44	в том чтобы	1	1
45	в первом случае	1	1
46	таким образом и	1	1
47	зависимости от того	1	1
48	почти во всех	1	1
49	в е и	1	1
50	это не так	1	1
51	то что он	1	1
52	в пределах того	1	1
53	мы подходим к	1	1
54	как бы в	2	1
55	в построении образов	1	1
56	том что совершается	1	1
57	этой точки зрения	1	1
58	ставит нас перед	1	1
59	что и у	1	1
60	хотя он и	1	1
61	так же точно	1	1
62	с полным правом	1	1
63	так и в	1	1
64	можно сказать что	2	1
65	и никогда не	1	1
66	ни одной из	1	1
67	и по существу	1	1
68	ты понимаешь что	1	1
69	к тому что	1	1
70	что он говорит	1	1
71	в отношении к	1	1
72	друг за другом	1	1
73	друг с другом	3	1
74	и в этом	3	1
75	друг друга и	1	1
76	в этих условиях	1	1
