N	3gram	Propp_Isto_4	Analitik
1	не может быть	4	16
2	что иное как	3	5
3	и не может	1	4
4	не что иное	3	4
5	о том что	2	3
6	подобно тому как	1	3
7	в том числе	1	3
8	не в том	1	3
9	есть не что	1	3
10	то же самое	2	2
11	но и в	1	2
12	в основе своей	1	2
13	в данном случае	3	2
14	не могут быть	1	2
15	с другой стороны	4	2
16	в широком смысле	1	2
17	в виду не	1	1
18	он может быть	1	1
19	дело не только	1	1
20	о том как	1	1
21	сколько бы мы	1	1
22	что как бы	1	1
23	на тех же	1	1
24	на того с	1	1
25	до сих пор	5	1
26	в зависимости от	1	1
27	или иначе говоря	1	1
28	как мы увидим	1	1
29	бы мы ни	1	1
30	приводит нас к	4	1
31	вместе с тем	1	1
32	одно и то	1	1
33	в этой связи	1	1
34	здесь мы имеем	1	1
35	представляют собой лишь	1	1
36	не только в	2	1
37	смысле этого слова	2	1
38	и то же	1	1
39	как будто бы	1	1
40	одни и те	1	1
41	он при этом	1	1
42	и вместе с	1	1
43	и тем самым	1	1
44	функции посредничества между	1	1
45	только тогда когда	1	1
46	мы имеем в	2	1
47	и те же	1	1
48	широком смысле этого	1	1
49	в связи с	2	1
50	к тому что	1	1
51	перстень на руку	1	1
52	как и в	1	1
53	того с кем	1	1
