N	2gram	Voloshinov_1	Stilisti
1	и в	13	42
2	не только	6	27
3	как бы	6	27
4	и т.п	7	24
5	прежде всего	9	22
6	и т.д	5	20
7	внутренней речи	1	18
8	хотя бы	5	17
9	но и	3	15
10	то же	4	15
11	и не	8	14
12	социального общения	6	14
13	не может	8	12
14	может быть	8	12
15	как и	3	11
16	мы уже	2	11
17	точки зрения	7	11
18	и как	1	10
19	в этом	2	10
20	отнюдь не	1	10
21	мы должны	6	10
22	что мы	1	10
23	при этом	2	9
24	мы не	4	9
25	то что	6	9
26	в то	1	9
27	для того	1	9
28	в себе	3	8
29	все же	5	8
30	таким образом	6	8
31	эти слова	1	8
32	что же	3	8
33	социальная установка	1	8
34	в ней	2	8
35	и это	1	8
36	в которой	3	7
37	данной ситуации	1	7
38	же время	1	7
39	того чтобы	1	7
40	потому что	1	7
41	а не	2	7
42	и его	12	7
43	слов и	4	7
44	зависимости от	2	7
45	никогда не	3	7
46	только в	6	7
47	и тем	2	7
48	в зависимости	2	7
49	речевого взаимодействия	1	7
50	мы можем	4	7
51	с его	1	7
52	было бы	4	7
53	так как	3	7
54	другими словами	1	6
55	так и	3	6
56	или как	1	6
57	в нем	2	6
58	не в	3	6
59	когда мы	1	6
60	в конце	1	6
61	но ведь	5	6
62	речи и	1	6
63	точку зрения	3	6
64	в этой	1	6
65	в процессе	5	6
66	в области	2	6
67	и наконец	5	5
68	одно и	3	5
69	и является	2	5
70	и их	7	5
71	в сознании	4	5
72	с помощью	2	5
73	т.д и	1	5
74	как это	1	5
75	того или	2	5
76	те же	2	5
77	вместе с	1	5
78	слова и	2	5
79	что язык	1	5
80	в живом	1	5
81	в его	7	5
82	тому что	1	5
83	а в	2	5
84	с точки	5	5
85	или иного	2	5
86	не является	4	5
87	уже в	2	5
88	и следовательно	2	5
89	же самое	1	5
90	языка и	5	4
91	общения в	1	4
92	бы в	2	4
93	так же	2	4
94	слово не	1	4
95	художественного творчества	1	4
96	не знаем	1	4
