N	2gram	Vygotskiy__3	StatiiOP
1	и в	25	29
2	том что	20	27
3	в том	23	27
4	в этом	14	21
5	не только	6	19
6	но и	4	19
7	что в	17	19
8	о том	5	17
9	в его	15	13
10	что он	6	13
11	в которой	1	11
12	то что	15	11
13	все это	6	11
14	таким образом	17	10
15	к тому	4	10
16	в своем	4	9
17	он не	4	9
18	потому что	6	9
19	так и	5	9
20	этом отношении	3	9
21	и не	10	9
22	как на	2	9
23	но в	1	8
24	как раз	1	8
25	по поводу	1	8
26	в ней	1	7
27	в самом	3	7
28	но все	2	7
29	в своей	2	7
30	в котором	3	7
31	не столько	4	7
32	тому что	2	7
33	того как	3	7
34	для того	7	7
35	в виду	1	7
36	с тем	16	7
37	вместе с	14	7
38	одним из	5	6
39	вопрос о	1	6
40	и на	6	6
41	все же	6	6
42	факт что	5	6
43	вовсе не	1	6
44	того чтобы	8	6
45	и его	2	6
46	об этом	2	6
47	и что	10	6
48	в одном	2	6
49	до сих	1	6
50	в течение	2	6
51	было бы	10	5
52	точки зрения	6	5
53	того что	10	5
54	между тем	3	5
55	в качестве	12	5
56	обратить внимание	1	5
57	прежде всего	4	5
58	а не	1	5
59	в той	1	5
60	как бы	10	5
61	сих пор	1	5
62	то обстоятельство	3	4
63	кроме того	1	4
64	хотя и	2	4
65	и к	5	4
66	не приходится	1	4
67	в нем	2	4
68	что у	1	4
69	в другом	1	4
70	и с	1	4
71	не в	6	4
72	обстоятельство что	3	4
73	внимание на	2	4
74	раньше чем	2	4
75	связи с	9	4
76	при помощи	1	4
77	для него	5	4
78	до того	1	4
79	с другой	6	4
80	именно в	5	4
81	в речи	2	4
82	в частности	4	4
83	тот факт	5	4
84	а как	2	4
85	к этому	3	4
86	например в	1	3
87	же как	6	3
88	по его	1	3
89	оба эти	3	3
90	хотя бы	1	3
91	и он	1	3
92	но не	6	3
93	которые не	4	3
94	как в	9	3
95	с этим	4	3
96	что это	5	3
97	в известном	4	3
98	тому же	1	3
99	вообще не	1	3
100	в начале	2	3
101	отношений между	1	3
102	которой является	1	3
103	из них	4	3
104	ни в	9	3
105	не мог	4	3
106	в эту	2	3
107	в этих	2	3
108	по себе	7	3
109	не менее	6	3
110	на рубеже	1	3
111	что эта	1	3
112	самого начала	6	3
113	не могло	1	3
114	никогда не	4	3
115	нельзя не	1	3
116	на себя	2	3
117	и по	5	3
118	тем что	8	3
119	у нас	1	3
120	оно не	2	3
121	с самого	6	3
122	за то	1	3
123	и здесь	2	3
124	на вопрос	1	3
125	в пользу	5	3
126	но это	5	3
127	мне кажется	1	3
128	вот что	1	3
129	так что	2	3
130	с нею	2	3
131	всяком случае	4	3
132	из нее	2	3
133	связан с	2	3
134	и даже	1	3
135	а с	3	3
136	до конца	1	3
137	так же	17	3
138	относятся к	2	3
139	другой стороны	3	3
140	похоже на	1	3
141	не является	8	3
142	во всяком	4	3
143	как известно	3	2
144	также и	1	2
145	того же	6	2
146	только потому	2	2
147	такое же	1	2
148	тем же	4	2
149	из его	1	2
150	то же	2	2
151	бы то	1	2
152	с его	2	2
153	за него	1	2
154	и который	1	2
155	отличие от	6	2
156	что они	10	2
157	на то	4	2
158	там где	4	2
159	и как	5	2
160	по пути	4	2
161	более или	1	2
162	в чисто	2	2
163	все эти	7	2
164	выражение в	1	2
165	в этой	5	2
166	в себе	2	2
167	этого образа	1	2
168	как он	3	2
169	на его	2	2
170	при этом	5	2
171	если бы	5	2
172	тем не	5	2
173	и более	1	2
174	значительной степени	1	2
175	том же	1	2
176	то ни	1	2
177	а затем	1	2
178	конечно в	2	2
179	его в	3	2
180	в это	1	2
181	о которых	1	2
182	как и	15	2
183	во внимание	1	2
184	несмотря на	1	2
185	в один	2	2
186	или менее	3	2
187	которую он	1	2
188	спрашивает как	1	2
189	нас не	1	2
190	в отношении	6	2
191	свободен от	1	2
192	с точки	1	2
193	в отличие	6	2
194	от его	1	2
195	что было	1	2
196	не могли	3	2
197	даже в	1	2
198	совершенно так	2	2
199	но они	2	2
200	что с	4	2
201	в то	4	2
202	дело не	1	2
203	не имеет	1	2
204	в процессе	27	2
205	это еще	1	2
206	только не	1	2
207	не может	6	2
