N	2gram	Losev_Prob_4	Morfolog
1	может быть	9	52
2	и т	4	49
3	т д	3	47
4	таким образом	8	20
5	не может	5	17
6	в этих	5	16
7	т е	1	16
8	могут быть	1	15
9	с этим	4	14
10	и в	20	13
11	в этом	9	13
12	так как	5	12
13	и др	1	12
14	перед нами	13	11
15	связи с	3	11
16	чаще всего	1	11
17	мы видим	1	11
18	заметить что	1	10
19	то же	7	9
20	мы имеем	6	9
21	так и	10	9
22	не всегда	1	9
23	прежде всего	11	9
24	а не	7	9
25	в связи	3	9
26	и не	28	9
27	при помощи	10	8
28	что и	3	8
29	с другой	7	8
30	в результате	8	8
31	вопрос о	1	7
32	имеем в	3	7
33	в качестве	10	7
34	представляет собою	1	7
35	все же	2	7
36	но если	6	7
37	но не	5	6
38	это не	7	6
39	во время	1	6
40	не могут	1	6
41	и здесь	1	6
42	а также	6	6
43	в том	20	6
44	а в	4	6
45	мы не	7	5
46	во всех	4	5
47	не все	1	5
48	то что	15	5
49	в образе	1	5
50	далеко не	2	5
51	не менее	10	5
52	потому что	15	5
53	или в	5	5
54	если мы	5	5
55	как бы	4	5
56	то перед	2	5
57	и другие	1	5
58	также и	13	4
59	то это	3	4
60	что его	4	4
61	то мы	2	4
62	если в	1	4
63	как в	5	4
64	два раза	1	4
65	хотя и	5	4
66	и как	3	4
67	ни одна	2	4
68	не только	24	4
69	на его	2	4
70	об этом	6	4
71	его в	2	4
72	было бы	14	4
73	вовсе не	21	4
74	как и	6	4
75	несмотря на	4	4
76	точки зрения	14	4
77	с точки	11	4
78	тем не	10	4
79	ничего не	1	4
80	тем что	3	4
81	в других	2	4
82	как мы	3	4
83	видно что	1	4
84	случае не	5	4
85	другой стороны	6	4
86	так же	5	4
87	а если	3	4
88	что в	3	4
89	связана с	1	3
90	самом деле	3	3
91	на самом	5	3
92	и для	4	3
93	между собой	2	3
94	заметим что	3	3
95	независимо от	3	3
96	как таковое	1	3
97	но в	8	3
98	в целом	1	3
99	в нашем	12	3
100	в пределах	2	3
101	может существовать	2	3
102	и по	2	3
103	но все	3	3
104	вопрос как	1	3
105	из них	3	3
106	ни в	17	3
107	сам он	1	3
108	том что	12	3
109	в то	4	3
110	того чтобы	2	3
111	живые существа	1	3
112	с собой	3	3
113	если бы	8	3
114	но и	14	3
115	он не	2	3
116	значит что	8	3
117	к нему	3	3
118	в какой	4	3
119	и ее	4	3
120	не происходит	1	3
121	в начале	3	3
122	а то	2	3
123	друг друга	2	3
124	мы можем	3	3
125	не является	10	3
126	что они	2	3
127	из которых	3	3
128	но это	6	3
129	кроме того	4	3
130	это уже	3	3
131	иное чем	2	3
132	мы должны	3	3
133	только что	2	3
134	же в	4	3
135	если же	1	3
136	можно назвать	2	3
137	смысле слова	15	2
138	эти функции	1	2
139	живое существо	4	2
140	как это	3	2
141	тем же	1	2
142	что эти	1	2
143	все ли	1	2
144	отсюда видно	1	2
145	есть нечто	9	2
146	время как	2	2
147	совсем не	1	2
148	первый взгляд	1	2
149	что действительно	1	2
150	и к	3	2
151	более или	2	2
152	то в	2	2
