N	3gram	Vinokur_St_1	FransuaR
1	то же время	4	10
2	в то же	4	10
3	до сих пор	7	8
4	в том что	17	6
5	и в то	1	5
6	сих пор еще	1	4
7	как и в	2	4
8	в другом месте	1	3
9	в настоящее время	1	3
10	в том числе	2	3
11	в той же	2	3
12	с точки зрения	8	2
13	бы то ни	1	2
14	том числе и	2	2
15	в узком смысле	1	2
16	в данном случае	6	2
17	но в то	2	2
18	с одной стороны	2	2
19	дело в том	4	2
20	вовсе еще не	1	2
21	в то время	2	2
22	о том что	11	2
23	эпохи и в	1	2
24	с другой стороны	6	2
25	для того чтобы	10	2
26	не может быть	5	2
27	что это не	2	1
28	том что эти	1	1
29	все в этой	1	1
30	сказать что в	3	1
31	в которой он	1	1
32	о котором говорит	1	1
33	а также и	2	1
34	и в первой	1	1
35	по отношению к	3	1
36	и в данном	2	1
37	на самом деле	6	1
38	в первой строфе	2	1
39	в самом деле	5	1
40	во время своего	1	1
41	он не только	1	1
42	в таких случаях	1	1
43	жизни и смерти	1	1
44	но и в	2	1
45	же время не	1	1
46	то есть тех	1	1
47	в этом отношении	7	1
48	вдоль и поперек	1	1
49	в той или	1	1
50	языка и стиля	1	1
51	может быть и	2	1
52	так чтобы читатель	1	1
53	говорит о том	2	1
54	и то что	2	1
55	в ней много	1	1
56	и в других	1	1
57	и могут быть	1	1
58	и некоторые другие	1	1
59	и в наши	1	1
60	о том как	1	1
61	для всей эпохи	1	1
62	на эту тему	4	1
63	если бы мы	2	1
64	в его время	1	1
65	с величайшим трудом	1	1
66	так и в	4	1
67	и в отношении	1	1
68	быть и речи	1	1
69	и в этом	3	1
70	а с другой	1	1
71	не в том	2	1
72	подход автора к	1	1
73	тем или иным	3	1
74	такое же значение	1	1
75	и в своих	1	1
76	в свое время	2	1
77	на вопрос о	2	1
78	занимает в его	1	1
79	на той же	1	1
80	нет ни одного	1	1
81	во всех этих	1	1
82	только то что	1	1
83	таким образом в	1	1
84	вещей в этом	1	1
85	и притом в	1	1
86	и в самом	3	1
87	вопрос о том	2	1
88	заключается в том	3	1
89	речь идет о	2	1
90	в этой системе	1	1
91	но ведь в	1	1
92	как бы ни	1	1
93	ни о каком	1	1
94	в этом смысле	1	1
95	после того как	1	1
96	в результате этого	1	1
97	и не имеет	1	1
98	и его современников	1	1
99	можно было бы	8	1
100	в очень значительной	1	1
101	на другую не	1	1
102	той или иной	1	1
103	и только в	3	1
