N	2gram	Vygotskiy__2	Mirosoze
1	и в	32	46
2	в нем	4	22
3	может быть	18	21
4	в этом	13	20
5	не только	12	18
6	и не	10	18
7	никогда не	9	18
8	для него	1	18
9	есть лишь	1	17
10	но и	10	15
11	не может	17	15
12	как и	10	13
13	а не	7	13
14	не есть	1	13
15	прежде всего	1	12
16	потому что	21	12
17	и он	3	11
18	не было	2	11
19	но он	3	11
20	в ней	5	11
21	но в	3	10
22	та же	3	10
23	в себе	2	10
24	он не	6	10
25	не в	8	9
26	отношение к	2	8
27	и достоевский	1	8
28	любовь к	1	8
29	так как	12	8
30	она не	2	8
31	переходит в	1	8
32	в любви	1	8
33	как бы	6	8
34	но это	2	8
35	человека и	1	7
36	как в	9	7
37	и к	3	7
38	в нашем	1	7
39	в этой	6	7
40	хотя бы	3	7
41	и для	4	7
42	что он	13	7
43	что это	8	6
44	в русской	1	6
45	он сам	1	6
46	и здесь	2	6
47	жизнь в	1	6
48	так же	18	6
49	того что	8	6
50	и там	1	6
51	жизни и	4	6
52	по преимуществу	1	5
53	то же	13	5
54	есть не	4	5
55	в самом	12	5
56	бы и	3	5
57	и вот	3	5
58	что она	16	5
59	что все	9	5
60	в своей	3	5
61	в отношении	3	5
62	в конце	3	5
63	во всем	3	5
64	и его	7	5
65	к тому	7	5
66	и это	4	5
67	те же	6	5
68	это не	2	5
69	один из	3	5
70	в его	2	5
71	для того	13	5
72	то что	21	5
73	и все	4	5
74	также и	2	4
75	мысль что	2	4
76	с его	2	4
77	у них	2	4
78	его на	1	4
79	на деле	8	4
80	думать что	3	4
81	бессилен перед	1	4
82	в жизни	4	4
83	том что	21	4
84	жизнь и	3	4
85	тому что	4	4
86	не имеет	4	4
87	того чтобы	14	4
88	должны быть	3	4
89	они и	1	4
90	должен быть	1	4
91	что у	5	4
92	так и	3	4
93	для этого	3	4
94	означает что	1	4
95	народной жизни	1	4
96	в русском	2	4
97	уже не	1	4
98	вопроса о	1	4
99	что и	17	4
100	в свою	3	4
101	они не	1	4
102	до конца	3	4
103	что в	20	4
104	все что	2	4
105	смысле слова	1	3
106	же как	4	3
107	чтобы не	1	3
108	стали бы	1	3
109	это и	1	3
110	к другому	1	3
111	высшей степени	1	3
112	той же	8	3
113	и на	5	3
114	иное как	1	3
115	в чем	4	3
116	он в	3	3
117	творчество достоевского	1	3
118	как он	2	3
119	идеи и	1	3
120	и она	1	3
121	страдания и	1	3
122	в россии	1	3
123	в каждом	2	3
124	не будет	1	3
125	и с	4	3
126	на все	5	3
127	его в	1	3
128	на почве	1	3
129	ни в	2	3
130	в них	2	3
131	он же	1	3
132	в высшей	1	3
133	всю жизнь	2	3
134	одна и	1	3
135	для чего	1	3
136	и тогда	1	3
137	что всякий	1	3
138	что было	1	3
139	принадлежат к	2	3
140	того как	4	3
141	она никогда	1	3
142	что иное	1	3
143	и всегда	2	3
144	людей и	1	3
145	только с	1	3
146	себя и	1	3
147	не существует	2	3
148	было в	1	3
149	ничего подобного	1	3
150	если бы	6	3
151	и должно	1	3
152	о том	6	3
153	и во	1	3
154	что они	7	3
155	к которой	2	3
156	в том	37	3
157	природой и	1	3
158	только в	7	3
159	не так	2	3
160	и никогда	2	3
161	тем что	9	3
162	от того	4	3
163	с другим	1	3
164	до сих	5	3
165	к которому	2	3
166	считает себя	1	3
167	связано с	1	3
168	с которым	1	3
169	для человека	1	3
170	нет ничего	1	3
171	в творчестве	4	3
172	и нет	1	3
173	сих пор	5	3
174	и от	2	3
175	отношении к	3	3
176	сказать что	7	3
177	не что	1	3
178	в своих	9	3
179	отношения к	1	2
180	он считает	1	2
181	сам по	4	2
182	от этой	1	2
183	не имеют	2	2
184	с таким	8	2
185	и за	1	2
186	его не	1	2
187	в сфере	1	2
188	совсем иное	1	2
189	принадлежит к	1	2
190	а для	1	2
191	для нашей	1	2
192	же что	2	2
193	во всех	3	2
194	россии и	1	2
195	есть по	4	2
196	себе и	2	2
197	она есть	1	2
198	более чем	1	2
199	выйти из	1	2
200	как к	3	2
201	говорит что	7	2
202	в действительности	4	2
203	увидим что	2	2
204	от своей	1	2
205	то в	1	2
206	в которой	2	2
