N	2gram	Vygotskiy__1	Komedia
1	и в	23	26
2	едва ли	2	14
3	и не	9	14
4	и его	6	12
5	к тому	4	12
6	так и	5	12
7	может быть	14	11
8	в том	24	11
9	в этом	17	10
10	на протяжении	1	10
11	но и	14	10
12	столь же	6	9
13	том что	21	9
14	если бы	5	9
15	вместе с	9	9
16	что в	14	9
17	ясно что	2	8
18	было бы	4	8
19	и на	8	7
20	не только	16	7
21	что и	1	7
22	из них	1	7
23	ли не	1	7
24	еще не	1	6
25	в своем	3	6
26	о том	6	6
27	в нем	1	6
28	в доме	1	6
29	таким образом	26	6
30	в то	7	6
31	того чтобы	17	6
32	потому что	6	6
33	и здесь	1	6
34	в двух	2	6
35	наряду с	1	6
36	во время	1	6
37	то что	17	6
38	в которой	3	5
39	с его	4	5
40	что он	7	5
41	так что	1	5
42	в истории	1	5
43	независимо от	6	5
44	с этим	6	5
45	для того	15	5
46	а затем	5	5
47	ни в	4	5
48	на основании	5	5
49	с тем	7	5
50	и с	9	5
51	один из	2	5
52	в качестве	9	5
53	к этому	4	5
54	уже в	3	4
55	в наиболее	1	4
56	хотя и	2	4
57	в самом	7	4
58	что это	3	4
59	в целом	20	4
60	из этих	3	4
61	с их	1	4
62	в них	2	4
63	как и	14	4
64	в этих	2	4
65	тому что	5	4
66	не менее	1	4
67	и новой	1	4
68	как будто	1	4
69	больше того	2	4
70	как мы	5	4
71	что у	2	4
72	сразу же	1	4
73	можно было	3	4
74	еще в	1	4
75	между тем	9	4
76	в его	14	4
77	в середине	1	4
78	только в	6	4
79	так как	7	4
80	у него	1	4
81	на этот	3	4
82	что для	5	4
83	прежде всего	10	4
84	в частности	2	4
85	как это	2	4
86	о его	1	4
87	все же	3	4
88	и для	1	4
89	и от	3	4
90	одной из	1	4
91	точки зрения	26	4
92	речь идет	2	3
93	например в	1	3
94	тех же	2	3
95	в котором	4	3
96	то же	8	3
97	в их	3	3
98	той же	2	3
99	вопрос о	7	3
100	в ней	1	3
101	что его	2	3
102	во всех	3	3
103	но не	4	3
104	по отношению	7	3
105	как в	4	3
106	что касается	1	3
107	но в	5	3
108	в этой	7	3
109	как он	3	3
110	друг другу	3	3
111	но все	2	3
112	могла бы	1	3
113	первую очередь	3	3
114	но если	1	3
115	не имеет	2	3
116	того как	2	3
117	в самой	1	3
118	же время	2	3
119	связи с	3	3
120	то время	5	3
121	и поэтому	2	3
122	для всех	4	3
123	ответ на	3	3
124	мы знаем	1	3
125	искать в	1	3
126	представить себе	5	3
127	мы можем	6	3
128	тем что	6	3
129	в первую	3	3
130	не было	1	3
131	о чем	2	3
132	из которых	3	3
133	и столь	1	3
134	в тех	1	3
135	отношению к	7	3
136	с этой	6	3
137	все это	6	3
138	или в	1	3
139	а в	2	3
140	в своей	4	3
141	жизни и	2	3
142	по поводу	1	3
143	том числе	1	3
144	не может	12	3
145	как известно	3	2
146	и т	1	2
147	одним из	1	2
148	в первом	2	2
149	в традиционной	1	2
150	мы не	7	2
151	время как	4	2
152	говорить о	2	2
153	не вполне	1	2
154	то это	1	2
155	в виду	1	2
156	в ее	2	2
157	и другие	1	2
158	силу этого	3	2
159	отличие от	1	2
160	отнюдь не	1	2
161	и я	2	2
162	идет о	2	2
163	в одной	3	2
164	что именно	3	2
165	целый ряд	4	2
166	достаточно ясно	1	2
167	в действительности	1	2
168	от этого	2	2
169	за собой	2	2
170	с той	2	2
171	бы и	2	2
172	в нашем	2	2
173	по которым	1	2
174	и если	3	2
175	что она	4	2
176	всех остальных	3	2
177	он не	5	2
178	и еще	1	2
179	в принципе	1	2
180	в силу	6	2
181	других авторов	1	2
182	на этом	2	2
183	об этом	3	2
184	это не	1	2
185	этом смысле	1	2
186	в это	1	2
187	к середине	2	2
188	в развитии	12	2
189	в один	2	2
190	в следующем	1	2
191	всяком случае	3	2
192	бы к	1	2
193	представление о	2	2
194	в отличие	1	2
195	которые в	1	2
196	не в	4	2
197	в конце	2	2
198	как видим	2	2
199	вовсе не	3	2
200	даже в	2	2
201	в одном	4	2
202	не является	9	2
203	с другом	4	2
204	всего в	2	2
205	на это	1	2
206	и это	3	2
207	как не	1	2
208	с самого	8	2
209	и что	5	2
210	с собой	2	2
211	в пользу	4	2
212	и все	5	2
213	под именем	2	2
214	вслед за	2	2
215	наконец в	2	2
216	также в	1	2
217	представления о	1	2
218	все время	6	2
219	в жизнь	2	2
220	с которыми	1	2
221	все больше	1	2
222	в какой	5	2
223	впрочем и	1	2
224	и ее	7	2
225	с одной	8	2
226	и у	1	2
227	является не	1	2
228	одно из	2	2
229	от того	6	2
230	в других	1	2
231	со стороны	1	2
232	и к	4	2
233	до сих	4	2
234	с другой	10	2
235	одной стороны	9	2
236	возвращаясь к	1	2
237	что из	1	2
238	если не	3	2
239	должна была	1	2
240	мы находим	3	2
241	по своему	1	2
242	в течение	2	2
243	не удалось	1	2
244	в ответ	1	2
245	как бы	11	2
246	друг с	4	2
247	сих пор	4	2
248	бы в	5	2
249	хотя бы	4	2
250	от всех	3	2
251	к его	2	2
252	из этого	5	2
253	во всяком	3	2
254	нас более	1	1
