N	2gram	Vygotskiy__5	Hudozhes
1	в качестве	2	19
2	то есть	13	18
3	состоит в	3	16
4	и не	6	16
5	не только	16	15
6	и в	30	15
7	в том	27	15
8	может быть	11	13
9	в частности	4	13
10	при этом	8	12
11	и его	6	12
12	а в	4	12
13	но не	7	11
14	в этом	14	11
15	в себе	5	11
16	я в	1	11
17	то же	7	10
18	по отношению	2	10
19	представляет собой	1	10
20	как бы	19	10
21	так и	3	10
22	а не	8	10
23	отношению к	1	10
24	но и	6	10
25	точки зрения	7	9
26	в его	4	9
27	сводится к	5	8
28	произведение искусства	6	8
29	себя в	1	8
30	в душе	2	8
31	отличие от	2	7
32	но в	5	7
33	в отличие	2	7
34	в то	2	7
35	или иной	2	7
36	с другой	9	7
37	в искусстве	6	7
38	с его	2	6
39	отношение к	1	6
40	том что	21	6
41	не в	8	6
42	в основе	7	6
43	в ее	3	6
44	приводит к	2	6
45	в состав	3	6
46	не может	9	6
47	что в	24	6
48	в их	3	5
49	более или	1	5
50	в самом	14	5
51	то что	37	5
52	ни в	3	5
53	могут быть	8	5
54	той или	2	5
55	с ее	1	5
56	можно сказать	2	5
57	того что	8	5
58	только в	5	5
59	уже не	1	5
60	и т.п	1	5
61	между ними	2	5
62	другой стороны	5	5
63	или менее	1	5
64	в нем	7	5
65	героя и	7	5
66	отношения к	2	4
67	и то	9	4
68	мы имеем	8	4
69	еще не	5	4
70	а только	1	4
71	как к	1	4
72	хотя и	1	4
73	и как	7	4
74	он не	3	4
75	в другом	3	4
76	и тем	6	4
77	в этих	3	4
78	в своей	4	4
79	эстетический объект	3	4
80	говоря словами	1	4
81	и т.д	1	4
82	между тем	1	4
83	искусства в	2	4
84	в форме	2	4
85	во времени	1	4
86	для него	3	4
87	со стороны	3	4
88	прежде всего	4	4
89	не знает	2	4
90	произведения искусства	2	4
91	как это	7	4
92	например в	1	4
93	к тому	8	4
94	сказать что	9	4
95	речи и	1	4
96	художественного произведения	3	3
97	того же	2	3
98	на деле	8	3
99	и ее	1	3
100	в целом	5	3
101	в виду	4	3
102	конечном счете	1	3
103	как говорит	4	3
104	в художественном	1	3
105	и к	4	3
106	или иного	1	3
107	в противоположность	2	3
108	в которой	3	3
109	он должен	8	3
110	одно и	3	3
111	это не	3	3
112	этом смысле	2	3
113	как и	6	3
114	иначе говоря	1	3
115	одного и	2	3
116	с точки	2	3
117	но он	3	3
118	их в	1	3
119	однако в	1	3
120	в отношении	2	3
121	не менее	1	3
122	в русской	1	3
123	в структуре	1	3
124	как раз	13	3
125	потому что	23	3
126	в стихотворении	1	3
127	имеет место	3	3
128	в произведении	1	3
129	так в	3	3
130	мог бы	2	3
131	к его	1	3
132	если бы	11	3
133	и что	23	3
134	того или	1	3
135	в конечном	1	3
136	что он	17	3
137	к нему	1	3
138	и того	2	3
139	оказывается в	1	3
140	к содержанию	1	3
141	в области	1	3
142	далеко не	1	3
143	в воображении	2	3
144	в рассказе	2	3
145	была бы	3	3
146	по своему	1	3
147	о чем	4	3
148	в данном	3	3
149	в той	3	3
150	внешнего мира	1	3
151	в эстетический	1	3
152	и для	6	3
153	таким образом	20	3
154	в свою	3	3
155	в таком	3	3
