N	4gram	Vygotskiy__5	StatiiOP
1	в то время как	1	4
2	пир во время чумы	1	2
3	заключается в том что	4	2
4	состоит в том что	2	2
5	я имею в виду	1	1
6	если принять во внимание	1	1
7	понятно если принять во	1	1
8	в том смысле в	1	1
9	именно то что он	1	1
10	и когда пушкин говорит	1	1
11	с этой точки зрения	1	1
12	с одной стороны он	1	1
13	а с другой стороны	2	1
14	и в самом деле	1	1
15	приводит к тому что	1	1
16	на то что в	1	1
17	одной и той же	2	1
18	в каждом отдельном случае	1	1
19	во время чумы и	1	1
20	в том что именно	1	1
