N	2gram	Losev_Prob_2	Mirosoze
1	может быть	18	30
2	не только	24	29
3	и в	35	28
4	не может	13	28
5	но и	16	25
6	а не	10	25
7	он не	2	24
8	о человеке	1	23
9	в этом	17	20
10	не было	3	18
11	не в	2	16
12	потому что	13	16
13	в ней	2	15
14	переходит в	1	15
15	и есть	4	14
16	он был	1	14
17	никогда не	1	14
18	до конца	1	14
19	в нем	1	13
20	и это	5	12
21	в самом	5	11
22	и не	37	11
23	в своем	4	10
24	человек не	2	10
25	было бы	8	10
26	что в	11	10
27	прежде всего	11	10
28	что он	4	10
29	был бы	6	10
30	и потому	1	10
31	и все	5	10
32	с тем	3	9
33	и его	1	9
34	не есть	33	9
35	в его	7	9
36	из самых	2	8
37	в глубине	1	8
38	но не	4	8
39	не был	4	7
40	но в	6	7
41	в себе	5	7
42	в конце	7	7
43	к нему	2	7
44	того что	12	7
45	нет ничего	2	7
46	должна быть	1	6
47	и на	5	6
48	он сам	3	6
49	лишь в	3	6
50	в этой	9	6
51	только в	14	6
52	вместе с	2	6
53	все это	4	6
54	в том	12	6
55	нет и	3	5
56	если он	1	5
57	от нее	1	5
58	это не	1	5
59	как и	5	5
60	если нет	1	5
61	что есть	1	5
62	у нас	18	5
63	не могут	4	5
64	дважды два	1	5
65	то что	38	5
66	мира и	1	5
67	смысле слова	7	4
68	отношения к	1	4
69	это и	3	4
70	и этот	3	4
71	есть не	6	4
72	отношение к	1	4
73	то нет	1	4
74	и по	3	4
75	должен был	1	4
76	в них	2	4
77	в этих	4	4
78	точки зрения	2	4
79	в их	3	4
80	в которых	1	4
81	человека но	2	4
82	она не	3	4
83	что и	2	4
84	значит что	4	4
85	один из	3	4
86	уже не	8	4
87	уже в	3	4
88	ни с	2	4
89	а в	4	4
90	тем что	4	4
91	на пути	1	4
92	не знает	3	4
93	с его	1	3
94	с этим	5	3
95	бы и	7	3
96	и еще	1	3
97	на том	3	3
98	на этом	1	3
99	и с	10	3
100	то есть	39	3
101	его в	3	3
102	который так	1	3
103	для них	3	3
104	не мог	1	3
105	том что	19	3
106	но если	4	3
107	не имеет	7	3
108	ничего не	10	3
109	в движении	1	3
110	в момент	1	3
111	к тому	3	3
112	этот путь	1	3
113	особенно в	1	3
114	с собой	1	3
115	для человеческого	1	3
116	учение о	2	3
117	только и	3	3
118	в него	2	3
119	это очень	1	3
120	конечно не	2	3
121	не так	2	3
122	и их	3	3
123	так как	7	3
124	себя и	1	3
125	это есть	1	3
126	для человека	1	3
127	это значит	4	3
128	должно быть	2	3
129	от человека	1	3
130	для нас	9	3
131	самого человека	1	3
132	хотя бы	12	3
133	будто бы	5	3
134	в свете	3	3
135	есть и	1	3
136	одним из	1	2
137	также и	12	2
138	чтобы не	2	2
139	мир не	1	2
140	вопрос о	3	2
141	время как	1	2
142	в виду	8	2
143	нем все	1	2
144	литературы и	1	2
145	не все	4	2
146	себе и	2	2
147	относится к	6	2
148	в истории	3	2
149	т е	1	2
150	как в	1	2
151	все же	8	2
152	и как	4	2
153	и к	3	2
154	от этого	1	2
155	чего же	2	2
156	и переходит	1	2
157	все эти	7	2
158	бы не	3	2
159	самого себя	2	2
160	с их	1	2
161	только один	3	2
162	к учению	1	2
163	вообще не	4	2
