N	2gram	Vinokur_Ku_3	FransuaR
1	и в	23	40
2	и его	1	17
3	прежде всего	9	16
4	в этом	16	15
5	не только	17	13
6	в его	11	13
7	и не	10	13
8	вовсе не	5	12
9	что в	13	12
10	как и	5	11
11	но и	3	11
12	таким образом	9	10
13	как мы	5	10
14	в сущности	4	9
15	он не	3	9
16	может быть	14	9
17	той же	3	8
18	и на	1	8
19	отношение к	3	8
20	все эти	7	8
21	и с	3	8
22	во время	1	8
23	в том	22	8
24	но в	2	8
25	то же	6	7
26	в своем	4	7
27	культуры и	1	7
28	в виду	8	7
29	до нас	1	7
30	в одном	2	7
31	и др	1	7
32	в самом	13	6
33	в этих	2	6
34	в то	3	6
35	же время	1	6
36	связи с	6	6
37	в той	4	6
38	в своей	4	6
39	к этому	1	6
40	так сказать	2	5
41	вернемся к	2	5
42	в основе	1	5
43	и для	1	5
44	в особенности	2	5
45	те же	7	5
46	мы видим	1	5
47	для него	1	5
48	то что	4	5
49	не было	4	5
50	а не	11	5
51	в связи	5	5
52	как раз	4	5
53	смысле слова	2	4
54	также и	5	4
55	из всех	1	4
56	в ней	3	4
57	xix века	3	4
58	в нашем	7	4
59	было бы	16	4
60	ни в	3	4
61	и вы	1	4
62	том что	11	4
63	в эту	1	4
64	в их	6	4
65	о нашем	1	4
66	даже в	1	4
67	того чтобы	11	4
68	в области	14	4
69	у нас	10	4
70	о том	6	4
71	и о	4	4
72	так в	2	4
73	и здесь	2	4
74	а также	4	4
75	один из	4	4
76	так как	9	4
77	за этим	1	4
78	до сих	8	4
79	не видит	1	4
80	и потому	1	4
81	в данном	7	4
82	сих пор	8	4
83	все это	2	4
84	еще более	2	4
85	самом деле	14	3
86	на самом	3	3
87	и есть	5	3
88	только для	2	3
89	по отношению	3	3
90	отличие от	2	3
91	кроме того	2	3
92	и как	2	3
93	и к	3	3
94	в себе	1	3
95	связанные с	1	3
96	при этом	6	3
97	всех этих	1	3
98	но дело	1	3
99	на протяжении	2	3
100	мы видели	3	3
101	xvi век	1	3
102	в отличие	2	3
103	не понимает	3	3
104	для этого	6	3
105	в таких	2	3
106	дело не	2	3
107	так много	1	3
108	во всем	1	3
109	о нем	1	3
110	начиная с	1	3
111	но все	2	3
112	здесь не	2	3
113	в ее	4	3
114	можно было	11	3
115	если бы	8	3
116	в другом	1	3
117	никак не	2	3
118	связь между	3	3
119	между тем	4	3
120	нуждается в	1	3
121	что и	6	3
122	в свете	2	3
123	еще не	9	3
124	только в	6	3
125	поэтому и	1	3
126	так и	6	3
127	же и	1	3
128	в начале	1	3
129	не так	3	3
130	мы находим	3	3
131	тем что	5	3
132	для того	12	3
133	и прежде	1	3
134	сказать что	7	3
135	там где	3	3
136	для этой	1	3
137	в частности	2	3
138	не может	6	3
139	вместе с	2	3
140	как в	4	3
141	как бы	5	3
142	и от	1	3
143	но это	5	3
144	а в	5	3
145	слово в	3	3
146	между ними	1	3
147	к этой	1	3
148	они не	3	3
149	том числе	2	3
150	но вернемся	1	2
151	например в	1	2
152	связана с	1	2
153	наших дней	1	2
154	того же	4	2
155	это и	3	2
156	тем же	2	2
157	из самых	1	2
158	по преимуществу	3	2
159	мы не	3	2
160	по адресу	2	2
161	хотя бы	9	2
162	быть в	2	2
163	но не	3	2
164	тут же	1	2
165	думать что	1	2
166	это самое	2	2
167	что он	6	2
168	все же	5	2
169	и той	1	2
170	и понимания	1	2
171	имеет в	2	2
172	в которой	1	2
173	в целом	4	2
174	он в	2	2
175	из этих	5	2
176	раз в	1	2
177	в дальнейшем	2	2
178	и если	2	2
179	как он	2	2
180	в первой	1	2
181	не к	1	2
182	в корне	2	2
183	и вот	3	2
184	свидетельствует о	1	2
185	одной и	1	2
186	на этом	2	2
187	здесь мы	1	2
188	лишь в	8	2
189	это вовсе	1	2
190	далеко не	5	2
191	характер и	1	2
192	от языка	2	2
193	года и	1	2
194	точки зрения	23	2
195	уже к	1	2
196	в котором	2	2
197	представление о	1	2
198	он дает	1	2
199	в условиях	2	2
200	своего рода	2	2
201	одном из	1	2
202	но он	1	2
203	не менее	12	2
204	культурной жизни	1	2
205	как о	3	2
206	значение этого	1	2
207	этого явления	1	2
208	и такие	2	2
209	должны быть	1	2
210	той или	5	2
211	целом в	1	2
212	данном случае	4	2
213	на основе	1	2
214	следовательно и	1	2
215	одного из	1	2
216	можно сказать	2	2
217	но здесь	1	2
218	дали бы	1	2
219	с того	1	2
220	с другой	7	2
221	нас в	3	2
222	язык и	2	2
223	в языке	7	2
224	это не	3	2
225	говорит он	1	2
226	в большей	2	2
227	к нему	1	2
228	и так	1	2
229	который в	1	2
230	но как	3	2
231	и ее	1	2
232	вот этот	1	2
233	конечно не	2	2
234	уже в	3	2
235	слова в	4	2
236	в нашей	4	2
237	мы знаем	1	2
238	не находит	1	2
239	рядом с	1	2
240	со всем	1	2
241	или иной	7	2
242	именно в	3	2
243	еще и	2	2
244	что для	1	2
245	о чем	2	2
246	с помощью	6	2
247	с этим	1	2
248	к жизни	1	2
249	это есть	1	2
250	есть и	1	2
251	этого слова	4	2
252	слова и	7	2
253	работа над	1	2
254	же к	1	2
255	потому что	12	2
256	одной из	1	2
257	в последнем	1	2
258	одновременно и	1	2
259	мы увидим	1	2
260	отношению к	2	2
261	и другие	1	2
262	это в	2	2
263	все что	1	2
264	говоря о	1	1
265	отношения к	1	1
266	и т	54	1
267	между формами	1	1
268	вряд ли	1	1
269	стиля не	1	1
270	почти всегда	1	1
271	гораздо большим	1	1
272	все те	2	1
273	собственном смысле	2	1
274	был и	1	1
275	с таким	1	1
276	одним и	2	1
277	и литературы	1	1
278	в несколько	1	1
279	есть не	3	1
280	на тех	1	1
281	мы имеем	2	1
282	или наоборот	1	1
283	и новые	1	1
284	почти все	1	1
285	и такой	2	1
286	языке можно	1	1
287	конечно и	1	1
288	не совсем	1	1
289	роль с	1	1
290	в числе	4	1
291	подчеркнуть что	2	1
292	на которых	5	1
293	к общему	1	1
294	смысл и	2	1
295	литературы и	1	1
296	между собой	1	1
297	это действительно	1	1
298	бы то	1	1
299	тем как	1	1
300	распространения и	1	1
301	то он	3	1
302	не входит	1	1
303	к слову	1	1
304	в общем	6	1
305	менее всего	1	1
306	нет и	1	1
307	земля и	1	1
308	что они	2	1
309	связи и	2	1
310	относится к	2	1
311	во что	1	1
312	мы снова	1	1
313	и я	2	1
314	иной степени	1	1
315	что во	1	1
316	в одной	1	1
317	и выражения	1	1
318	особенно интересен	1	1
319	перед нами	1	1
320	смысле этого	2	1
321	когда он	2	1
322	говорит что	1	1
323	этой цели	1	1
324	именно эта	1	1
325	ее целом	1	1
326	со своей	1	1
327	помощью которого	1	1
328	бы и	3	1
329	что это	3	1
330	или во	1	1
331	в тех	2	1
332	в известном	2	1
333	это тот	1	1
334	речи но	3	1
335	им в	1	1
336	и тот	2	1
337	все слова	1	1
338	имеем в	1	1
339	в ряду	3	1
340	если он	1	1
341	но на	3	1
342	не могла	1	1
343	материал из	1	1
344	все они	2	1
345	образа как	1	1
346	вернуться к	1	1
347	из нашего	1	1
348	моменты которые	1	1
349	не как	2	1
350	речи в	7	1
351	понимания и	1	1
352	том чтобы	4	1
353	в первом	5	1
354	свое время	2	1
355	так например	1	1
356	или иных	1	1
357	без исключения	1	1
358	в основу	1	1
359	это конечно	2	1
360	с формами	1	1
361	то ни	1	1
362	как они	2	1
363	главным образом	2	1
364	особенности в	1	1
365	оттенок в	1	1
366	его в	2	1
367	заключается в	4	1
368	с другими	2	1
369	моменты в	2	1
370	или статьи	1	1
371	и тем	6	1
372	в беседе	1	1
373	совершенно иную	1	1
374	все равно	1	1
375	как об	2	1
376	в контексте	1	1
377	этого не	1	1
378	с тем	6	1
379	и уже	1	1
380	несмотря на	1	1
381	значит не	3	1
382	чем в	2	1
383	писать на	2	1
384	должно быть	7	1
385	такой же	2	1
386	остается в	2	1
387	оно свидетельствует	1	1
388	этом случае	4	1
389	и при	2	1
390	и их	1	1
391	таким же	1	1
392	в отношении	3	1
393	есть свой	1	1
394	с точки	16	1
395	бы привести	2	1
396	бы к	1	1
397	языке но	1	1
398	то его	1	1
399	в очерке	1	1
400	мысли и	2	1
401	них есть	1	1
402	о языке	6	1
403	от его	1	1
404	всякий раз	1	1
405	войне и	1	1
406	мир и	1	1
407	и малых	1	1
408	образом и	1	1
409	которые в	4	1
410	не в	5	1
411	на минуту	2	1
412	она в	1	1
413	интересуют не	1	1
414	друг другу	1	1
415	второе из	1	1
416	и более	3	1
417	что сам	3	1
418	как видим	1	1
419	для нее	1	1
420	по себе	6	1
421	случае мы	1	1
422	тому что	4	1
423	раз и	2	1
424	слов то	2	1
