N	3gram	Tiupa_Narr_2	FransuaR
1	в то же	3	6
2	то же время	3	6
3	с точки зрения	2	5
4	не только в	6	5
5	но и в	2	4
6	до сих пор	1	4
7	не может быть	2	4
8	в этом отношении	3	3
9	с одной стороны	5	3
10	о том что	4	3
11	можно сказать что	3	2
12	видит в нем	1	2
13	и в то	1	2
14	по сравнению с	1	2
15	во всяком случае	1	2
16	подобно тому как	2	2
17	если бы она	1	1
18	прежде всего на	1	1
19	по отношению к	5	1
20	в этом последнем	1	1
21	одной из этих	1	1
22	и т.п то	1	1
23	но и сам	1	1
24	одной стороны и	1	1
25	бы это был	1	1
26	и не может	2	1
27	не входит в	1	1
28	а во время	1	1
29	к тому или	1	1
30	для него уже	1	1
31	начало и конец	1	1
32	и когда все	1	1
33	которые по словам	1	1
34	в центре этого	1	1
35	далеко не всегда	1	1
36	это прежде всего	1	1
37	все эти столь	1	1
38	в чем же	1	1
39	так и в	1	1
40	в строгом смысле	1	1
41	и шире и	1	1
42	того или иного	3	1
43	и особенно в	1	1
44	на самом деле	2	1
45	не только не	2	1
46	существенную роль в	2	1
47	в большинстве случаев	1	1
48	можно не только	1	1
49	для того чтобы	1	1
50	в том что	8	1
51	то есть в	1	1
