N	2gram	Berdyaev_M_1	Istorich
1	и в	28	28
2	и т	1	25
3	может быть	30	25
4	а не	25	15
5	не может	28	15
6	никогда не	14	14
7	мы имеем	1	13
8	для нас	3	13
9	не только	29	12
10	что в	10	12
11	мы видим	2	11
12	только в	6	11
13	мы не	1	10
14	все же	2	10
15	и что	2	10
16	что он	10	10
17	мы увидим	3	10
18	но и	25	10
19	прежде всего	10	10
20	т е	2	10
21	не в	16	9
22	так и	1	9
23	о том	2	9
24	то что	5	9
25	в том	6	9
26	и не	11	9
27	в этом	20	8
28	но в	7	8
29	если бы	2	8
30	в ней	15	7
31	это не	5	7
32	еще не	1	7
33	этот вопрос	1	7
34	и др	1	7
35	что мы	1	7
36	так же	1	7
37	том что	3	7
38	было бы	10	7
39	в этих	4	7
40	а в	4	7
41	в этой	6	6
42	его в	3	6
43	не менее	1	6
44	к тому	3	6
45	что и	4	6
46	так как	3	6
47	вместе с	6	6
48	когда он	3	6
49	должна быть	6	5
50	вопрос о	2	5
51	что они	1	5
52	в своем	10	5
53	увидим что	4	5
54	что она	1	5
55	в силу	1	5
56	в подземелье	1	5
57	можно было	1	5
58	восходит к	1	5
59	в его	9	5
60	но не	8	5
61	в одном	1	5
62	до сих	2	5
63	к которому	1	5
64	сих пор	2	5
65	не должен	1	5
66	не знает	4	5
67	сказать что	2	5
68	и даже	1	4
69	и для	2	4
70	и на	6	4
71	то мы	1	4
72	одним словом	1	4
73	не все	2	4
74	с этим	3	4
75	все эти	2	4
76	об этом	1	4
77	и с	3	4
78	с тем	9	4
79	как и	5	4
80	в основе	2	4
81	находится в	1	4
82	в иное	2	4
83	в пределах	1	4
84	так в	1	4
85	означает что	1	4
86	того что	7	4
87	потому что	16	4
88	так что	1	4
89	к ним	1	4
90	а именно	1	4
91	один из	4	4
92	в иной	3	4
93	установить что	1	4
94	могут быть	2	4
95	как будто	2	4
96	все это	6	4
97	хотя бы	3	4
98	но это	1	4
99	но оно	1	4
100	они не	1	4
101	также и	2	3
102	чтобы не	2	3
103	начинается с	1	3
104	по отдельным	1	3
105	время как	2	3
106	я не	1	3
107	ему в	1	3
108	то это	1	3
109	не знают	3	3
110	и он	12	3
111	по отношению	2	3
112	к чему	2	3
113	точку зрения	1	3
114	ключ к	1	3
115	этого вопроса	1	3
116	не как	4	3
117	и по	4	3
118	на этом	3	3
119	же не	1	3
120	во время	1	3
121	в котором	8	3
122	в их	4	3
123	и эти	1	3
124	бы быть	1	3
125	эта мысль	1	3
126	в то	2	3
127	у меня	1	3
128	есть только	2	3
129	должен быть	2	3
130	иной мир	4	3
131	в образе	1	3
132	с того	2	3
133	ли он	1	3
134	во всем	1	3
135	должен был	4	3
136	и его	9	3
137	уже не	4	3
138	в начале	2	3
139	и их	3	3
140	то время	2	3
141	тем что	4	3
142	мы еще	2	3
143	наряду с	1	3
144	что же	1	3
145	будто бы	3	3
146	отношению к	2	3
147	отношения к	4	2
148	одним из	2	2
149	и потому	10	2
150	в зависимости	1	2
151	из всех	1	2
152	не вполне	1	2
153	когда мы	2	2
154	зависимости от	1	2
155	стороны его	1	2
156	во всех	1	2
157	то он	1	2
158	ответ на	1	2
159	должны были	1	2
160	отличие от	1	2
161	относится к	2	2
162	как в	2	2
163	один только	1	2
164	и как	2	2
165	от этого	2	2
166	за собой	2	2
167	он в	2	2
168	в себе	7	2
169	во многих	1	2
170	как он	2	2
171	в нем	13	2
172	он не	24	2
173	всех этих	1	2
174	он должен	3	2
175	и вот	3	2
176	момент когда	1	2
177	она там	1	2
178	и мы	2	2
179	нет в	4	2
180	об этой	1	2
181	ведет к	6	2
182	должно быть	3	2
183	для него	11	2
184	но если	3	2
185	что такое	1	2
186	в такой	1	2
187	в отличие	1	2
188	только для	1	2
189	в эпоху	1	2
190	а иногда	1	2
191	в русской	1	2
192	что их	1	2
193	по своей	2	2
194	на природу	2	2
195	только с	1	2
196	не могут	5	2
197	всего в	2	2
198	в области	1	2
199	не есть	9	2
200	на это	1	2
201	быть назван	1	2
202	в ее	3	2
203	и этим	1	2
204	приводит к	2	2
205	и когда	2	2
206	живет в	2	2
207	еще в	2	2
208	поэтому в	1	2
209	с чего	2	2
210	с ним	2	2
211	ничего не	3	2
212	в глубине	8	2
213	о нем	2	2
214	этой мысли	1	2
215	нас в	1	2
216	между тем	1	2
217	этот момент	1	2
218	во всей	1	2
219	и только	1	2
220	в свете	3	2
221	и она	2	2
222	с той	1	2
223	одной из	1	2
224	отказ от	1	2
225	себя в	3	2
226	то и	1	2
227	его и	1	2
228	был бы	10	2
229	не так	3	2
230	никто не	2	2
231	вовсе не	1	2
232	явлений в	1	2
233	с ней	2	2
234	в середине	4	2
235	что не	1	2
236	говорит о	1	2
237	связано с	2	2
238	на этот	2	2
239	не на	1	2
240	его как	2	2
241	вступает в	1	2
242	xix века	4	2
243	конечно не	3	2
244	как бы	2	2
245	нисколько не	1	2
246	и часто	1	2
247	лучше всего	1	2
248	не существует	2	2
249	и от	2	2
250	бы в	2	2
251	ни к	1	2
252	в частности	1	2
253	это было	1	2
254	к этому	2	2
255	можно назвать	1	2
256	также что	1	1
257	этой связи	1	1
258	связана с	2	1
259	не остается	2	1
260	и то	1	1
261	на самом	1	1
262	тех же	1	1
263	это и	4	1
264	и есть	14	1
265	ту же	1	1
266	она все	1	1
267	и этот	4	1
268	мы уже	1	1
269	его не	3	1
270	а как	2	1
271	есть не	4	1
272	вращается вокруг	3	1
273	из всего	1	1
274	этот случай	2	1
275	это знание	1	1
276	та же	1	1
277	ответить на	1	1
278	имеет свою	1	1
279	о пути	1	1
280	природы все	1	1
281	и был	1	1
282	связи со	1	1
283	он был	14	1
284	мы читаем	1	1
285	иное как	1	1
286	будет видно	1	1
287	иных случаях	1	1
288	в сторону	1	1
289	иногда и	1	1
290	и я	5	1
291	в истории	2	1
