N	3gram	Bakhtin_Fr_6	Literetu
1	то же время	5	7
2	в то же	5	7
3	в этом отношении	3	5
4	по отношению к	1	4
5	в данном случае	2	4
6	с одной стороны	4	4
7	о том что	5	4
8	в том что	2	4
9	с точки зрения	2	3
10	не может быть	1	3
11	в самом деле	4	2
12	одной стороны и	2	2
13	но и в	2	2
14	из того что	1	2
15	не только в	1	2
16	а не как	1	2
17	с другой стороны	2	2
18	в одном из	1	2
19	той или иной	1	2
20	в другом месте	4	1
21	того же самого	1	1
22	в той или	1	1
23	о том как	1	1
24	и там где	1	1
25	и не только	1	1
26	целом ряде других	1	1
27	именно то что	1	1
28	вместе с тем	1	1
29	в себе и	1	1
30	одном из своих	1	1
31	именно в этом	1	1
32	некоторые из них	1	1
33	и то что	2	1
34	как раз в	1	1
35	в значительной степени	1	1
36	близким и понятным	1	1
37	и в целом	1	1
38	и потому не	1	1
39	в xix веке	1	1
40	в связи с	1	1
41	лишь тогда когда	1	1
42	но и с	2	1
43	в целом ряде	1	1
44	мы все время	1	1
45	как бы в	1	1
46	то есть от	1	1
47	для того чтобы	1	1
48	то есть когда	1	1
49	между тем как	1	1
50	более или менее	1	1
51	но уже в	2	1
52	начинается там где	1	1
53	начало и конец	2	1
54	но и для	1	1
55	или иной мере	1	1
56	это как бы	1	1
57	и т.п и	2	1
