N	3gram	Vinokur_St_1	Psycholo
1	для того чтобы	10	19
2	в том что	17	12
3	о том что	11	10
4	в самом деле	5	7
5	на то что	4	6
6	что в нем	2	5
7	к тому что	1	5
8	на самом деле	6	5
9	с точки зрения	8	4
10	что он не	1	4
11	можно было бы	8	4
12	как раз в	2	4
13	том что он	1	3
14	сами по себе	1	3
15	то что в	2	3
16	точно так же	1	3
17	и что в	1	3
18	так же как	3	3
19	в том чтобы	1	3
20	в конце концов	1	3
21	смысле этого слова	1	3
22	и в этом	3	3
23	то что он	1	3
24	во всяком случае	6	3
25	надо сказать что	1	3
26	заключается в том	3	3
27	говорить о том	1	3
28	и т п	9	3
29	до сих пор	7	3
30	за то что	3	3
31	это не просто	1	3
32	с одной стороны	2	3
33	потому что он	1	2
34	сказать что в	3	2
35	внимание на то	1	2
36	о том как	1	2
37	как это делает	1	2
38	ни одно из	1	2
39	во всех этих	1	2
40	в это время	1	2
41	то время как	1	2
42	если бы мы	2	2
43	что в этой	2	2
44	с другой стороны	6	2
45	именно в том	1	2
46	но столь же	1	2
47	таким образом в	1	2
48	в то время	2	2
49	и в самом	3	2
50	речь идет о	2	2
51	что это не	2	2
52	в своей трагедии	1	2
53	и т д	21	2
54	должно было бы	1	2
55	любопытно в этом	1	1
56	а не в	1	1
57	что в таком	1	1
58	по отношению к	3	1
59	в которых он	1	1
60	что в основу	2	1
61	также и в	1	1
62	того материала который	1	1
63	в том и	1	1
64	что не может	2	1
65	же как и	1	1
66	потому что не	1	1
67	будто к тому	1	1
68	он делает в	1	1
69	тому что в	2	1
70	самом деле не	1	1
71	никто не станет	1	1
72	о том значении	1	1
73	нужно было бы	1	1
74	в той же	2	1
75	не потому чтобы	1	1
76	жизни и смерти	1	1
77	бы то ни	1	1
78	только то что	1	1
79	и таким образом	1	1
80	и другом случае	1	1
81	том и другом	1	1
82	та и другая	1	1
83	то же время	4	1
84	говорит что он	1	1
85	и не может	1	1
86	на этот вопрос	1	1
87	так например в	4	1
88	этот вопрос можно	1	1
89	и я не	1	1
90	я не сомневаюсь	1	1
91	которые по словам	1	1
92	уже о том	1	1
93	то что оно	1	1
94	на эту тему	4	1
95	то что у	2	1
96	и что от	1	1
97	то что она	1	1
98	в каком случае	1	1
99	ли отсюда что	1	1
100	тот факт что	1	1
101	и в то	1	1
102	который видит в	1	1
103	не сомневаюсь что	1	1
104	а также и	2	1
105	в том как	3	1
106	так что они	1	1
107	и не было	1	1
108	и то обстоятельство	1	1
109	а с другой	1	1
110	как я уже	1	1
111	самое важное перед	1	1
112	дело в том	4	1
113	лежащий в основе	1	1
114	на тему о	1	1
115	как будто к	1	1
116	для правильного понимания	1	1
117	я не могу	1	1
118	в целом ряде	1	1
119	а на самом	1	1
120	тем что в	2	1
121	и в своих	1	1
122	а может быть	1	1
123	в своем роде	1	1
124	никому не нужен	1	1
125	нет ни одного	1	1
126	ни в каком	1	1
127	мысль о том	1	1
128	не может быть	5	1
129	вовсе не в	2	1
130	то обстоятельство что	2	1
131	персты в язвы	1	1
132	как это кажется	1	1
133	те или иные	1	1
134	ничего общего с	3	1
135	когда речь идет	2	1
136	и никогда не	1	1
137	или вернее сказать	1	1
138	не только в	4	1
139	могло бы быть	1	1
140	том значении которое	1	1
141	нет ни одной	1	1
142	с этой стороны	1	1
143	так же и	1	1
144	ближе к истине	1	1
145	в этом смысле	1	1
146	то что могло	1	1
147	в то же	4	1
148	мы приходим к	1	1
149	исключительно для того	1	1
150	быть не может	1	1
151	если бы это	1	1
152	что и в	4	1
153	так или иначе	2	1
154	не больше чем	1	1
