N	3gram	Vygotskiy__6	Tragedij
1	в отличие от	1	2
2	точно так же	1	2
3	в данном случае	1	2
4	и как бы	1	2
5	в том что	19	2
6	в этом случае	2	1
7	не только по	1	1
8	и то в	1	1
9	и не может	2	1
10	сам по себе	1	1
11	что он не	1	1
12	играют никакой роли	1	1
13	как это часто	1	1
14	и то что	2	1
15	никакой роли в	1	1
16	он и в	1	1
17	в конце концов	1	1
18	смысле этого слова	1	1
19	обстоит дело с	1	1
20	самое большее что	1	1
21	и в этом	1	1
22	по сравнению с	14	1
23	тем не менее	1	1
24	не играют никакой	1	1
25	не имеет своих	1	1
26	не могут быть	2	1
27	связаны между собой	1	1
28	в связи с	2	1
29	то что он	2	1
30	что при таком	1	1
31	вместо того чтобы	2	1
32	не может быть	2	1
33	в скрытом виде	2	1
34	это мы видим	2	1
35	и все же	1	1
36	как и все	1	1
37	и он сам	1	1
38	с того что	2	1
39	который в своей	1	1
40	с самого начала	7	1
41	не только не	2	1
42	в самом деле	1	1
43	с тем и	2	1
44	на всем протяжении	1	1
45	после того как	1	1
46	к тому что	7	1
47	может быть в	1	1
48	как и в	1	1
49	скрытом виде в	1	1
50	сводится только к	1	1
