N	3gram	Medvedev_V_1	FransuaR
1	в том числе	2	10
2	том числе и	2	7
3	в том что	5	6
4	в той или	1	5
5	той или иной	1	5
6	большей или меньшей	3	4
7	до сих пор	1	4
8	или меньшей степени	2	4
9	в большей или	2	4
10	в этом отношении	13	3
11	в применении к	1	3
12	даже и в	1	3
13	в новое время	1	3
14	и др в	3	2
15	но и в	1	2
16	дошедших до нас	1	2
17	на этот вопрос	1	2
18	в значительной мере	3	2
19	леонардо да винчи	1	2
20	ни к какому	1	2
21	с одной стороны	2	2
22	главным образом на	1	2
23	во всех этих	1	2
24	и его теории	1	2
25	во всех его	2	2
26	можно сказать что	4	1
27	и может быть	1	1
28	а между тем	1	1
29	из этих элементов	1	1
30	нет и не	1	1
31	точки зрения на	1	1
32	только в пределах	1	1
33	и не получил	1	1
34	говорит об этом	1	1
35	в чем же	2	1
36	следует однако отметить	1	1
37	чуть ли не	2	1
38	теми или иными	1	1
39	по отношению к	7	1
40	имеем в виду	1	1
41	в самом деле	1	1
42	некоторые из этих	1	1
43	и не может	2	1
44	сами по себе	1	1
45	и др и	1	1
46	как пародия на	2	1
47	это вовсе не	1	1
48	и целого ряда	1	1
49	то или иное	1	1
50	главным образом в	1	1
51	некоторые из них	1	1
52	а как бы	1	1
53	самых ранних стадиях	1	1
54	не чем иным	1	1
55	один из них	1	1
56	но в то	1	1
57	лежит в основе	1	1
58	о том можно	1	1
59	в какой мере	1	1
60	к этому типу	1	1
61	это как мы	1	1
62	того что не	1	1
63	не могут быть	1	1
64	значительной мере и	1	1
65	прежде всего необходимо	1	1
66	комедия дель арте	1	1
67	в связи с	3	1
68	во всяком случае	1	1
69	с другой стороны	8	1
70	художественное творчество и	1	1
71	не может быть	8	1
72	тех явлений которые	1	1
73	можно определить как	2	1
74	бросается в глаза	1	1
75	в частности об	1	1
76	то же время	5	1
77	чем иным как	1	1
78	все это только	2	1
79	всех его элементах	2	1
80	никогда не может	1	1
81	в одном из	3	1
82	из основных тенденций	1	1
83	он говорит в	1	1
84	в этой системе	1	1
85	для того чтобы	3	1
86	на то или	1	1
87	в искусстве и	1	1
88	только в единстве	1	1
89	в то же	5	1
90	мы видим что	1	1
91	строго говоря только	1	1
92	мы встречаемся с	1	1
93	из них не	2	1
94	не только в	2	1
95	еще и не	2	1
96	и мира в	1	1
97	том можно ли	1	1
98	все то что	1	1
99	к тому же	1	1
100	и в искусстве	1	1
101	необходимо подчеркнуть что	1	1
