N	2gram	Bakhtin_sl_2	FransuaR
1	и в	39	56
2	то есть	26	24
3	в романе	46	21
4	в его	7	18
5	таким образом	8	17
6	все эти	6	15
7	в этом	16	14
8	в том	5	13
9	так и	15	13
10	в то	4	12
11	и его	33	12
12	то же	4	11
13	вещей и	1	11
14	в них	6	11
15	в этих	7	11
16	и т.п	2	11
17	до конца	17	11
18	как бы	7	11
19	и до	1	10
20	мы уже	2	10
21	еще не	7	10
22	же время	4	10
23	эпохи в	1	9
24	в самом	1	9
25	и не	22	9
26	только в	5	9
27	но и	21	9
28	в сущности	6	8
29	во всех	12	8
30	не только	24	8
31	в нем	19	8
32	и с	9	8
33	и их	5	8
34	и даже	7	8
35	до сих	2	8
36	и др	4	8
37	сих пор	2	8
38	все это	16	8
39	том что	5	8
40	и на	4	7
41	в большинстве	6	7
42	уже говорили	1	7
43	как мы	7	7
44	у него	3	7
45	в частности	1	7
46	той же	3	6
47	в этой	1	6
48	но в	6	6
49	эпохи и	2	6
50	на его	2	6
51	своего времени	1	6
52	точки зрения	8	6
53	языка и	9	6
54	вовсе не	10	6
55	связи с	3	6
56	большинстве случаев	5	6
57	прежде всего	8	6
58	в той	4	6
59	все они	2	6
60	и все	5	6
61	одним из	2	5
62	с ее	2	5
63	с его	7	5
64	но не	6	5
65	в пределах	13	5
66	он не	2	5
67	так сказать	6	5
68	роль в	2	5
69	мы видели	2	5
70	такой же	1	5
71	в отношении	4	5
72	в процессе	13	5
73	никогда не	7	5
74	в области	2	5
75	один из	5	5
76	не было	2	5
77	как и	6	5
78	в условиях	1	5
79	в результате	2	5
80	что в	3	5
81	и другие	2	5
82	они не	2	5
83	взаимоосвещения языков	3	4
84	ту же	3	4
85	например в	5	4
86	и потому	7	4
87	других языков	1	4
88	они были	1	4
89	в ней	3	4
90	не был	2	4
91	за пределы	2	4
92	и к	6	4
93	в себе	2	4
94	при этом	7	4
95	литературного языка	12	4
96	и ее	1	4
97	и более	2	4
98	даже в	2	4
99	одна из	4	4
100	того чтобы	2	4
101	по своей	1	4
102	во всем	4	4
103	в духе	1	4
104	наконец в	4	4
105	и которые	1	4
106	к языку	1	4
107	и других	4	4
108	о том	2	4
109	язык в	6	4
110	в ту	1	4
111	с одной	5	4
112	в качестве	1	4
113	конечно не	5	4
114	так как	4	4
115	в особенности	3	4
116	романа рабле	1	4
117	в основе	4	4
118	в свете	3	4
119	в своих	1	4
120	в их	2	3
121	конечно и	2	3
122	и быта	1	3
123	на них	2	3
124	не просто	1	3
125	в едином	1	3
126	связи и	2	3
127	в своем	6	3
128	перед нами	3	3
129	кроме того	2	3
130	и наконец	5	3
131	и всей	1	3
132	всех этих	4	3
133	характер в	1	3
134	и самый	1	3
135	слова и	8	3
136	здесь нет	1	3
137	не в	9	3
138	но он	2	3
139	языков и	9	3
140	в таких	1	3
