N	3gram	Bakhtin_Pr_5	Stilisti
1	в то же	10	9
2	то же время	10	7
3	для того чтобы	1	7
4	с точки зрения	2	5
5	и т.д и	1	5
6	и то же	3	4
7	прежде всего в	1	4
8	то же самое	1	4
9	одно и то	3	4
10	в свою очередь	1	4
11	с самого начала	8	4
12	той или иной	4	4
13	на самом деле	9	3
14	в этом случае	1	3
15	заключает в себе	1	3
16	в конце концов	3	3
17	но все же	2	3
18	как мы уже	2	3
19	как мы видели	1	3
20	или хотя бы	1	2
21	в каждом слове	2	2
22	и в то	2	2
23	вместе с тем	1	2
24	и т.п но	1	2
25	в этом отношении	1	2
26	его внутренней речи	3	2
27	в значительной степени	1	2
28	но в то	4	2
29	смысле этого слова	2	2
30	все больше и	1	2
31	как бы в	1	2
32	то же слово	1	2
33	не может быть	3	2
34	что же такое	1	2
35	и как бы	1	2
36	отношения к нему	1	2
37	о том что	1	2
38	можно сказать что	1	2
39	больше и больше	1	2
40	к тому что	1	2
41	мы видели что	1	2
42	то все же	2	1
43	как и самое	1	1
44	как к своему	1	1
45	и того же	1	1
46	в форме диалога	1	1
47	вполне понятно что	2	1
48	не может до	2	1
49	и к тому	2	1
50	и без его	1	1
51	слово как бы	1	1
52	может до конца	2	1
53	а затем и	1	1
54	по отношению к	6	1
55	в самом деле	1	1
56	и в особенности	1	1
57	и в отношении	1	1
58	в нем и	1	1
59	в приведенных нами	1	1
60	не может обойтись	1	1
61	как раз и	2	1
62	себе в этом	1	1
63	тот же самый	1	1
64	должно было быть	1	1
65	до сих пор	1	1
66	роль в его	1	1
67	мы как бы	1	1
68	и та же	2	1
69	сказать что у	1	1
70	не иначе как	1	1
71	можно было бы	2	1
72	без всякого сомнения	1	1
73	человека с человеком	2	1
74	по крайней мере	1	1
75	каждому из них	1	1
76	в большинстве случаев	2	1
77	и внутренняя речь	1	1
78	из мертвых душ	1	1
79	тем что он	1	1
80	остановимся только на	2	1
81	как бы два	1	1
82	и в этом	2	1
83	тем не менее	1	1
84	но даже и	1	1
85	благодаря тому что	1	1
86	того времени и	1	1
87	свою внутреннюю речь	1	1
88	стал для него	1	1
89	правда и в	1	1
90	одна и та	2	1
91	он в то	1	1
92	монологической речи героя	1	1
93	между этими двумя	1	1
94	здесь как бы	1	1
95	мы говорили что	1	1
96	по ту сторону	1	1
97	про себя в	1	1
98	это еще не	1	1
99	в глаза и	1	1
100	уже говорили в	1	1
101	не только не	1	1
102	и не может	2	1
103	вопрос о том	1	1
104	с другой стороны	3	1
105	одного и того	1	1
106	для этого необходимо	2	1
107	слова то есть	1	1
108	но все эти	1	1
109	на слушателя и	1	1
110	это как бы	1	1
111	человек не только	1	1
112	как можно более	1	1
113	уже как бы	1	1
114	в том что	2	1
115	именно потому что	2	1
116	войти в кругозор	1	1
117	как и в	1	1
118	в сущности являются	1	1
119	почти на одном	1	1
120	мы увидим что	2	1
121	в начале как	1	1
122	в пределах одного	5	1
