N	2gram	Vygotskiy__3	FransuaR
1	и в	38	41
2	то есть	15	20
3	таким образом	12	19
4	в этом	13	15
5	как и	8	14
6	и все	10	14
7	то же	10	13
8	все эти	4	13
9	в этой	13	13
10	мы уже	7	12
11	в его	5	12
12	в себе	4	11
13	как мы	7	11
14	в том	25	11
15	так и	1	10
16	в то	3	10
17	все это	3	10
18	в своем	5	9
19	не в	12	9
20	и его	6	9
21	в качестве	2	9
22	но и	5	9
23	что в	20	9
24	но в	3	8
25	в конце	2	8
26	то что	35	8
27	по существу	2	8
28	в нем	4	7
29	вовсе не	8	7
30	в них	3	7
31	как бы	14	7
32	и не	10	7
33	в романе	1	7
34	и до	1	6
35	ни в	3	6
36	он хочет	2	6
37	о том	6	6
38	мы видим	12	6
39	только в	4	6
40	это не	1	6
41	есть в	2	6
42	для него	2	6
43	у него	4	6
44	от радости	1	6
45	все они	2	6
46	как в	4	5
47	и к	3	5
48	не только	12	5
49	в плане	3	5
50	на этом	5	5
51	мы видели	6	5
52	точки зрения	16	5
53	того как	3	5
54	потому что	14	5
55	всего в	1	5
56	и это	8	5
57	в ней	15	5
58	и у	1	5
59	что и	4	5
60	вместе с	5	5
61	так же	2	5
62	и для	4	5
63	а в	7	5
64	к этому	3	5
65	место в	3	4
66	в сущности	10	4
67	момент в	1	4
68	и на	6	4
69	хотя и	1	4
70	целый ряд	2	4
71	и наконец	2	4
72	та же	3	4
73	что это	10	4
74	он не	6	4
75	но все	1	4
76	и с	1	4
77	на этой	1	4
78	должно быть	1	4
79	том что	14	4
80	но он	2	4
81	одна из	4	4
82	ничего не	2	4
83	в виду	4	4
84	в одну	1	4
85	из одного	3	4
86	и здесь	6	4
87	слов и	2	4
88	уже говорили	3	4
89	может быть	19	4
90	было бы	12	4
91	все что	1	4
92	например в	2	3
93	он может	2	3
94	и есть	1	3
95	ад и	1	3
96	с точки	9	3
97	той же	2	3
98	я не	5	3
99	с ее	2	3
100	он был	3	3
101	во всех	4	3
102	совсем не	3	3
103	кроме того	1	3
104	его к	2	3
105	от этого	1	3
106	и те	1	3
107	так сказать	5	3
108	при этом	4	3
109	игра с	1	3
110	и по	2	3
111	в нее	2	3
112	его в	3	3
113	несмотря на	5	3
114	в своей	5	3
115	таким же	1	3
116	и благодаря	1	3
117	в их	1	3
118	оказывается что	1	3
119	тем самым	1	3
120	не имеет	6	3
121	тем что	3	3
122	как о	1	3
123	очень часто	2	3
124	все то	7	3
125	мы найдем	2	3
126	свою очередь	2	3
127	смерти в	1	3
128	можно было	1	3
129	что у	7	3
130	так много	1	3
131	радости в	1	3
132	и вся	1	3
133	нас в	1	3
134	в форме	1	3
135	что он	11	3
136	по этому	1	3
137	образов в	1	3
138	из них	6	3
139	и их	1	3
140	в одном	8	3
141	так как	6	3
142	не было	1	3
143	ничем не	1	3
144	для этой	1	3
145	не может	7	3
146	видели в	1	3
147	и потому	1	3
148	в область	1	3
149	в той	5	3
150	такой же	2	3
151	но это	3	3
152	в свою	4	3
153	того же	3	3
154	есть и	1	3
155	жизни и	1	3
156	и другие	2	3
157	и эта	1	3
158	это в	1	3
159	дел и	1	2
160	и то	8	2
161	на самом	2	2
162	и так	1	2
163	найдем в	1	2
164	все те	2	2
165	из всех	3	2
166	есть не	1	2
167	мы не	5	2
168	в которой	5	2
169	но по	1	2
170	на глазах	1	2
171	и заставляет	3	2
172	еще не	1	2
173	в которых	6	2
174	время в	5	2
175	в чем	1	2
176	с его	1	2
177	отношение к	1	2
178	не просто	2	2
179	мы сейчас	1	2
180	в течение	4	2
181	в одной	2	2
182	к новому	1	2
183	перед нами	8	2
184	говорит что	8	2
185	более или	1	2
186	имеем в	1	2
187	рассказ о	1	2
188	уже видели	1	2
189	и еще	1	2
190	и вот	2	2
191	одно и	3	2
192	что все	3	2
193	и может	2	2
194	это было	1	2
195	с этим	8	2
196	далеко не	3	2
197	мы имеем	1	2
198	в тоне	1	2
199	не мог	4	2
200	в этих	2	2
201	места в	2	2
202	том как	2	2
203	в следующем	1	2
204	и момент	1	2
205	уже здесь	1	2
206	мы в	2	2
207	или менее	1	2
208	образом и	2	2
209	их в	2	2
210	том и	2	2
211	на всю	2	2
212	теперь я	1	2
213	дело не	2	2
214	дело в	1	2
215	здесь на	1	2
216	и всегда	2	2
217	подробное описание	1	2
218	вперед и	1	2
219	весь этот	3	2
220	этом отношении	1	2
221	где она	3	2
