N	3gram	Bakhtin_Fr_2	Problema
1	в настоящее время	1	16
2	о том что	3	14
3	во всяком случае	2	10
4	в конце концов	1	7
5	в этом случае	1	7
6	с одной стороны	3	5
7	того или иного	1	5
8	с другой стороны	3	5
9	до сих пор	4	4
10	на то что	1	4
11	в то же	6	4
12	в том что	1	4
13	то есть не	1	3
14	в значительной мере	1	3
15	одной стороны и	1	3
16	но и в	4	3
17	только то что	2	3
18	не может быть	4	3
19	даже и в	1	3
20	можно сказать что	2	3
21	вовсе не является	1	3
22	только тогда когда	1	3
23	и той же	1	2
24	на самом деле	1	2
25	содержит в себе	2	2
26	есть то что	1	2
27	даже и не	1	2
28	для того чтобы	1	2
29	не только в	5	2
30	и тот же	1	2
31	имеем в виду	2	2
32	в себе в	1	2
33	один и тот	1	2
34	то есть только	1	2
35	одной и той	1	2
36	то есть в	1	2
37	не только не	1	2
38	подобно тому как	2	2
39	и прежде всего	1	2
40	она и есть	1	1
41	эту тему в	1	1
42	только потому что	1	1
43	прежде всего как	1	1
44	и не вполне	1	1
45	но даже и	2	1
46	также и в	1	1
47	и не может	1	1
48	то есть вне	1	1
49	более широкое и	2	1
50	на самом же	1	1
51	в этом отношении	3	1
52	то что в	1	1
53	а во время	1	1
54	в собственном смысле	2	1
55	что в нем	1	1
56	и значение в	1	1
57	как мы уже	3	1
58	в известной мере	3	1
59	и в то	2	1
60	тот же предмет	1	1
61	это прежде всего	1	1
62	и особенно в	1	1
63	и этот момент	1	1
64	и в отношении	1	1
65	не относится к	1	1
66	все более и	1	1
67	только в его	1	1
68	есть только в	1	1
69	то есть чисто	1	1
70	да и вообще	1	1
71	самом же деле	1	1
72	никак нельзя было	1	1
73	и до наших	1	1
74	прежде всего самой	1	1
75	так и в	1	1
76	на тот же	1	1
77	не только на	1	1
78	более и более	1	1
79	относится уже к	1	1
80	но все же	2	1
81	мы имеем в	1	1
82	и без всякого	1	1
83	о чем мы	2	1
84	мы сказали что	1	1
85	поэтому мы и	1	1
86	в свое время	3	1
