N	2gram	Propp_Isto_4	FransuaR
1	и в	26	41
2	таким образом	10	19
3	в этом	7	15
4	как и	7	14
5	и все	2	14
6	то же	8	13
7	все эти	3	13
8	в этой	2	13
9	мы уже	5	12
10	в его	5	12
11	в себе	2	11
12	как мы	5	11
13	в том	3	11
14	прежде всего	1	11
15	так и	10	10
16	в то	1	10
17	все это	2	10
18	в своем	2	9
19	не в	5	9
20	и его	10	9
21	в качестве	7	9
22	но и	12	9
23	что в	14	9
24	но в	5	8
25	то что	16	8
26	по существу	3	8
27	в нем	2	7
28	в эпоху	1	7
29	вовсе не	4	7
30	в них	1	7
31	как бы	3	7
32	и не	9	7
33	ни в	2	6
34	он хочет	1	6
35	о том	4	6
36	мы видим	6	6
37	только в	3	6
38	это не	5	6
39	есть в	2	6
40	у него	5	6
41	с помощью	2	6
42	как в	7	5
43	и к	1	5
44	не только	15	5
45	на этом	2	5
46	мы видели	6	5
47	точки зрения	1	5
48	того как	4	5
49	потому что	6	5
50	и это	1	5
51	в ней	1	5
52	к нему	6	5
53	до нас	1	5
54	и у	5	5
55	уже в	2	5
56	что и	9	5
57	вместе с	6	5
58	так же	18	5
59	в другое	1	5
60	а в	8	5
61	к этому	5	5
62	в средние	2	4
63	момент в	1	4
64	и на	2	4
65	хотя и	2	4
66	целый ряд	1	4
67	и наконец	1	4
68	та же	1	4
69	что это	2	4
70	он не	7	4
71	на земле	3	4
72	но все	5	4
73	и с	5	4
74	на этой	1	4
75	том что	3	4
76	он дает	1	4
77	но он	4	4
78	одна из	2	4
79	ничего не	5	4
80	в виду	1	4
81	в образе	3	4
82	в одну	2	4
83	в последней	1	4
84	и здесь	5	4
85	после того	2	4
86	может быть	14	4
87	в более	1	4
88	было бы	2	4
89	к жизни	1	4
90	средние века	2	4
91	все что	4	4
92	том числе	1	4
93	например в	3	3
94	он может	2	3
95	и есть	2	3
96	той же	1	3
97	с ее	1	3
98	он был	1	3
99	на них	1	3
100	во всех	1	3
101	его к	3	3
102	в главе	2	3
103	и те	1	3
104	при этом	3	3
105	и по	5	3
106	в нее	1	3
107	связанные с	3	3
108	его в	9	3
109	во время	7	3
110	в своей	4	3
111	таким же	6	3
112	тем самым	1	3
113	не должно	1	3
114	сам он	1	3
115	не имеет	3	3
116	тем что	5	3
117	очень часто	1	3
118	с образом	1	3
119	легенды о	1	3
120	за то	1	3
121	что у	3	3
122	так много	2	3
123	иногда в	2	3
124	связанных с	2	3
125	о нем	1	3
126	все его	1	3
127	нас в	1	3
128	в форме	2	3
129	в свете	3	3
130	что он	10	3
131	из них	2	3
132	земли и	2	3
133	и их	2	3
134	в одном	5	3
135	так как	9	3
136	в ряде	1	3
137	не на	3	3
138	не было	1	3
139	ничем не	1	3
140	но есть	2	3
141	не может	6	3
142	но этот	2	3
143	в человеческом	4	3
